"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"Fußball-Bundesliga","2023-01-21","Fußball-Bundesliga (Matchweek 16)","Köln","4-2-2-2",7,3,"Linton Maina · 9&rsquor; Steffen Tigges · 15&rsquor; Steffen Tigges · 21&rsquor; Ellyes Skhiri · 30&rsquor; Denis Huseinbasic · 36&rsquor; Ellyes Skhiri · 54&rsquor; Marco Friedl (OG) · 76&rsquor;","0","0","Werder Bremen","3-1-4-2",1,0.3,"Niclas Füllkrug · 38&rsquor;","0","0","https://fbref.com/en/matches/19f58056/Koln-Werder-Bremen-January-21-2023-Bundesliga","Köln","Home","Steffen Tigges",21,"GER","FW","24-174",58,2,1,0,0,5,2,0,0,23,1,0,0,1,1,0.4,5,3,11,16,68.8,2,10,3,0,0
"Fußball-Bundesliga","2023-01-21","Fußball-Bundesliga (Matchweek 16)","Köln","4-2-2-2",7,3,"Linton Maina · 9&rsquor; Steffen Tigges · 15&rsquor; Steffen Tigges · 21&rsquor; Ellyes Skhiri · 30&rsquor; Denis Huseinbasic · 36&rsquor; Ellyes Skhiri · 54&rsquor; Marco Friedl (OG) · 76&rsquor;","0","0","Werder Bremen","3-1-4-2",1,0.3,"Niclas Füllkrug · 38&rsquor;","0","0","https://fbref.com/en/matches/19f58056/Koln-Werder-Bremen-January-21-2023-Bundesliga","Köln","Home","Davie Selke",27,"GER","FW","28-001",32,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,6,10,60,1,2,0,0,0
"Fußball-Bundesliga","2023-01-21","Fußball-Bundesliga (Matchweek 16)","Köln","4-2-2-2",7,3,"Linton Maina · 9&rsquor; Steffen Tigges · 15&rsquor; Steffen Tigges · 21&rsquor; Ellyes Skhiri · 30&rsquor; Denis Huseinbasic · 36&rsquor; Ellyes Skhiri · 54&rsquor; Marco Friedl (OG) · 76&rsquor;","0","0","Werder Bremen","3-1-4-2",1,0.3,"Niclas Füllkrug · 38&rsquor;","0","0","https://fbref.com/en/matches/19f58056/Koln-Werder-Bremen-January-21-2023-Bundesliga","Köln","Home","Denis Huseinbasic",8,"GER","FW","21-202",58,1,0,0,0,2,1,0,0,33,0,0,3,0.4,0.4,0,1,0,11,17,64.7,2,14,0,3,1
"Fußball-Bundesliga","2023-01-21","Fußball-Bundesliga (Matchweek 16)","Köln","4-2-2-2",7,3,"Linton Maina · 9&rsquor; Steffen Tigges · 15&rsquor; Steffen Tigges · 21&rsquor; Ellyes Skhiri · 30&rsquor; Denis Huseinbasic · 36&rsquor; Ellyes Skhiri · 54&rsquor; Marco Friedl (OG) · 76&rsquor;","0","0","Werder Bremen","3-1-4-2",1,0.3,"Niclas Füllkrug · 38&rsquor;","0","0","https://fbref.com/en/matches/19f58056/Koln-Werder-Bremen-January-21-2023-Bundesliga","Köln","Home","Mathias Olesen",47,"LUX","DM,AM","21-306",32,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,12,15,80,0,10,0,0,0
"Fußball-Bundesliga","2023-01-21","Fußball-Bundesliga (Matchweek 16)","Köln","4-2-2-2",7,3,"Linton Maina · 9&rsquor; Steffen Tigges · 15&rsquor; Steffen Tigges · 21&rsquor; Ellyes Skhiri · 30&rsquor; Denis Huseinbasic · 36&rsquor; Ellyes Skhiri · 54&rsquor; Marco Friedl (OG) · 76&rsquor;","0","0","Werder Bremen","3-1-4-2",1,0.3,"Niclas Füllkrug · 38&rsquor;","0","0","https://fbref.com/en/matches/19f58056/Koln-Werder-Bremen-January-21-2023-Bundesliga","Köln","Home","Florian Kainz",11,"AUT","AM","30-089",58,0,1,0,0,1,0,0,0,46,1,1,1,0.2,0.2,0.1,4,2,27,36,75,5,23,2,3,1
"Fußball-Bundesliga","2023-01-21","Fußball-Bundesliga (Matchweek 16)","Köln","4-2-2-2",7,3,"Linton Maina · 9&rsquor; Steffen Tigges · 15&rsquor; Steffen Tigges · 21&rsquor; Ellyes Skhiri · 30&rsquor; Denis Huseinbasic · 36&rsquor; Ellyes Skhiri · 54&rsquor; Marco Friedl (OG) · 76&rsquor;","0","0","Werder Bremen","3-1-4-2",1,0.3,"Niclas Füllkrug · 38&rsquor;","0","0","https://fbref.com/en/matches/19f58056/Koln-Werder-Bremen-January-21-2023-Bundesliga","Köln","Home","Dejan Ljubicic",7,"AUT","AM,RW","25-105",32,0,0,0,0,1,1,0,0,27,0,0,0,0.2,0.2,0.2,1,0,16,23,69.6,0,12,0,0,0
"Fußball-Bundesliga","2023-01-21","Fußball-Bundesliga (Matchweek 16)","Köln","4-2-2-2",7,3,"Linton Maina · 9&rsquor; Steffen Tigges · 15&rsquor; Steffen Tigges · 21&rsquor; Ellyes Skhiri · 30&rsquor; Denis Huseinbasic · 36&rsquor; Ellyes Skhiri · 54&rsquor; Marco Friedl (OG) · 76&rsquor;","0","0","Werder Bremen","3-1-4-2",1,0.3,"Niclas Füllkrug · 38&rsquor;","0","0","https://fbref.com/en/matches/19f58056/Koln-Werder-Bremen-January-21-2023-Bundesliga","Köln","Home","Linton Maina",37,"GER","AM,LW","23-212",80,1,2,0,0,2,1,0,0,35,0,0,0,0.2,0.2,1.1,7,2,21,29,72.4,4,21,6,2,2
"Fußball-Bundesliga","2023-01-21","Fußball-Bundesliga (Matchweek 16)","Köln","4-2-2-2",7,3,"Linton Maina · 9&rsquor; Steffen Tigges · 15&rsquor; Steffen Tigges · 21&rsquor; Ellyes Skhiri · 30&rsquor; Denis Huseinbasic · 36&rsquor; Ellyes Skhiri · 54&rsquor; Marco Friedl (OG) · 76&rsquor;","0","0","Werder Bremen","3-1-4-2",1,0.3,"Niclas Füllkrug · 38&rsquor;","0","0","https://fbref.com/en/matches/19f58056/Koln-Werder-Bremen-January-21-2023-Bundesliga","Köln","Home","Justin Diehl",49,"GER","LW","18-055",10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,100,0,1,0,1,0
"Fußball-Bundesliga","2023-01-21","Fußball-Bundesliga (Matchweek 16)","Köln","4-2-2-2",7,3,"Linton Maina · 9&rsquor; Steffen Tigges · 15&rsquor; Steffen Tigges · 21&rsquor; Ellyes Skhiri · 30&rsquor; Denis Huseinbasic · 36&rsquor; Ellyes Skhiri · 54&rsquor; Marco Friedl (OG) · 76&rsquor;","0","0","Werder Bremen","3-1-4-2",1,0.3,"Niclas Füllkrug · 38&rsquor;","0","0","https://fbref.com/en/matches/19f58056/Koln-Werder-Bremen-January-21-2023-Bundesliga","Köln","Home","Eric Martel",6,"GER","DM","20-267",90,0,0,0,0,1,0,0,0,58,3,2,3,0.1,0.1,0,0,0,34,42,81,1,23,2,1,0
"Fußball-Bundesliga","2023-01-21","Fußball-Bundesliga (Matchweek 16)","Köln","4-2-2-2",7,3,"Linton Maina · 9&rsquor; Steffen Tigges · 15&rsquor; Steffen Tigges · 21&rsquor; Ellyes Skhiri · 30&rsquor; Denis Huseinbasic · 36&rsquor; Ellyes Skhiri · 54&rsquor; Marco Friedl (OG) · 76&rsquor;","0","0","Werder Bremen","3-1-4-2",1,0.3,"Niclas Füllkrug · 38&rsquor;","0","0","https://fbref.com/en/matches/19f58056/Koln-Werder-Bremen-January-21-2023-Bundesliga","Köln","Home","Ellyes Skhiri",28,"TUN","DM","27-256",66,2,1,0,0,2,2,0,0,60,2,1,0,0.9,0.9,0.2,1,1,46,52,88.5,4,15,2,0,0
