"League","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Fls","Fld","Off","Crs","TklW","Int","OG","PKwon","PKcon"
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 10)","Hertha BSC","4-4-1-1",0,NA,"","1","0","Wolfsburg","4-1-2-1-2",0,NA,"","6","0","https://fbref.com/en/matches/4cbfa8e2/Hertha-BSC-Wolfsburg-October-25-2009-Bundesliga","Hertha BSC","Home","Adrián Ramos",NA,"COL","FW","23-276",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 10)","Hertha BSC","4-4-1-1",0,NA,"","1","0","Wolfsburg","4-1-2-1-2",0,NA,"","6","0","https://fbref.com/en/matches/4cbfa8e2/Hertha-BSC-Wolfsburg-October-25-2009-Bundesliga","Hertha BSC","Home","Gojko Kačar",NA,"SRB","DF,MF","22-272",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 10)","Hertha BSC","4-4-1-1",0,NA,"","1","0","Wolfsburg","4-1-2-1-2",0,NA,"","6","0","https://fbref.com/en/matches/4cbfa8e2/Hertha-BSC-Wolfsburg-October-25-2009-Bundesliga","Hertha BSC","Home","Raffael",NA,"BRA","FW,MF","24-211",90,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 10)","Hertha BSC","4-4-1-1",0,NA,"","1","0","Wolfsburg","4-1-2-1-2",0,NA,"","6","0","https://fbref.com/en/matches/4cbfa8e2/Hertha-BSC-Wolfsburg-October-25-2009-Bundesliga","Hertha BSC","Home","Pál Dárdai",NA,"HUN","MF","33-223",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 10)","Hertha BSC","4-4-1-1",0,NA,"","1","0","Wolfsburg","4-1-2-1-2",0,NA,"","6","0","https://fbref.com/en/matches/4cbfa8e2/Hertha-BSC-Wolfsburg-October-25-2009-Bundesliga","Hertha BSC","Home","Fabian Lustenberger",NA,"SUI","DF,MF","21-176",79,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 10)","Hertha BSC","4-4-1-1",0,NA,"","1","0","Wolfsburg","4-1-2-1-2",0,NA,"","6","0","https://fbref.com/en/matches/4cbfa8e2/Hertha-BSC-Wolfsburg-October-25-2009-Bundesliga","Hertha BSC","Home","Rasmus Bengtsson",NA,"SWE","DF","23-121",11,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 10)","Hertha BSC","4-4-1-1",0,NA,"","1","0","Wolfsburg","4-1-2-1-2",0,NA,"","6","0","https://fbref.com/en/matches/4cbfa8e2/Hertha-BSC-Wolfsburg-October-25-2009-Bundesliga","Hertha BSC","Home","Patrick Ebert",NA,"GER","FW,MF","22-222",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 10)","Hertha BSC","4-4-1-1",0,NA,"","1","0","Wolfsburg","4-1-2-1-2",0,NA,"","6","0","https://fbref.com/en/matches/4cbfa8e2/Hertha-BSC-Wolfsburg-October-25-2009-Bundesliga","Hertha BSC","Home","Marc Stein",NA,"GER","DF,MF","24-110",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 10)","Hertha BSC","4-4-1-1",0,NA,"","1","0","Wolfsburg","4-1-2-1-2",0,NA,"","6","0","https://fbref.com/en/matches/4cbfa8e2/Hertha-BSC-Wolfsburg-October-25-2009-Bundesliga","Hertha BSC","Home","Steve von Bergen",NA,"SUI","DF","26-137",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 10)","Hertha BSC","4-4-1-1",0,NA,"","1","0","Wolfsburg","4-1-2-1-2",0,NA,"","6","0","https://fbref.com/en/matches/4cbfa8e2/Hertha-BSC-Wolfsburg-October-25-2009-Bundesliga","Hertha BSC","Home","Arne Friedrich",NA,"GER","DF","30-149",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
