"League","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Fls","Fld","Off","Crs","TklW","Int","OG","PKwon","PKcon"
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 3)","Hoffenheim","4-1-2-1-2",0,NA,"","4","0","Schalke 04","4-4-2",0,NA,"","4","0","https://fbref.com/en/matches/9b879ff5/Hoffenheim-Schalke-04-August-21-2009-Bundesliga","Hoffenheim","Home","Vedad Ibišević",NA,"BIH","FW","25-015",82,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 3)","Hoffenheim","4-1-2-1-2",0,NA,"","4","0","Schalke 04","4-4-2",0,NA,"","4","0","https://fbref.com/en/matches/9b879ff5/Hoffenheim-Schalke-04-August-21-2009-Bundesliga","Hoffenheim","Home","Maicosuel",NA,"BRA","MF","23-066",8,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 3)","Hoffenheim","4-1-2-1-2",0,NA,"","4","0","Schalke 04","4-4-2",0,NA,"","4","0","https://fbref.com/en/matches/9b879ff5/Hoffenheim-Schalke-04-August-21-2009-Bundesliga","Hoffenheim","Home","Chinedu Obasi",NA,"NGA","FW","23-081",90,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 3)","Hoffenheim","4-1-2-1-2",0,NA,"","4","0","Schalke 04","4-4-2",0,NA,"","4","0","https://fbref.com/en/matches/9b879ff5/Hoffenheim-Schalke-04-August-21-2009-Bundesliga","Hoffenheim","Home","Carlos Eduardo",NA,"BRA","FW,MF","22-034",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 3)","Hoffenheim","4-1-2-1-2",0,NA,"","4","0","Schalke 04","4-4-2",0,NA,"","4","0","https://fbref.com/en/matches/9b879ff5/Hoffenheim-Schalke-04-August-21-2009-Bundesliga","Hoffenheim","Home","Sejad Salihović",NA,"BIH","DF,MF","24-317",90,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 3)","Hoffenheim","4-1-2-1-2",0,NA,"","4","0","Schalke 04","4-4-2",0,NA,"","4","0","https://fbref.com/en/matches/9b879ff5/Hoffenheim-Schalke-04-August-21-2009-Bundesliga","Hoffenheim","Home","Andreas Ibertsberger",NA,"AUT","DF","27-025",75,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 3)","Hoffenheim","4-1-2-1-2",0,NA,"","4","0","Schalke 04","4-4-2",0,NA,"","4","0","https://fbref.com/en/matches/9b879ff5/Hoffenheim-Schalke-04-August-21-2009-Bundesliga","Hoffenheim","Home","Tobias Weis",NA,"GER","MF","24-022",15,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 3)","Hoffenheim","4-1-2-1-2",0,NA,"","4","0","Schalke 04","4-4-2",0,NA,"","4","0","https://fbref.com/en/matches/9b879ff5/Hoffenheim-Schalke-04-August-21-2009-Bundesliga","Hoffenheim","Home","Isaac Vorsah",NA,"GHA","DF,MF","21-061",45,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 3)","Hoffenheim","4-1-2-1-2",0,NA,"","4","0","Schalke 04","4-4-2",0,NA,"","4","0","https://fbref.com/en/matches/9b879ff5/Hoffenheim-Schalke-04-August-21-2009-Bundesliga","Hoffenheim","Home","Demba Ba",NA,"SEN","FW","24-088",45,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 3)","Hoffenheim","4-1-2-1-2",0,NA,"","4","0","Schalke 04","4-4-2",0,NA,"","4","0","https://fbref.com/en/matches/9b879ff5/Hoffenheim-Schalke-04-August-21-2009-Bundesliga","Hoffenheim","Home","Christian Eichner",NA,"GER","DF","26-270",90,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
