"League","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Fls","Fld","Off","Crs","TklW","Int","OG","PKwon","PKcon"
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Hertha BSC","Home","Adrián Ramos",NA,"COL","FW","24-001",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Hertha BSC","Home","Theofanis Gekas",NA,"GRE","FW","29-245",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Hertha BSC","Home","Raffael",NA,"BRA","FW,MF","24-301",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Hertha BSC","Home","Cícero Santos",NA,"BRA","MF","25-150",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Hertha BSC","Home","Florian Kringe",NA,"GER","DF,MF","27-158",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Hertha BSC","Home","Fabian Lustenberger",NA,"SUI","DF,MF","21-266",90,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Hertha BSC","Home","Levan Kobiashvili",NA,"GEO","DF,MF","32-197",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Hertha BSC","Home","Steve von Bergen",NA,"SUI","DF","26-227",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Hertha BSC","Home","Arne Friedrich",NA,"GER","DF","30-239",90,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Hertha BSC","Home","Łukasz Piszczek",NA,"POL","DF,MF","24-234",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Hertha BSC","Home","Jaroslav Drobný",NA,"CZE","GK","30-097",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Mönchengladbach","Away","Roberto Colautti",NA,"ISR","FW","27-244",64,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Mönchengladbach","Away","Patrick Herrmann",NA,"GER","FW,MF","18-345",26,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Mönchengladbach","Away","Raúl Bobadilla",NA,"PAR","FW","22-219",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Mönchengladbach","Away","Juan Arango",NA,"VEN","MF","29-252",89,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Mönchengladbach","Away","Thomas Kleine",NA,"GER","DF","32-026",1,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Mönchengladbach","Away","Michael Bradley",NA,"USA","MF","22-176",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Mönchengladbach","Away","Thorben Marx",NA,"GER","MF","28-236",90,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 19)","Hertha BSC","4-1-2-1-2",0,NA,"","2","0","Mönchengladbach","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga","Mönchengladbach","Away","Marco Reus",NA,"GER","FW,MF","20-237",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
