"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"Fußball-Bundesliga","2023-01-24","Fußball-Bundesliga (Matchweek 17)","Schalke 04","4-1-4-1",1,0.7,"Soichiro Kozuki · 56&rsquor;","1","0","RB Leipzig","4-2-2-2",6,2.7,"André Silva · 7&rsquor; Benjamin Henrichs · 15&rsquor; André Silva · 44&rsquor; Timo Werner · 45+2&rsquor; Dani Olmo · 83&rsquor; Yussuf Poulsen · 89&rsquor;","1","0","https://fbref.com/en/matches/90f60fcc/Schalke-04-RB-Leipzig-January-24-2023-Bundesliga","Schalke 04","Home","Michael Frey",26,"SUI","FW","28-189",79,0,1,0,0,2,0,1,0,35,0,0,1,0.2,0.2,0.4,4,1,15,21,71.4,4,22,1,2,1
"Fußball-Bundesliga","2023-01-24","Fußball-Bundesliga (Matchweek 17)","Schalke 04","4-1-4-1",1,0.7,"Soichiro Kozuki · 56&rsquor;","1","0","RB Leipzig","4-2-2-2",6,2.7,"André Silva · 7&rsquor; Benjamin Henrichs · 15&rsquor; André Silva · 44&rsquor; Timo Werner · 45+2&rsquor; Dani Olmo · 83&rsquor; Yussuf Poulsen · 89&rsquor;","1","0","https://fbref.com/en/matches/90f60fcc/Schalke-04-RB-Leipzig-January-24-2023-Bundesliga","Schalke 04","Home","Tobias Mohr",29,"GER","FW","27-153",11,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Fußball-Bundesliga","2023-01-24","Fußball-Bundesliga (Matchweek 17)","Schalke 04","4-1-4-1",1,0.7,"Soichiro Kozuki · 56&rsquor;","1","0","RB Leipzig","4-2-2-2",6,2.7,"André Silva · 7&rsquor; Benjamin Henrichs · 15&rsquor; André Silva · 44&rsquor; Timo Werner · 45+2&rsquor; Dani Olmo · 83&rsquor; Yussuf Poulsen · 89&rsquor;","1","0","https://fbref.com/en/matches/90f60fcc/Schalke-04-RB-Leipzig-January-24-2023-Bundesliga","Schalke 04","Home","Marius Bülter",11,"GER","LM","29-301",90,0,0,0,0,0,0,0,0,36,1,0,0,0,0,0.2,4,1,18,24,75,7,24,2,1,0
"Fußball-Bundesliga","2023-01-24","Fußball-Bundesliga (Matchweek 17)","Schalke 04","4-1-4-1",1,0.7,"Soichiro Kozuki · 56&rsquor;","1","0","RB Leipzig","4-2-2-2",6,2.7,"André Silva · 7&rsquor; Benjamin Henrichs · 15&rsquor; André Silva · 44&rsquor; Timo Werner · 45+2&rsquor; Dani Olmo · 83&rsquor; Yussuf Poulsen · 89&rsquor;","1","0","https://fbref.com/en/matches/90f60fcc/Schalke-04-RB-Leipzig-January-24-2023-Bundesliga","Schalke 04","Home","Jordan Larsson",7,"SWE","CM","25-218",44,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,9,11,81.8,1,9,0,0,0
"Fußball-Bundesliga","2023-01-24","Fußball-Bundesliga (Matchweek 17)","Schalke 04","4-1-4-1",1,0.7,"Soichiro Kozuki · 56&rsquor;","1","0","RB Leipzig","4-2-2-2",6,2.7,"André Silva · 7&rsquor; Benjamin Henrichs · 15&rsquor; André Silva · 44&rsquor; Timo Werner · 45+2&rsquor; Dani Olmo · 83&rsquor; Yussuf Poulsen · 89&rsquor;","1","0","https://fbref.com/en/matches/90f60fcc/Schalke-04-RB-Leipzig-January-24-2023-Bundesliga","Schalke 04","Home","Andreas Ivan",37,"ROU","CM","28-014",46,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,1,0,9,11,81.8,2,8,0,1,0
"Fußball-Bundesliga","2023-01-24","Fußball-Bundesliga (Matchweek 17)","Schalke 04","4-1-4-1",1,0.7,"Soichiro Kozuki · 56&rsquor;","1","0","RB Leipzig","4-2-2-2",6,2.7,"André Silva · 7&rsquor; Benjamin Henrichs · 15&rsquor; André Silva · 44&rsquor; Timo Werner · 45+2&rsquor; Dani Olmo · 83&rsquor; Yussuf Poulsen · 89&rsquor;","1","0","https://fbref.com/en/matches/90f60fcc/Schalke-04-RB-Leipzig-January-24-2023-Bundesliga","Schalke 04","Home","Tom Krauß",6,"GER","CM","21-216",44,0,0,0,0,0,0,0,0,19,4,0,1,0,0,0,0,0,13,14,92.9,2,5,0,0,0
"Fußball-Bundesliga","2023-01-24","Fußball-Bundesliga (Matchweek 17)","Schalke 04","4-1-4-1",1,0.7,"Soichiro Kozuki · 56&rsquor;","1","0","RB Leipzig","4-2-2-2",6,2.7,"André Silva · 7&rsquor; Benjamin Henrichs · 15&rsquor; André Silva · 44&rsquor; Timo Werner · 45+2&rsquor; Dani Olmo · 83&rsquor; Yussuf Poulsen · 89&rsquor;","1","0","https://fbref.com/en/matches/90f60fcc/Schalke-04-RB-Leipzig-January-24-2023-Bundesliga","Schalke 04","Home","Dominick Drexler",24,"GER","CM","32-243",46,0,0,0,0,0,0,0,0,22,1,1,1,0,0,0,0,0,14,16,87.5,1,12,0,1,0
"Fußball-Bundesliga","2023-01-24","Fußball-Bundesliga (Matchweek 17)","Schalke 04","4-1-4-1",1,0.7,"Soichiro Kozuki · 56&rsquor;","1","0","RB Leipzig","4-2-2-2",6,2.7,"André Silva · 7&rsquor; Benjamin Henrichs · 15&rsquor; André Silva · 44&rsquor; Timo Werner · 45+2&rsquor; Dani Olmo · 83&rsquor; Yussuf Poulsen · 89&rsquor;","1","0","https://fbref.com/en/matches/90f60fcc/Schalke-04-RB-Leipzig-January-24-2023-Bundesliga","Schalke 04","Home","Soichiro Kozuki",38,"JPN","RM","22-033",79,1,0,0,0,2,1,0,0,24,2,2,0,0.4,0.4,0,1,0,8,12,66.7,2,18,3,3,2
"Fußball-Bundesliga","2023-01-24","Fußball-Bundesliga (Matchweek 17)","Schalke 04","4-1-4-1",1,0.7,"Soichiro Kozuki · 56&rsquor;","1","0","RB Leipzig","4-2-2-2",6,2.7,"André Silva · 7&rsquor; Benjamin Henrichs · 15&rsquor; André Silva · 44&rsquor; Timo Werner · 45+2&rsquor; Dani Olmo · 83&rsquor; Yussuf Poulsen · 89&rsquor;","1","0","https://fbref.com/en/matches/90f60fcc/Schalke-04-RB-Leipzig-January-24-2023-Bundesliga","Schalke 04","Home","Simon Terodde",9,"GER","RM","34-328",11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,3,66.7,0,1,0,1,0
"Fußball-Bundesliga","2023-01-24","Fußball-Bundesliga (Matchweek 17)","Schalke 04","4-1-4-1",1,0.7,"Soichiro Kozuki · 56&rsquor;","1","0","RB Leipzig","4-2-2-2",6,2.7,"André Silva · 7&rsquor; Benjamin Henrichs · 15&rsquor; André Silva · 44&rsquor; Timo Werner · 45+2&rsquor; Dani Olmo · 83&rsquor; Yussuf Poulsen · 89&rsquor;","1","0","https://fbref.com/en/matches/90f60fcc/Schalke-04-RB-Leipzig-January-24-2023-Bundesliga","Schalke 04","Home","Danny Latza",8,"GER","DM","33-048",90,0,0,0,0,1,0,0,0,69,3,0,1,0,0,0,0,0,54,61,88.5,5,43,0,0,0
