"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","Hertha BSC","Home","Marc-Oliver Kempf",20,"GER","CB","27-023",61,0,0,0,0,0,0,0,1,47,1,2,1,0,0,0,0,0,32,38,84.2,2,21,1,0,0
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","Hertha BSC","Home","Linus Gechter",44,"GER","CB","17-358",90,0,0,0,0,0,0,0,0,48,3,1,2,0,0,0,0,0,31,35,88.6,2,22,0,0,0
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","Hertha BSC","Home","Peter Pekarík",2,"SVK","RB","35-113",90,0,0,0,0,0,0,0,0,37,1,0,3,0,0,0.1,2,0,28,31,90.3,3,12,1,0,0
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","Hertha BSC","Home","Alexander Schwolow",1,"GER","GK","29-263",90,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,23,26,88.5,0,15,0,0,0
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","RB Leipzig","Away","Christopher Nkunku",18,"FRA","FW","24-098",69,2,0,1,1,2,1,1,0,47,0,0,0,1.6,0.8,0.4,8,1,32,37,86.5,4,26,3,1,1
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","RB Leipzig","Away","André Silva",33,"POR","FW","26-106",21,0,0,0,0,1,1,0,0,8,0,0,0,0.3,0.3,0,1,1,1,3,33.3,0,4,0,0,0
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","RB Leipzig","Away","Yussuf Poulsen",9,"DEN","FW","27-250",90,1,0,0,0,1,1,0,0,27,0,0,1,0.6,0.6,0.2,6,1,14,16,87.5,1,12,0,1,1
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","RB Leipzig","Away","Benjamin Henrichs",39,"GER","LW","24-362",79,1,0,0,0,3,2,0,0,70,1,0,1,0.3,0.3,0,2,1,55,63,87.3,4,33,1,0,0
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","RB Leipzig","Away","Tyler Adams",14,"USA","LW","23-006",11,0,1,0,0,0,0,0,0,9,3,0,0,0,0,0.1,1,1,5,6,83.3,0,4,0,0,0
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","RB Leipzig","Away","Nordi Mukiele",22,"FRA","RW","24-111",90,0,0,0,0,1,0,0,0,70,3,2,1,0.1,0.1,0.1,2,0,47,60,78.3,6,29,1,0,0
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","RB Leipzig","Away","Dominik Szoboszlai",17,"HUN","CM","21-118",59,0,0,0,0,4,1,0,0,58,0,0,2,0.2,0.2,0,1,0,42,51,82.4,3,29,1,2,1
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","RB Leipzig","Away","Dani Olmo",25,"ESP","CM","23-289",31,1,2,0,0,1,1,0,0,23,0,0,0,0.1,0.1,1.4,3,3,14,15,93.3,3,13,2,4,1
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","RB Leipzig","Away","Emil Forsberg",10,"SWE","CM","30-120",59,0,0,0,0,0,0,0,0,30,0,0,1,0,0,0,1,0,23,29,79.3,2,20,2,0,0
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","RB Leipzig","Away","Konrad Laimer",27,"AUT","CM","24-269",31,0,0,0,0,0,0,0,0,28,1,0,1,0,0,0,1,1,20,23,87,0,14,1,3,0
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","RB Leipzig","Away","Amadou Haidara",8,"MLI","DM","24-020",90,1,0,0,0,1,1,1,0,104,1,1,1,0.1,0.1,0.3,3,0,84,95,88.4,10,67,1,0,0
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","RB Leipzig","Away","Joško Gvardiol",32,"CRO","CB","20-028",90,0,0,0,0,2,1,1,0,99,1,0,0,0.1,0.1,0,1,0,87,95,91.6,7,64,2,2,2
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","RB Leipzig","Away","Willi Orban",4,"HUN","CB","29-109",90,0,0,0,0,0,0,0,0,83,0,1,0,0,0,0,0,0,74,77,96.1,2,55,0,0,0
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","RB Leipzig","Away","Mohamed Simakan",2,"FRA","CB","21-293",45,0,0,0,0,1,0,0,0,43,1,0,0,0.1,0.1,0,0,0,40,41,97.6,0,21,0,0,0
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","RB Leipzig","Away","Lukas Klostermann",16,"GER","CB","25-262",45,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,0,0,24,26,92.3,2,14,0,0,0
"Fußball-Bundesliga","2022-02-20","Fußball-Bundesliga (Matchweek 23)","Hertha BSC","4-3-3",1,1,"Stevan Jovetić · 48&rsquor; Marc-Oliver Kempf · 62&rsquor;","2","1","RB Leipzig","3-1-4-2",6,3.4,"Benjamin Henrichs · 20&rsquor; Christopher Nkunku (P) · 64&rsquor; Christopher Nkunku · 67&rsquor; Dani Olmo · 74&rsquor; Amadou Haidara · 81&rsquor; Yussuf Poulsen · 88&rsquor;","3","0","https://fbref.com/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga","RB Leipzig","Away","Péter Gulácsi",1,"HUN","GK","31-290",90,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,24,27,88.9,0,14,0,0,0
