"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"Fußball-Bundesliga","2023-02-19","Fußball-Bundesliga (Matchweek 21)","Union Berlin","3-5-2",0,0.9,"","2","0","Schalke 04","4-2-3-1",0,0.4,"","1","0","https://fbref.com/en/matches/a9e38b5e/Union-Berlin-Schalke-04-February-19-2023-Bundesliga","Union Berlin","Home","Sven Michel",11,"GER","FW","32-219",57,0,0,0,0,1,0,0,0,24,2,0,0,0,0,0.1,1,0,11,20,55,1,10,1,0,0
"Fußball-Bundesliga","2023-02-19","Fußball-Bundesliga (Matchweek 21)","Union Berlin","3-5-2",0,0.9,"","2","0","Schalke 04","4-2-3-1",0,0.4,"","1","0","https://fbref.com/en/matches/a9e38b5e/Union-Berlin-Schalke-04-February-19-2023-Bundesliga","Union Berlin","Home","Sheraldo Becker",27,"SUR","FW","28-010",33,0,0,0,0,1,0,0,0,12,0,0,0,0.1,0.1,0.4,2,0,7,10,70,1,10,1,0,0
"Fußball-Bundesliga","2023-02-19","Fußball-Bundesliga (Matchweek 21)","Union Berlin","3-5-2",0,0.9,"","2","0","Schalke 04","4-2-3-1",0,0.4,"","1","0","https://fbref.com/en/matches/a9e38b5e/Union-Berlin-Schalke-04-February-19-2023-Bundesliga","Union Berlin","Home","Kevin Behrens",17,"GER","FW","32-016",65,0,0,0,0,0,0,1,0,36,0,0,1,0,0,0,1,0,19,29,65.5,3,13,2,0,0
"Fußball-Bundesliga","2023-02-19","Fußball-Bundesliga (Matchweek 21)","Union Berlin","3-5-2",0,0.9,"","2","0","Schalke 04","4-2-3-1",0,0.4,"","1","0","https://fbref.com/en/matches/a9e38b5e/Union-Berlin-Schalke-04-February-19-2023-Bundesliga","Union Berlin","Home","Jordan Pefok",45,"USA","FW","26-299",25,0,0,0,0,1,0,0,0,13,0,0,0,0.4,0.4,0.1,1,0,5,8,62.5,1,6,0,0,0
"Fußball-Bundesliga","2023-02-19","Fußball-Bundesliga (Matchweek 21)","Union Berlin","3-5-2",0,0.9,"","2","0","Schalke 04","4-2-3-1",0,0.4,"","1","0","https://fbref.com/en/matches/a9e38b5e/Union-Berlin-Schalke-04-February-19-2023-Bundesliga","Union Berlin","Home","Janik Haberer",19,"GER","CM","28-323",80,0,0,0,0,0,0,0,0,31,2,0,2,0,0,0,1,0,17,25,68,2,11,0,0,0
"Fußball-Bundesliga","2023-02-19","Fußball-Bundesliga (Matchweek 21)","Union Berlin","3-5-2",0,0.9,"","2","0","Schalke 04","4-2-3-1",0,0.4,"","1","0","https://fbref.com/en/matches/a9e38b5e/Union-Berlin-Schalke-04-February-19-2023-Bundesliga","Union Berlin","Home","Morten Thorsby",2,"NOR","CM","26-290",10,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,5,20,0,3,0,0,0
"Fußball-Bundesliga","2023-02-19","Fußball-Bundesliga (Matchweek 21)","Union Berlin","3-5-2",0,0.9,"","2","0","Schalke 04","4-2-3-1",0,0.4,"","1","0","https://fbref.com/en/matches/a9e38b5e/Union-Berlin-Schalke-04-February-19-2023-Bundesliga","Union Berlin","Home","Rani Khedira",8,"GER","CM","29-023",90,0,0,0,0,1,1,0,0,39,4,2,2,0,0,0.1,4,0,26,31,83.9,4,20,1,1,1
"Fußball-Bundesliga","2023-02-19","Fußball-Bundesliga (Matchweek 21)","Union Berlin","3-5-2",0,0.9,"","2","0","Schalke 04","4-2-3-1",0,0.4,"","1","0","https://fbref.com/en/matches/a9e38b5e/Union-Berlin-Schalke-04-February-19-2023-Bundesliga","Union Berlin","Home","Aïssa Laïdouni",20,"TUN","CM","26-068",65,0,0,0,0,0,0,0,0,42,4,0,3,0,0,0,1,0,20,27,74.1,3,29,1,4,1
"Fußball-Bundesliga","2023-02-19","Fußball-Bundesliga (Matchweek 21)","Union Berlin","3-5-2",0,0.9,"","2","0","Schalke 04","4-2-3-1",0,0.4,"","1","0","https://fbref.com/en/matches/a9e38b5e/Union-Berlin-Schalke-04-February-19-2023-Bundesliga","Union Berlin","Home","Paul Seguin",14,"GER","CM","27-327",25,0,0,0,0,1,1,0,0,19,2,0,2,0.1,0.1,0,1,0,7,11,63.6,1,8,1,2,1
"Fußball-Bundesliga","2023-02-19","Fußball-Bundesliga (Matchweek 21)","Union Berlin","3-5-2",0,0.9,"","2","0","Schalke 04","4-2-3-1",0,0.4,"","1","0","https://fbref.com/en/matches/a9e38b5e/Union-Berlin-Schalke-04-February-19-2023-Bundesliga","Union Berlin","Home","Niko Gießelmann",23,"GER","WB","31-146",80,0,0,0,0,0,0,1,0,58,1,0,0,0,0,0,2,0,35,51,68.6,5,27,0,1,0
