"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Union Berlin","Home","Kevin Behrens",17,"GER","FW","32-029",68,0,0,0,0,2,1,0,0,18,0,0,0,0.2,0.2,0.1,2,0,12,14,85.7,2,8,0,1,0
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Union Berlin","Home","Jordan Pefok",45,"USA","FW","26-312",22,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,3,4,75,0,4,0,0,0
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Union Berlin","Home","Sheraldo Becker",27,"SUR","FW","28-023",89,0,0,0,0,2,0,0,0,42,1,1,1,0.2,0.2,0.1,3,0,18,32,56.3,1,29,7,7,5
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Union Berlin","Home","Sven Michel",11,"GER","FW","32-232",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Union Berlin","Home","Janik Haberer",19,"GER","CM","28-336",68,0,0,0,0,1,1,0,0,31,1,0,2,0,0,0.1,2,0,19,26,73.1,1,18,0,2,0
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Union Berlin","Home","Paul Seguin",14,"GER","CM","27-340",22,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,6,15,40,2,12,1,1,1
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Union Berlin","Home","Rani Khedira",8,"GER","CM","29-036",90,0,0,0,0,0,0,0,0,39,2,1,1,0,0,0,0,0,27,33,81.8,2,22,0,0,0
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Union Berlin","Home","Aïssa Laïdouni",20,"TUN","CM","26-081",80,0,0,0,0,0,0,0,0,39,0,1,1,0,0,0.1,2,0,25,33,75.8,5,30,1,3,2
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Union Berlin","Home","Morten Thorsby",2,"NOR","CM","26-303",10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,100,1,4,0,0,0
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Union Berlin","Home","Josip Juranović",18,"CRO","WB","27-200",90,0,0,0,0,1,0,0,0,77,0,0,2,0.1,0.1,0,1,0,48,72,66.7,6,45,0,3,2
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Union Berlin","Home","Christopher Trimmel",28,"AUT","WB","36-008",90,0,0,0,0,1,0,0,0,85,2,2,1,0.1,0.1,0.1,3,0,55,76,72.4,8,45,1,2,1
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Union Berlin","Home","Diogo Leite",4,"POR","CB","24-040",90,0,0,0,0,0,0,0,0,103,1,0,1,0,0,0,0,0,73,91,80.2,5,75,2,0,0
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Union Berlin","Home","Robin Knoche",31,"GER","CB","30-286",90,0,0,0,0,0,0,0,0,97,0,1,0,0,0,0,0,0,79,88,89.8,6,65,1,0,0
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Union Berlin","Home","Danilho Doekhi",5,"NED","CB","24-247",90,0,0,0,0,0,0,0,0,52,1,2,1,0,0,0,0,0,38,45,84.4,5,35,2,2,2
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Union Berlin","Home","Frederik Rønnow",1,"DEN","GK","30-212",90,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,43,56,76.8,0,45,0,0,0
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Köln","Away","Steffen Tigges",21,"GER","FW","24-216",90,0,0,0,0,1,1,0,0,19,0,0,1,0,0,0,0,0,7,13,53.8,2,8,2,1,1
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Köln","Away","Florian Kainz",11,"AUT","LW","30-131",83,0,0,0,0,3,1,0,0,46,2,0,0,0.2,0.2,0.3,4,0,19,36,52.8,3,23,0,2,0
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Köln","Away","Mathias Olesen",47,"LUX","AM,LW","21-348",7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,50,1,4,0,0,0
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Köln","Away","Linton Maina",37,"GER","RW","23-254",85,0,0,0,0,1,0,0,0,35,1,0,1,0.2,0.2,0.2,2,0,20,28,71.4,8,24,3,0,0
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Köln","Away","Sargis Adamyan",23,"ARM","RW","29-285",5,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,NA,0,2,0,1,1
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Köln","Away","Dejan Ljubicic",7,"AUT","AM,LW","25-147",89,0,0,0,0,1,0,0,0,37,0,1,3,0.2,0.2,0,2,0,19,28,67.9,4,23,2,2,1
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Köln","Away","Tim Lemperle",25,"GER","LW","21-027",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Köln","Away","Ellyes Skhiri",28,"TUN","DM","27-298",90,0,0,0,0,1,0,0,0,57,1,3,1,0.1,0.1,0.1,1,0,38,42,90.5,5,26,0,2,1
"Fußball-Bundesliga","2023-03-04","Fußball-Bundesliga (Matchweek 23)","Union Berlin","3-5-2",0,0.5,"","1","0","Köln","4-2-3-1",0,0.9,"","0","0","https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga","Köln","Away","Eric Martel",6,"GER","DM","20-309",90,0,0,0,0,2,1,0,0,58,2,0,0,0.2,0.2,0,2,0,36,46,78.3,3,27,1,1,1
