"League","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Fls","Fld","Off","Crs","TklW","Int","OG","PKwon","PKcon"
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 5)","Werder Bremen","4-1-2-1-2",0,NA,"","2","0","Hannover 96","4-1-2-1-2",0,NA,"","1","0","https://fbref.com/en/matches/205ffb47/Werder-Bremen-Hannover-96-September-13-2009-Bundesliga","Werder Bremen","Home","Marko Marin",NA,"GER","FW,MF","20-184",61,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 5)","Werder Bremen","4-1-2-1-2",0,NA,"","2","0","Hannover 96","4-1-2-1-2",0,NA,"","1","0","https://fbref.com/en/matches/205ffb47/Werder-Bremen-Hannover-96-September-13-2009-Bundesliga","Werder Bremen","Home","Aaron Hunt",NA,"GER","FW,MF","23-009",29,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 5)","Werder Bremen","4-1-2-1-2",0,NA,"","2","0","Hannover 96","4-1-2-1-2",0,NA,"","1","0","https://fbref.com/en/matches/205ffb47/Werder-Bremen-Hannover-96-September-13-2009-Bundesliga","Werder Bremen","Home","Claudio Pizarro",NA,"PER","FW","30-345",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 5)","Werder Bremen","4-1-2-1-2",0,NA,"","2","0","Hannover 96","4-1-2-1-2",0,NA,"","1","0","https://fbref.com/en/matches/205ffb47/Werder-Bremen-Hannover-96-September-13-2009-Bundesliga","Werder Bremen","Home","Mesut Özil",NA,"GER","MF","20-333",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 5)","Werder Bremen","4-1-2-1-2",0,NA,"","2","0","Hannover 96","4-1-2-1-2",0,NA,"","1","0","https://fbref.com/en/matches/205ffb47/Werder-Bremen-Hannover-96-September-13-2009-Bundesliga","Werder Bremen","Home","Tim Borowski",NA,"GER","MF","29-134",90,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 5)","Werder Bremen","4-1-2-1-2",0,NA,"","2","0","Hannover 96","4-1-2-1-2",0,NA,"","1","0","https://fbref.com/en/matches/205ffb47/Werder-Bremen-Hannover-96-September-13-2009-Bundesliga","Werder Bremen","Home","Philipp Bargfrede",NA,"GER","MF","20-194",72,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 5)","Werder Bremen","4-1-2-1-2",0,NA,"","2","0","Hannover 96","4-1-2-1-2",0,NA,"","1","0","https://fbref.com/en/matches/205ffb47/Werder-Bremen-Hannover-96-September-13-2009-Bundesliga","Werder Bremen","Home","Marcelo Martins Moreno",NA,"BOL","FW","22-087",18,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 5)","Werder Bremen","4-1-2-1-2",0,NA,"","2","0","Hannover 96","4-1-2-1-2",0,NA,"","1","0","https://fbref.com/en/matches/205ffb47/Werder-Bremen-Hannover-96-September-13-2009-Bundesliga","Werder Bremen","Home","Torsten Frings",NA,"GER","MF","32-295",90,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 5)","Werder Bremen","4-1-2-1-2",0,NA,"","2","0","Hannover 96","4-1-2-1-2",0,NA,"","1","0","https://fbref.com/en/matches/205ffb47/Werder-Bremen-Hannover-96-September-13-2009-Bundesliga","Werder Bremen","Home","Sebastian Boenisch",NA,"POL","DF","22-224",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 5)","Werder Bremen","4-1-2-1-2",0,NA,"","2","0","Hannover 96","4-1-2-1-2",0,NA,"","1","0","https://fbref.com/en/matches/205ffb47/Werder-Bremen-Hannover-96-September-13-2009-Bundesliga","Werder Bremen","Home","Naldo",NA,"BRA","DF","27-003",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 5)","Werder Bremen","4-1-2-1-2",0,NA,"","2","0","Hannover 96","4-1-2-1-2",0,NA,"","1","0","https://fbref.com/en/matches/205ffb47/Werder-Bremen-Hannover-96-September-13-2009-Bundesliga","Werder Bremen","Home","Per Mertesacker",NA,"GER","DF","24-349",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 5)","Werder Bremen","4-1-2-1-2",0,NA,"","2","0","Hannover 96","4-1-2-1-2",0,NA,"","1","0","https://fbref.com/en/matches/205ffb47/Werder-Bremen-Hannover-96-September-13-2009-Bundesliga","Werder Bremen","Home","Clemens Fritz",NA,"GER","DF,MF","28-280",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 5)","Werder Bremen","4-1-2-1-2",0,NA,"","2","0","Hannover 96","4-1-2-1-2",0,NA,"","1","0","https://fbref.com/en/matches/205ffb47/Werder-Bremen-Hannover-96-September-13-2009-Bundesliga","Werder Bremen","Home","Tim Wiese",NA,"GER","GK","27-270",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 5)","Werder Bremen","4-1-2-1-2",0,NA,"","2","0","Hannover 96","4-1-2-1-2",0,NA,"","1","0","https://fbref.com/en/matches/205ffb47/Werder-Bremen-Hannover-96-September-13-2009-Bundesliga","Hannover 96","Away","Didier Ya Konan",NA,"CIV","FW,MF","25-114",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 5)","Werder Bremen","4-1-2-1-2",0,NA,"","2","0","Hannover 96","4-1-2-1-2",0,NA,"","1","0","https://fbref.com/en/matches/205ffb47/Werder-Bremen-Hannover-96-September-13-2009-Bundesliga","Hannover 96","Away","Jiří Štajner",NA,"CZE","FW,MF","33-109",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 5)","Werder Bremen","4-1-2-1-2",0,NA,"","2","0","Hannover 96","4-1-2-1-2",0,NA,"","1","0","https://fbref.com/en/matches/205ffb47/Werder-Bremen-Hannover-96-September-13-2009-Bundesliga","Hannover 96","Away","Arnold Bruggink",NA,"NED","FW,MF","32-051",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
