"League","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Fls","Fld","Off","Crs","TklW","Int","OG","PKwon","PKcon"
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Hertha BSC","Home","Theofanis Gekas",NA,"GRE","FW","29-308",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Hertha BSC","Home","Adrián Ramos",NA,"COL","FW","24-064",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Hertha BSC","Home","Raffael",NA,"BRA","FW,MF","24-364",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Hertha BSC","Home","Cícero Santos",NA,"BRA","MF","25-213",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Hertha BSC","Home","Gojko Kačar",NA,"SRB","DF,MF","23-060",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Hertha BSC","Home","Fabian Lustenberger",NA,"SUI","DF,MF","21-329",79,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Hertha BSC","Home","Pál Dárdai",NA,"HUN","MF","34-011",11,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Hertha BSC","Home","Levan Kobiashvili",NA,"GEO","DF,MF","32-260",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Hertha BSC","Home","Roman Hubník",NA,"CZE","DF","25-294",61,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Hertha BSC","Home","Rasmus Bengtsson",NA,"SWE","DF","23-274",29,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Hertha BSC","Home","Arne Friedrich",NA,"GER","DF","30-302",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Hertha BSC","Home","Łukasz Piszczek",NA,"POL","DF,MF","24-297",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Hertha BSC","Home","Jaroslav Drobný",NA,"CZE","GK","30-160",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Dortmund","Away","Lucas Barrios",NA,"PAR","FW","25-134",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Dortmund","Away","Kevin Großkreutz",NA,"GER","DF,FW","21-251",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Dortmund","Away","Jakub Błaszczykowski",NA,"POL","MF","24-103",90,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Dortmund","Away","Mohamed Zidan",NA,"EGY","FW","28-106",45,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Dortmund","Away","Tamás Hajnal",NA,"HUN","MF","29-012",45,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Dortmund","Away","Nuri Şahin",NA,"TUR","MF","21-203",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 28)","Hertha BSC","4-1-2-1-2",0,NA,"","0","0","Dortmund","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/d94edda8/Hertha-BSC-Dortmund-March-27-2010-Bundesliga","Dortmund","Away","Sebastian Kehl",NA,"GER","DF,MF","30-042",60,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
