"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"Fußball-Bundesliga","2023-08-19","Fußball-Bundesliga (Matchweek 1)","Augsburg","4-2-2-2",4,2.3,"Elvis Rexhbeçaj · 29&rsquor; Maximilian Bauer · 41&rsquor; Sven Michel (P) · 45+7&rsquor; Ruben Vargas · 76&rsquor;","1","0","Mönchengladbach","4-2-3-1",4,1.7,"Ko Itakura · 13&rsquor; Tomáš Čvančara · 27&rsquor; Nathan N'Goumou · 37&rsquor; Tomáš Čvančara (P) · 90+7&rsquor;","2","0","https://fbref.com/en/matches/aac55b7f/Augsburg-Monchengladbach-August-19-2023-Bundesliga","Augsburg","Home","Mergim Berisha",11,"GER","FW","25-100",57,0,0,0,0,3,0,0,0,17,0,0,0,0.1,0.1,0.1,4,0,9,10,90,1,11,2,0,0
"Fußball-Bundesliga","2023-08-19","Fußball-Bundesliga (Matchweek 1)","Augsburg","4-2-2-2",4,2.3,"Elvis Rexhbeçaj · 29&rsquor; Maximilian Bauer · 41&rsquor; Sven Michel (P) · 45+7&rsquor; Ruben Vargas · 76&rsquor;","1","0","Mönchengladbach","4-2-3-1",4,1.7,"Ko Itakura · 13&rsquor; Tomáš Čvančara · 27&rsquor; Nathan N'Goumou · 37&rsquor; Tomáš Čvančara (P) · 90+7&rsquor;","2","0","https://fbref.com/en/matches/aac55b7f/Augsburg-Monchengladbach-August-19-2023-Bundesliga","Augsburg","Home","Dion Drena Beljo",7,"CRO","FW","21-171",33,0,0,0,0,1,1,0,0,14,0,0,0,0,0,0,0,0,8,10,80,0,8,1,0,0
"Fußball-Bundesliga","2023-08-19","Fußball-Bundesliga (Matchweek 1)","Augsburg","4-2-2-2",4,2.3,"Elvis Rexhbeçaj · 29&rsquor; Maximilian Bauer · 41&rsquor; Sven Michel (P) · 45+7&rsquor; Ruben Vargas · 76&rsquor;","1","0","Mönchengladbach","4-2-3-1",4,1.7,"Ko Itakura · 13&rsquor; Tomáš Čvančara · 27&rsquor; Nathan N'Goumou · 37&rsquor; Tomáš Čvančara (P) · 90+7&rsquor;","2","0","https://fbref.com/en/matches/aac55b7f/Augsburg-Monchengladbach-August-19-2023-Bundesliga","Augsburg","Home","Sven Michel",20,"GER","FW","33-035",70,1,1,1,1,2,1,0,0,26,1,0,0,0.8,0,0.1,4,1,14,19,73.7,1,16,0,2,1
"Fußball-Bundesliga","2023-08-19","Fußball-Bundesliga (Matchweek 1)","Augsburg","4-2-2-2",4,2.3,"Elvis Rexhbeçaj · 29&rsquor; Maximilian Bauer · 41&rsquor; Sven Michel (P) · 45+7&rsquor; Ruben Vargas · 76&rsquor;","1","0","Mönchengladbach","4-2-3-1",4,1.7,"Ko Itakura · 13&rsquor; Tomáš Čvančara · 27&rsquor; Nathan N'Goumou · 37&rsquor; Tomáš Čvančara (P) · 90+7&rsquor;","2","0","https://fbref.com/en/matches/aac55b7f/Augsburg-Monchengladbach-August-19-2023-Bundesliga","Augsburg","Home","Phillip Tietz",21,"GER","FW","26-041",20,0,1,0,0,2,0,0,0,13,1,0,1,0.1,0.1,0.1,2,1,3,6,50,2,9,2,1,0
"Fußball-Bundesliga","2023-08-19","Fußball-Bundesliga (Matchweek 1)","Augsburg","4-2-2-2",4,2.3,"Elvis Rexhbeçaj · 29&rsquor; Maximilian Bauer · 41&rsquor; Sven Michel (P) · 45+7&rsquor; Ruben Vargas · 76&rsquor;","1","0","Mönchengladbach","4-2-3-1",4,1.7,"Ko Itakura · 13&rsquor; Tomáš Čvančara · 27&rsquor; Nathan N'Goumou · 37&rsquor; Tomáš Čvančara (P) · 90+7&rsquor;","2","0","https://fbref.com/en/matches/aac55b7f/Augsburg-Monchengladbach-August-19-2023-Bundesliga","Augsburg","Home","Ermedin Demirović",9,"BIH","AM","25-147",70,0,1,0,0,2,1,0,0,27,0,0,0,0.1,0.1,0.9,5,1,13,19,68.4,1,20,0,2,0
"Fußball-Bundesliga","2023-08-19","Fußball-Bundesliga (Matchweek 1)","Augsburg","4-2-2-2",4,2.3,"Elvis Rexhbeçaj · 29&rsquor; Maximilian Bauer · 41&rsquor; Sven Michel (P) · 45+7&rsquor; Ruben Vargas · 76&rsquor;","1","0","Mönchengladbach","4-2-3-1",4,1.7,"Ko Itakura · 13&rsquor; Tomáš Čvančara · 27&rsquor; Nathan N'Goumou · 37&rsquor; Tomáš Čvančara (P) · 90+7&rsquor;","2","0","https://fbref.com/en/matches/aac55b7f/Augsburg-Monchengladbach-August-19-2023-Bundesliga","Augsburg","Home","Fredrik Jensen",24,"FIN","AM","25-344",20,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1,0,4,5,80,1,6,1,0,0
"Fußball-Bundesliga","2023-08-19","Fußball-Bundesliga (Matchweek 1)","Augsburg","4-2-2-2",4,2.3,"Elvis Rexhbeçaj · 29&rsquor; Maximilian Bauer · 41&rsquor; Sven Michel (P) · 45+7&rsquor; Ruben Vargas · 76&rsquor;","1","0","Mönchengladbach","4-2-3-1",4,1.7,"Ko Itakura · 13&rsquor; Tomáš Čvančara · 27&rsquor; Nathan N'Goumou · 37&rsquor; Tomáš Čvančara (P) · 90+7&rsquor;","2","0","https://fbref.com/en/matches/aac55b7f/Augsburg-Monchengladbach-August-19-2023-Bundesliga","Augsburg","Home","Ruben Vargas",16,"SUI","AM","25-014",90,1,0,0,0,3,1,0,0,49,0,0,2,0.2,0.2,0.1,4,0,26,37,70.3,6,33,2,2,1
"Fußball-Bundesliga","2023-08-19","Fußball-Bundesliga (Matchweek 1)","Augsburg","4-2-2-2",4,2.3,"Elvis Rexhbeçaj · 29&rsquor; Maximilian Bauer · 41&rsquor; Sven Michel (P) · 45+7&rsquor; Ruben Vargas · 76&rsquor;","1","0","Mönchengladbach","4-2-3-1",4,1.7,"Ko Itakura · 13&rsquor; Tomáš Čvančara · 27&rsquor; Nathan N'Goumou · 37&rsquor; Tomáš Čvančara (P) · 90+7&rsquor;","2","0","https://fbref.com/en/matches/aac55b7f/Augsburg-Monchengladbach-August-19-2023-Bundesliga","Augsburg","Home","Niklas Dorsch",30,"GER","DM","25-216",89,0,0,0,0,1,0,1,0,76,2,1,1,0,0,0,2,1,63,70,90,4,57,1,0,0
"Fußball-Bundesliga","2023-08-19","Fußball-Bundesliga (Matchweek 1)","Augsburg","4-2-2-2",4,2.3,"Elvis Rexhbeçaj · 29&rsquor; Maximilian Bauer · 41&rsquor; Sven Michel (P) · 45+7&rsquor; Ruben Vargas · 76&rsquor;","1","0","Mönchengladbach","4-2-3-1",4,1.7,"Ko Itakura · 13&rsquor; Tomáš Čvančara · 27&rsquor; Nathan N'Goumou · 37&rsquor; Tomáš Čvančara (P) · 90+7&rsquor;","2","0","https://fbref.com/en/matches/aac55b7f/Augsburg-Monchengladbach-August-19-2023-Bundesliga","Augsburg","Home","Tim Breithaupt",18,"GER","DM","21-193",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Fußball-Bundesliga","2023-08-19","Fußball-Bundesliga (Matchweek 1)","Augsburg","4-2-2-2",4,2.3,"Elvis Rexhbeçaj · 29&rsquor; Maximilian Bauer · 41&rsquor; Sven Michel (P) · 45+7&rsquor; Ruben Vargas · 76&rsquor;","1","0","Mönchengladbach","4-2-3-1",4,1.7,"Ko Itakura · 13&rsquor; Tomáš Čvančara · 27&rsquor; Nathan N'Goumou · 37&rsquor; Tomáš Čvančara (P) · 90+7&rsquor;","2","0","https://fbref.com/en/matches/aac55b7f/Augsburg-Monchengladbach-August-19-2023-Bundesliga","Augsburg","Home","Elvis Rexhbeçaj",8,"GER","DM","25-291",90,1,0,0,0,2,1,0,0,58,3,1,2,0.1,0.1,0.1,2,0,41,46,89.1,9,41,1,0,0
"Fußball-Bundesliga","2023-08-19","Fußball-Bundesliga (Matchweek 1)","Augsburg","4-2-2-2",4,2.3,"Elvis Rexhbeçaj · 29&rsquor; Maximilian Bauer · 41&rsquor; Sven Michel (P) · 45+7&rsquor; Ruben Vargas · 76&rsquor;","1","0","Mönchengladbach","4-2-3-1",4,1.7,"Ko Itakura · 13&rsquor; Tomáš Čvančara · 27&rsquor; Nathan N'Goumou · 37&rsquor; Tomáš Čvančara (P) · 90+7&rsquor;","2","0","https://fbref.com/en/matches/aac55b7f/Augsburg-Monchengladbach-August-19-2023-Bundesliga","Augsburg","Home","Mads Pedersen",3,"DEN","LB","26-352",90,0,0,0,0,1,0,0,0,52,2,3,0,0,0,0,3,0,33,42,78.6,3,29,1,0,0
"Fußball-Bundesliga","2023-08-19","Fußball-Bundesliga (Matchweek 1)","Augsburg","4-2-2-2",4,2.3,"Elvis Rexhbeçaj · 29&rsquor; Maximilian Bauer · 41&rsquor; Sven Michel (P) · 45+7&rsquor; Ruben Vargas · 76&rsquor;","1","0","Mönchengladbach","4-2-3-1",4,1.7,"Ko Itakura · 13&rsquor; Tomáš Čvančara · 27&rsquor; Nathan N'Goumou · 37&rsquor; Tomáš Čvančara (P) · 90+7&rsquor;","2","0","https://fbref.com/en/matches/aac55b7f/Augsburg-Monchengladbach-August-19-2023-Bundesliga","Augsburg","Home","Ohis Felix Uduokhai",19,"GER","CB","25-344",90,0,0,0,0,1,0,0,0,89,1,1,0,0.1,0.1,0,0,0,73,85,85.9,8,72,5,0,0
"Fußball-Bundesliga","2023-08-19","Fußball-Bundesliga (Matchweek 1)","Augsburg","4-2-2-2",4,2.3,"Elvis Rexhbeçaj · 29&rsquor; Maximilian Bauer · 41&rsquor; Sven Michel (P) · 45+7&rsquor; Ruben Vargas · 76&rsquor;","1","0","Mönchengladbach","4-2-3-1",4,1.7,"Ko Itakura · 13&rsquor; Tomáš Čvančara · 27&rsquor; Nathan N'Goumou · 37&rsquor; Tomáš Čvančara (P) · 90+7&rsquor;","2","0","https://fbref.com/en/matches/aac55b7f/Augsburg-Monchengladbach-August-19-2023-Bundesliga","Augsburg","Home","Maximilian Bauer",23,"GER","CB","23-191",90,1,0,0,0,1,1,0,0,81,1,5,0,0.8,0.8,0,1,0,62,70,88.6,6,61,0,0,0
"Fußball-Bundesliga","2023-08-19","Fußball-Bundesliga (Matchweek 1)","Augsburg","4-2-2-2",4,2.3,"Elvis Rexhbeçaj · 29&rsquor; Maximilian Bauer · 41&rsquor; Sven Michel (P) · 45+7&rsquor; Ruben Vargas · 76&rsquor;","1","0","Mönchengladbach","4-2-3-1",4,1.7,"Ko Itakura · 13&rsquor; Tomáš Čvančara · 27&rsquor; Nathan N'Goumou · 37&rsquor; Tomáš Čvančara (P) · 90+7&rsquor;","2","0","https://fbref.com/en/matches/aac55b7f/Augsburg-Monchengladbach-August-19-2023-Bundesliga","Augsburg","Home","Arne Engels",27,"BEL","RB","19-345",90,0,0,0,0,0,0,0,0,57,0,1,0,0,0,0.1,8,3,33,55,60,2,36,1,0,0
"Fußball-Bundesliga","2023-08-19","Fußball-Bundesliga (Matchweek 1)","Augsburg","4-2-2-2",4,2.3,"Elvis Rexhbeçaj · 29&rsquor; Maximilian Bauer · 41&rsquor; Sven Michel (P) · 45+7&rsquor; Ruben Vargas · 76&rsquor;","1","0","Mönchengladbach","4-2-3-1",4,1.7,"Ko Itakura · 13&rsquor; Tomáš Čvančara · 27&rsquor; Nathan N'Goumou · 37&rsquor; Tomáš Čvančara (P) · 90+7&rsquor;","2","0","https://fbref.com/en/matches/aac55b7f/Augsburg-Monchengladbach-August-19-2023-Bundesliga","Augsburg","Home","Finn Dahmen",1,"GER","GK","25-145",90,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,41,48,85.4,0,34,0,0,0
"Fußball-Bundesliga","2023-08-19","Fußball-Bundesliga (Matchweek 1)","Augsburg","4-2-2-2",4,2.3,"Elvis Rexhbeçaj · 29&rsquor; Maximilian Bauer · 41&rsquor; Sven Michel (P) · 45+7&rsquor; Ruben Vargas · 76&rsquor;","1","0","Mönchengladbach","4-2-3-1",4,1.7,"Ko Itakura · 13&rsquor; Tomáš Čvančara · 27&rsquor; Nathan N'Goumou · 37&rsquor; Tomáš Čvančara (P) · 90+7&rsquor;","2","0","https://fbref.com/en/matches/aac55b7f/Augsburg-Monchengladbach-August-19-2023-Bundesliga","Mönchengladbach","Away","Tomáš Čvančara",31,"CZE","FW","23-006",90,2,0,1,1,3,1,1,0,33,0,0,1,1.1,0.3,0,2,0,15,19,78.9,2,16,1,3,1
"Fußball-Bundesliga","2023-08-19","Fußball-Bundesliga (Matchweek 1)","Augsburg","4-2-2-2",4,2.3,"Elvis Rexhbeçaj · 29&rsquor; Maximilian Bauer · 41&rsquor; Sven Michel (P) · 45+7&rsquor; Ruben Vargas · 76&rsquor;","1","0","Mönchengladbach","4-2-3-1",4,1.7,"Ko Itakura · 13&rsquor; Tomáš Čvančara · 27&rsquor; Nathan N'Goumou · 37&rsquor; Tomáš Čvančara (P) · 90+7&rsquor;","2","0","https://fbref.com/en/matches/aac55b7f/Augsburg-Monchengladbach-August-19-2023-Bundesliga","Mönchengladbach","Away","Nathan N'Goumou",19,"FRA","LW","23-158",85,1,0,0,0,2,1,0,0,33,2,1,5,0.5,0.5,0,1,0,14,19,73.7,1,19,3,5,3
