"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"Fußball-Bundesliga","2022-11-08","Fußball-Bundesliga (Matchweek 14)","Bayern Munich","4-2-3-1",6,4.4,"Jamal Musiala · 6&rsquor; Serge Gnabry · 22&rsquor; Leon Goretzka · 26&rsquor; Serge Gnabry · 28&rsquor; Serge Gnabry · 82&rsquor; Mathys Tel · 84&rsquor;","0","0","Werder Bremen","3-1-4-2",1,1.3,"Anthony Jung · 10&rsquor;","0","0","https://fbref.com/en/matches/d9a12455/Bayern-Munich-Werder-Bremen-November-8-2022-Bundesliga","Bayern Munich","Home","Eric Maxim Choupo-Moting",13,"CMR","FW","33-230",56,0,0,0,1,1,0,0,0,21,1,0,0,0.8,0.1,0.3,5,1,13,18,72.2,6,9,0,1,1
"Fußball-Bundesliga","2022-11-08","Fußball-Bundesliga (Matchweek 14)","Bayern Munich","4-2-3-1",6,4.4,"Jamal Musiala · 6&rsquor; Serge Gnabry · 22&rsquor; Leon Goretzka · 26&rsquor; Serge Gnabry · 28&rsquor; Serge Gnabry · 82&rsquor; Mathys Tel · 84&rsquor;","0","0","Werder Bremen","3-1-4-2",1,1.3,"Anthony Jung · 10&rsquor;","0","0","https://fbref.com/en/matches/d9a12455/Bayern-Munich-Werder-Bremen-November-8-2022-Bundesliga","Bayern Munich","Home","Kingsley Coman",11,"FRA","LW,FW","26-148",34,0,0,0,0,1,1,0,0,9,0,0,0,0.1,0.1,0,1,0,5,7,71.4,0,5,1,1,1
"Fußball-Bundesliga","2022-11-08","Fußball-Bundesliga (Matchweek 14)","Bayern Munich","4-2-3-1",6,4.4,"Jamal Musiala · 6&rsquor; Serge Gnabry · 22&rsquor; Leon Goretzka · 26&rsquor; Serge Gnabry · 28&rsquor; Serge Gnabry · 82&rsquor; Mathys Tel · 84&rsquor;","0","0","Werder Bremen","3-1-4-2",1,1.3,"Anthony Jung · 10&rsquor;","0","0","https://fbref.com/en/matches/d9a12455/Bayern-Munich-Werder-Bremen-November-8-2022-Bundesliga","Bayern Munich","Home","Sadio Mané",17,"SEN","LW","30-212",19,0,0,0,0,2,0,0,0,9,0,0,0,0.2,0.2,0,2,1,5,5,100,0,8,0,0,0
"Fußball-Bundesliga","2022-11-08","Fußball-Bundesliga (Matchweek 14)","Bayern Munich","4-2-3-1",6,4.4,"Jamal Musiala · 6&rsquor; Serge Gnabry · 22&rsquor; Leon Goretzka · 26&rsquor; Serge Gnabry · 28&rsquor; Serge Gnabry · 82&rsquor; Mathys Tel · 84&rsquor;","0","0","Werder Bremen","3-1-4-2",1,1.3,"Anthony Jung · 10&rsquor;","0","0","https://fbref.com/en/matches/d9a12455/Bayern-Munich-Werder-Bremen-November-8-2022-Bundesliga","Bayern Munich","Home","Leroy Sané",10,"GER","RW,AM","26-301",71,0,1,0,0,1,0,0,0,50,0,0,1,0.3,0.3,0.5,4,1,36,42,85.7,4,26,2,2,0
"Fußball-Bundesliga","2022-11-08","Fußball-Bundesliga (Matchweek 14)","Bayern Munich","4-2-3-1",6,4.4,"Jamal Musiala · 6&rsquor; Serge Gnabry · 22&rsquor; Leon Goretzka · 26&rsquor; Serge Gnabry · 28&rsquor; Serge Gnabry · 82&rsquor; Mathys Tel · 84&rsquor;","0","0","Werder Bremen","3-1-4-2",1,1.3,"Anthony Jung · 10&rsquor;","0","0","https://fbref.com/en/matches/d9a12455/Bayern-Munich-Werder-Bremen-November-8-2022-Bundesliga","Bayern Munich","Home","Serge Gnabry",7,"GER","LW,RW,FW","27-117",90,3,0,0,0,5,4,0,0,57,2,0,1,1.2,1.2,0.1,6,2,34,41,82.9,1,26,1,6,2
"Fußball-Bundesliga","2022-11-08","Fußball-Bundesliga (Matchweek 14)","Bayern Munich","4-2-3-1",6,4.4,"Jamal Musiala · 6&rsquor; Serge Gnabry · 22&rsquor; Leon Goretzka · 26&rsquor; Serge Gnabry · 28&rsquor; Serge Gnabry · 82&rsquor; Mathys Tel · 84&rsquor;","0","0","Werder Bremen","3-1-4-2",1,1.3,"Anthony Jung · 10&rsquor;","0","0","https://fbref.com/en/matches/d9a12455/Bayern-Munich-Werder-Bremen-November-8-2022-Bundesliga","Bayern Munich","Home","Jamal Musiala",42,"GER","AM","19-255",70,1,0,0,0,1,1,0,0,38,1,0,2,0.3,0.3,0.1,2,0,26,28,92.9,2,21,2,4,1
"Fußball-Bundesliga","2022-11-08","Fußball-Bundesliga (Matchweek 14)","Bayern Munich","4-2-3-1",6,4.4,"Jamal Musiala · 6&rsquor; Serge Gnabry · 22&rsquor; Leon Goretzka · 26&rsquor; Serge Gnabry · 28&rsquor; Serge Gnabry · 82&rsquor; Mathys Tel · 84&rsquor;","0","0","Werder Bremen","3-1-4-2",1,1.3,"Anthony Jung · 10&rsquor;","0","0","https://fbref.com/en/matches/d9a12455/Bayern-Munich-Werder-Bremen-November-8-2022-Bundesliga","Bayern Munich","Home","Mathys Tel",39,"FRA","RW","17-195",20,1,0,0,0,3,1,0,0,18,0,0,1,0.2,0.2,0,1,0,9,10,90,1,12,1,3,2
"Fußball-Bundesliga","2022-11-08","Fußball-Bundesliga (Matchweek 14)","Bayern Munich","4-2-3-1",6,4.4,"Jamal Musiala · 6&rsquor; Serge Gnabry · 22&rsquor; Leon Goretzka · 26&rsquor; Serge Gnabry · 28&rsquor; Serge Gnabry · 82&rsquor; Mathys Tel · 84&rsquor;","0","0","Werder Bremen","3-1-4-2",1,1.3,"Anthony Jung · 10&rsquor;","0","0","https://fbref.com/en/matches/d9a12455/Bayern-Munich-Werder-Bremen-November-8-2022-Bundesliga","Bayern Munich","Home","Leon Goretzka",8,"GER","DM","27-275",70,1,0,0,0,4,2,0,0,45,1,0,1,1.2,1.2,0,2,2,22,33,66.7,1,15,1,3,2
"Fußball-Bundesliga","2022-11-08","Fußball-Bundesliga (Matchweek 14)","Bayern Munich","4-2-3-1",6,4.4,"Jamal Musiala · 6&rsquor; Serge Gnabry · 22&rsquor; Leon Goretzka · 26&rsquor; Serge Gnabry · 28&rsquor; Serge Gnabry · 82&rsquor; Mathys Tel · 84&rsquor;","0","0","Werder Bremen","3-1-4-2",1,1.3,"Anthony Jung · 10&rsquor;","0","0","https://fbref.com/en/matches/d9a12455/Bayern-Munich-Werder-Bremen-November-8-2022-Bundesliga","Bayern Munich","Home","Ryan Gravenberch",38,"NED","DM","20-176",20,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,0,6,7,85.7,0,6,0,1,0
"Fußball-Bundesliga","2022-11-08","Fußball-Bundesliga (Matchweek 14)","Bayern Munich","4-2-3-1",6,4.4,"Jamal Musiala · 6&rsquor; Serge Gnabry · 22&rsquor; Leon Goretzka · 26&rsquor; Serge Gnabry · 28&rsquor; Serge Gnabry · 82&rsquor; Mathys Tel · 84&rsquor;","0","0","Werder Bremen","3-1-4-2",1,1.3,"Anthony Jung · 10&rsquor;","0","0","https://fbref.com/en/matches/d9a12455/Bayern-Munich-Werder-Bremen-November-8-2022-Bundesliga","Bayern Munich","Home","Joshua Kimmich",6,"GER","DM","27-273",90,0,1,0,0,0,0,0,0,96,4,1,0,0,0,1.2,7,1,74,86,86,6,46,2,1,1
