"League","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Fls","Fld","Off","Crs","TklW","Int","OG","PKwon","PKcon"
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 21)","Dortmund","4-2-3-1",0,NA,"","2","0","Schalke 04","4-4-2",0,NA,"","3","0","https://fbref.com/en/matches/d66ea9cc/Revierderby-Dortmund-Schalke-04-February-4-2011-Bundesliga","Dortmund","Home","Lucas Barrios",NA,"PAR","FW","26-083",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 21)","Dortmund","4-2-3-1",0,NA,"","2","0","Schalke 04","4-4-2",0,NA,"","3","0","https://fbref.com/en/matches/d66ea9cc/Revierderby-Dortmund-Schalke-04-February-4-2011-Bundesliga","Dortmund","Home","Kevin Großkreutz",NA,"GER","DF,FW","22-200",72,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 21)","Dortmund","4-2-3-1",0,NA,"","2","0","Schalke 04","4-4-2",0,NA,"","3","0","https://fbref.com/en/matches/d66ea9cc/Revierderby-Dortmund-Schalke-04-February-4-2011-Bundesliga","Dortmund","Home","Robert Lewandowski",NA,"POL","FW","22-167",18,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 21)","Dortmund","4-2-3-1",0,NA,"","2","0","Schalke 04","4-4-2",0,NA,"","3","0","https://fbref.com/en/matches/d66ea9cc/Revierderby-Dortmund-Schalke-04-February-4-2011-Bundesliga","Dortmund","Home","Jakub Błaszczykowski",NA,"POL","MF","25-052",88,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 21)","Dortmund","4-2-3-1",0,NA,"","2","0","Schalke 04","4-4-2",0,NA,"","3","0","https://fbref.com/en/matches/d66ea9cc/Revierderby-Dortmund-Schalke-04-February-4-2011-Bundesliga","Dortmund","Home","Mohamed Zidan",NA,"EGY","FW","29-055",2,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 21)","Dortmund","4-2-3-1",0,NA,"","2","0","Schalke 04","4-4-2",0,NA,"","3","0","https://fbref.com/en/matches/d66ea9cc/Revierderby-Dortmund-Schalke-04-February-4-2011-Bundesliga","Dortmund","Home","Mario Götze",NA,"GER","FW,MF","18-246",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 21)","Dortmund","4-2-3-1",0,NA,"","2","0","Schalke 04","4-4-2",0,NA,"","3","0","https://fbref.com/en/matches/d66ea9cc/Revierderby-Dortmund-Schalke-04-February-4-2011-Bundesliga","Dortmund","Home","Nuri Şahin",NA,"TUR","MF","22-152",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 21)","Dortmund","4-2-3-1",0,NA,"","2","0","Schalke 04","4-4-2",0,NA,"","3","0","https://fbref.com/en/matches/d66ea9cc/Revierderby-Dortmund-Schalke-04-February-4-2011-Bundesliga","Dortmund","Home","Sven Bender",NA,"GER","DF,MF","21-283",90,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 21)","Dortmund","4-2-3-1",0,NA,"","2","0","Schalke 04","4-4-2",0,NA,"","3","0","https://fbref.com/en/matches/d66ea9cc/Revierderby-Dortmund-Schalke-04-February-4-2011-Bundesliga","Dortmund","Home","Marcel Schmelzer",NA,"GER","DF","23-013",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 21)","Dortmund","4-2-3-1",0,NA,"","2","0","Schalke 04","4-4-2",0,NA,"","3","0","https://fbref.com/en/matches/d66ea9cc/Revierderby-Dortmund-Schalke-04-February-4-2011-Bundesliga","Dortmund","Home","Mats Hummels",NA,"GER","DF","22-050",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
