"League","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Fls","Fld","Off","Crs","TklW","Int","OG","PKwon","PKcon"
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Nürnberg","4-2-3-1",0,NA,"","1","0","Hoffenheim","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/aee45b8e/Nurnberg-Hoffenheim-March-20-2010-Bundesliga","Nürnberg","Home","Eric Maxim Choupo-Moting",NA,"CMR","FW,MF","20-362",83,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Nürnberg","4-2-3-1",0,NA,"","1","0","Hoffenheim","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/aee45b8e/Nurnberg-Hoffenheim-March-20-2010-Bundesliga","Nürnberg","Home","Isaac Boakye",NA,"GHA","FW","28-114",7,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Nürnberg","4-2-3-1",0,NA,"","1","0","Hoffenheim","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/aee45b8e/Nurnberg-Hoffenheim-March-20-2010-Bundesliga","Nürnberg","Home","Mike Frantz",NA,"GER","FW,MF","23-157",75,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Nürnberg","4-2-3-1",0,NA,"","1","0","Hoffenheim","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/aee45b8e/Nurnberg-Hoffenheim-March-20-2010-Bundesliga","Nürnberg","Home","Angelos Charisteas",NA,"GRE","FW","30-039",15,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Nürnberg","4-2-3-1",0,NA,"","1","0","Hoffenheim","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/aee45b8e/Nurnberg-Hoffenheim-March-20-2010-Bundesliga","Nürnberg","Home","Marcel Risse",NA,"GER","DF,FW","20-093",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Nürnberg","4-2-3-1",0,NA,"","1","0","Hoffenheim","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/aee45b8e/Nurnberg-Hoffenheim-March-20-2010-Bundesliga","Nürnberg","Home","İlkay Gündoğan",NA,"GER","MF","19-147",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Nürnberg","4-2-3-1",0,NA,"","1","0","Hoffenheim","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/aee45b8e/Nurnberg-Hoffenheim-March-20-2010-Bundesliga","Nürnberg","Home","Mickaël Tavares",NA,"SEN","MF","27-146",45,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Nürnberg","4-2-3-1",0,NA,"","1","0","Hoffenheim","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/aee45b8e/Nurnberg-Hoffenheim-March-20-2010-Bundesliga","Nürnberg","Home","Marek Mintál",NA,"SVK","FW,MF","32-199",45,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Nürnberg","4-2-3-1",0,NA,"","1","0","Hoffenheim","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/aee45b8e/Nurnberg-Hoffenheim-March-20-2010-Bundesliga","Nürnberg","Home","Andreas Ottl",NA,"GER","MF","25-019",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Nürnberg","4-2-3-1",0,NA,"","1","0","Hoffenheim","4-4-2",0,NA,"","2","0","https://fbref.com/en/matches/aee45b8e/Nurnberg-Hoffenheim-March-20-2010-Bundesliga","Nürnberg","Home","Javier Pinola",NA,"ARG","DF","27-024",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
