"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"Fußball-Bundesliga","2021-12-04","Fußball-Bundesliga (Matchweek 14)","Bayer Leverkusen","4-2-3-1",7,2.8,"Amine Adli · 12&rsquor; Edmond Tapsoba · 17&rsquor; Piero Hincapié · 45&rsquor; Patrik Schick · 49&rsquor; Patrik Schick · 69&rsquor; Patrik Schick · 74&rsquor; Patrik Schick · 76&rsquor;","0","0","Greuther Fürth","4-4-1-1",1,0.3,"Jeremy Dudziak · 33&rsquor;","1","0","https://fbref.com/en/matches/24814b00/Bayer-Leverkusen-Greuther-Furth-December-4-2021-Bundesliga","Bayer Leverkusen","Home","Patrik Schick",14,"CZE","FW","25-314",80,4,1,0,0,4,4,0,0,16,0,0,0,2,2,0.2,1,1,7,7,100,1,9,0,1,0
"Fußball-Bundesliga","2021-12-04","Fußball-Bundesliga (Matchweek 14)","Bayer Leverkusen","4-2-3-1",7,2.8,"Amine Adli · 12&rsquor; Edmond Tapsoba · 17&rsquor; Piero Hincapié · 45&rsquor; Patrik Schick · 49&rsquor; Patrik Schick · 69&rsquor; Patrik Schick · 74&rsquor; Patrik Schick · 76&rsquor;","0","0","Greuther Fürth","4-4-1-1",1,0.3,"Jeremy Dudziak · 33&rsquor;","1","0","https://fbref.com/en/matches/24814b00/Bayer-Leverkusen-Greuther-Furth-December-4-2021-Bundesliga","Bayer Leverkusen","Home","Lucas Alario",13,"ARG","FW","29-057",10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.2,2,0,3,3,100,1,3,1,2,2
"Fußball-Bundesliga","2021-12-04","Fußball-Bundesliga (Matchweek 14)","Bayer Leverkusen","4-2-3-1",7,2.8,"Amine Adli · 12&rsquor; Edmond Tapsoba · 17&rsquor; Piero Hincapié · 45&rsquor; Patrik Schick · 49&rsquor; Patrik Schick · 69&rsquor; Patrik Schick · 74&rsquor; Patrik Schick · 76&rsquor;","0","0","Greuther Fürth","4-4-1-1",1,0.3,"Jeremy Dudziak · 33&rsquor;","1","0","https://fbref.com/en/matches/24814b00/Bayer-Leverkusen-Greuther-Furth-December-4-2021-Bundesliga","Bayer Leverkusen","Home","Amine Adli",31,"MAR","LW","21-208",61,1,1,0,0,3,2,0,0,45,3,0,4,0.4,0.4,0.4,2,1,21,29,72.4,5,25,2,4,4
"Fußball-Bundesliga","2021-12-04","Fußball-Bundesliga (Matchweek 14)","Bayer Leverkusen","4-2-3-1",7,2.8,"Amine Adli · 12&rsquor; Edmond Tapsoba · 17&rsquor; Piero Hincapié · 45&rsquor; Patrik Schick · 49&rsquor; Patrik Schick · 69&rsquor; Patrik Schick · 74&rsquor; Patrik Schick · 76&rsquor;","0","0","Greuther Fürth","4-4-1-1",1,0.3,"Jeremy Dudziak · 33&rsquor;","1","0","https://fbref.com/en/matches/24814b00/Bayer-Leverkusen-Greuther-Furth-December-4-2021-Bundesliga","Bayer Leverkusen","Home","Karim Bellarabi",38,"GER","RW","31-240",29,0,0,0,0,1,0,0,0,19,0,0,0,0.1,0.1,0,1,1,14,16,87.5,0,13,0,1,1
"Fußball-Bundesliga","2021-12-04","Fußball-Bundesliga (Matchweek 14)","Bayer Leverkusen","4-2-3-1",7,2.8,"Amine Adli · 12&rsquor; Edmond Tapsoba · 17&rsquor; Piero Hincapié · 45&rsquor; Patrik Schick · 49&rsquor; Patrik Schick · 69&rsquor; Patrik Schick · 74&rsquor; Patrik Schick · 76&rsquor;","0","0","Greuther Fürth","4-4-1-1",1,0.3,"Jeremy Dudziak · 33&rsquor;","1","0","https://fbref.com/en/matches/24814b00/Bayer-Leverkusen-Greuther-Furth-December-4-2021-Bundesliga","Bayer Leverkusen","Home","Moussa Diaby",19,"FRA","RW,LW","22-150",90,0,2,0,0,1,0,0,0,41,0,0,1,0,0,0.7,5,3,17,34,50,2,36,5,3,2
"Fußball-Bundesliga","2021-12-04","Fußball-Bundesliga (Matchweek 14)","Bayer Leverkusen","4-2-3-1",7,2.8,"Amine Adli · 12&rsquor; Edmond Tapsoba · 17&rsquor; Piero Hincapié · 45&rsquor; Patrik Schick · 49&rsquor; Patrik Schick · 69&rsquor; Patrik Schick · 74&rsquor; Patrik Schick · 76&rsquor;","0","0","Greuther Fürth","4-4-1-1",1,0.3,"Jeremy Dudziak · 33&rsquor;","1","0","https://fbref.com/en/matches/24814b00/Bayer-Leverkusen-Greuther-Furth-December-4-2021-Bundesliga","Bayer Leverkusen","Home","Florian Wirtz",27,"GER","AM","18-215",90,0,2,0,0,0,0,0,0,50,3,1,0,0,0,0.6,9,5,29,41,70.7,6,29,2,6,3
"Fußball-Bundesliga","2021-12-04","Fußball-Bundesliga (Matchweek 14)","Bayer Leverkusen","4-2-3-1",7,2.8,"Amine Adli · 12&rsquor; Edmond Tapsoba · 17&rsquor; Piero Hincapié · 45&rsquor; Patrik Schick · 49&rsquor; Patrik Schick · 69&rsquor; Patrik Schick · 74&rsquor; Patrik Schick · 76&rsquor;","0","0","Greuther Fürth","4-4-1-1",1,0.3,"Jeremy Dudziak · 33&rsquor;","1","0","https://fbref.com/en/matches/24814b00/Bayer-Leverkusen-Greuther-Furth-December-4-2021-Bundesliga","Bayer Leverkusen","Home","Robert Andrich",8,"GER","DM","27-073",61,0,0,0,0,0,0,0,0,43,0,0,1,0,0,0,0,0,32,39,82.1,2,22,1,0,0
"Fußball-Bundesliga","2021-12-04","Fußball-Bundesliga (Matchweek 14)","Bayer Leverkusen","4-2-3-1",7,2.8,"Amine Adli · 12&rsquor; Edmond Tapsoba · 17&rsquor; Piero Hincapié · 45&rsquor; Patrik Schick · 49&rsquor; Patrik Schick · 69&rsquor; Patrik Schick · 74&rsquor; Patrik Schick · 76&rsquor;","0","0","Greuther Fürth","4-4-1-1",1,0.3,"Jeremy Dudziak · 33&rsquor;","1","0","https://fbref.com/en/matches/24814b00/Bayer-Leverkusen-Greuther-Furth-December-4-2021-Bundesliga","Bayer Leverkusen","Home","Kerem Demirbay",10,"GER","DM","28-154",29,0,0,0,0,1,0,0,0,29,1,0,0,0.2,0.2,0,0,0,21,24,87.5,6,20,0,0,0
"Fußball-Bundesliga","2021-12-04","Fußball-Bundesliga (Matchweek 14)","Bayer Leverkusen","4-2-3-1",7,2.8,"Amine Adli · 12&rsquor; Edmond Tapsoba · 17&rsquor; Piero Hincapié · 45&rsquor; Patrik Schick · 49&rsquor; Patrik Schick · 69&rsquor; Patrik Schick · 74&rsquor; Patrik Schick · 76&rsquor;","0","0","Greuther Fürth","4-4-1-1",1,0.3,"Jeremy Dudziak · 33&rsquor;","1","0","https://fbref.com/en/matches/24814b00/Bayer-Leverkusen-Greuther-Furth-December-4-2021-Bundesliga","Bayer Leverkusen","Home","Exequiel Palacios",25,"ARG","DM","23-060",61,0,0,0,0,0,0,0,0,60,2,2,2,0,0,0,1,1,40,49,81.6,4,44,0,2,1
"Fußball-Bundesliga","2021-12-04","Fußball-Bundesliga (Matchweek 14)","Bayer Leverkusen","4-2-3-1",7,2.8,"Amine Adli · 12&rsquor; Edmond Tapsoba · 17&rsquor; Piero Hincapié · 45&rsquor; Patrik Schick · 49&rsquor; Patrik Schick · 69&rsquor; Patrik Schick · 74&rsquor; Patrik Schick · 76&rsquor;","0","0","Greuther Fürth","4-4-1-1",1,0.3,"Jeremy Dudziak · 33&rsquor;","1","0","https://fbref.com/en/matches/24814b00/Bayer-Leverkusen-Greuther-Furth-December-4-2021-Bundesliga","Bayer Leverkusen","Home","Charles Aránguiz",20,"CHI","DM","32-231",29,0,0,0,0,0,0,0,0,25,2,2,0,0,0,0,1,0,17,19,89.5,1,14,0,1,1
