"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"Fußball-Bundesliga","2022-01-15","Fußball-Bundesliga (Matchweek 19)","Wolfsburg","3-4-3",0,1.7,"","1","0","Hertha BSC","4-4-2",0,0.3,"","1","0","https://fbref.com/en/matches/ae551ba1/Wolfsburg-Hertha-BSC-January-15-2022-Bundesliga","Wolfsburg","Home","Wout Weghorst",9,"NED","FW,AM","29-161",90,0,0,0,0,1,1,0,0,27,1,2,0,0.3,0.3,0.5,1,0,16,21,76.2,1,10,0,0,0
"Fußball-Bundesliga","2022-01-15","Fußball-Bundesliga (Matchweek 19)","Wolfsburg","3-4-3",0,1.7,"","1","0","Hertha BSC","4-4-2",0,0.3,"","1","0","https://fbref.com/en/matches/ae551ba1/Wolfsburg-Hertha-BSC-January-15-2022-Bundesliga","Wolfsburg","Home","Luca Waldschmidt",7,"GER","AM","25-241",62,0,0,0,0,3,0,0,0,28,3,1,1,0.6,0.6,0,0,0,12,17,70.6,1,17,0,1,0
"Fußball-Bundesliga","2022-01-15","Fußball-Bundesliga (Matchweek 19)","Wolfsburg","3-4-3",0,1.7,"","1","0","Hertha BSC","4-4-2",0,0.3,"","1","0","https://fbref.com/en/matches/ae551ba1/Wolfsburg-Hertha-BSC-January-15-2022-Bundesliga","Wolfsburg","Home","Dodi Lukebakio",28,"BEL","AM,FW","24-113",28,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,4,5,80,1,8,0,2,0
"Fußball-Bundesliga","2022-01-15","Fußball-Bundesliga (Matchweek 19)","Wolfsburg","3-4-3",0,1.7,"","1","0","Hertha BSC","4-4-2",0,0.3,"","1","0","https://fbref.com/en/matches/ae551ba1/Wolfsburg-Hertha-BSC-January-15-2022-Bundesliga","Wolfsburg","Home","Renato Steffen",11,"SUI","AM","30-073",62,0,0,0,0,0,0,1,0,32,0,0,1,0,0,0,2,0,17,26,65.4,2,14,2,1,0
"Fußball-Bundesliga","2022-01-15","Fußball-Bundesliga (Matchweek 19)","Wolfsburg","3-4-3",0,1.7,"","1","0","Hertha BSC","4-4-2",0,0.3,"","1","0","https://fbref.com/en/matches/ae551ba1/Wolfsburg-Hertha-BSC-January-15-2022-Bundesliga","Wolfsburg","Home","Aster Vranckx",8,"BEL","AM,CM","19-103",28,0,0,0,0,0,0,0,0,19,1,0,1,0,0,0,0,0,11,15,73.3,1,9,0,0,0
"Fußball-Bundesliga","2022-01-15","Fußball-Bundesliga (Matchweek 19)","Wolfsburg","3-4-3",0,1.7,"","1","0","Hertha BSC","4-4-2",0,0.3,"","1","0","https://fbref.com/en/matches/ae551ba1/Wolfsburg-Hertha-BSC-January-15-2022-Bundesliga","Wolfsburg","Home","Yannick Gerhardt",31,"GER","CM","27-308",78,0,0,0,0,3,1,0,0,50,4,0,2,0.6,0.6,0,2,0,20,34,58.8,1,24,3,0,0
"Fußball-Bundesliga","2022-01-15","Fußball-Bundesliga (Matchweek 19)","Wolfsburg","3-4-3",0,1.7,"","1","0","Hertha BSC","4-4-2",0,0.3,"","1","0","https://fbref.com/en/matches/ae551ba1/Wolfsburg-Hertha-BSC-January-15-2022-Bundesliga","Wolfsburg","Home","Felix Nmecha",22,"GER","AM","21-097",12,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,2,50,1,1,0,0,0
"Fußball-Bundesliga","2022-01-15","Fußball-Bundesliga (Matchweek 19)","Wolfsburg","3-4-3",0,1.7,"","1","0","Hertha BSC","4-4-2",0,0.3,"","1","0","https://fbref.com/en/matches/ae551ba1/Wolfsburg-Hertha-BSC-January-15-2022-Bundesliga","Wolfsburg","Home","Maximilian Arnold",27,"GER","CM","27-233",90,0,0,0,0,0,0,0,0,75,3,1,0,0,0,0,3,0,51,69,73.9,7,32,0,0,0
"Fußball-Bundesliga","2022-01-15","Fußball-Bundesliga (Matchweek 19)","Wolfsburg","3-4-3",0,1.7,"","1","0","Hertha BSC","4-4-2",0,0.3,"","1","0","https://fbref.com/en/matches/ae551ba1/Wolfsburg-Hertha-BSC-January-15-2022-Bundesliga","Wolfsburg","Home","Jérôme Roussillon",15,"FRA","WB","29-009",90,0,0,0,0,1,0,0,0,72,2,0,2,0,0,0.8,3,0,40,62,64.5,2,34,5,5,4
"Fußball-Bundesliga","2022-01-15","Fußball-Bundesliga (Matchweek 19)","Wolfsburg","3-4-3",0,1.7,"","1","0","Hertha BSC","4-4-2",0,0.3,"","1","0","https://fbref.com/en/matches/ae551ba1/Wolfsburg-Hertha-BSC-January-15-2022-Bundesliga","Wolfsburg","Home","Ridle Baku",20,"GER","WB","23-282",90,0,0,0,0,0,0,0,0,62,3,0,2,0,0,0,2,0,37,46,80.4,5,32,5,4,1
