"League","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Fls","Fld","Off","Crs","TklW","Int","OG","PKwon","PKcon"
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Dortmund","Home","Lucas Barrios",NA,"PAR","FW","25-008",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Dortmund","Home","Nelson Valdez",NA,"PAR","FW","25-358",68,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Dortmund","Home","Kevin Großkreutz",NA,"GER","DF,FW","21-125",22,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Dortmund","Home","Jakub Błaszczykowski",NA,"POL","MF","23-342",87,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Dortmund","Home","Mario Götze",NA,"GER","FW,MF","17-171",3,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Dortmund","Home","Markus Feulner",NA,"GER","MF","27-282",61,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Dortmund","Home","Mohamed Zidan",NA,"EGY","FW","27-345",29,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Dortmund","Home","Nuri Şahin",NA,"TUR","MF","21-077",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Dortmund","Home","Mats Hummels",NA,"GER","DF","20-340",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Dortmund","Home","Marcel Schmelzer",NA,"GER","DF","21-303",90,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Dortmund","Home","Felipe Santana",NA,"BRA","DF","23-249",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Dortmund","Home","Neven Subotić",NA,"SRB","DF","20-346",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Dortmund","Home","Patrick Owomoyela",NA,"GER","DF,MF","30-016",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Dortmund","Home","Roman Weidenfeller",NA,"GER","GK","29-107",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Mainz 05","Away","Andreas Ivanschitz",NA,"AUT","MF","26-037",89,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Mainz 05","Away","Adriano Grimaldi",NA,"GER","FW","18-230",1,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Mainz 05","Away","Chadli Amri",NA,"ALG","FW,MF","24-342",89,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Mainz 05","Away","Eugen Polanski",NA,"POL","MF","23-249",1,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Mainz 05","Away","Aristide Bancé",NA,"BFA","FW","25-063",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Mainz 05","Away","Elkin Soto",NA,"COL","MF","29-109",56,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Mainz 05","Away","André Schürrle",NA,"GER","FW,MF","19-015",34,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Mainz 05","Away","Miroslav Karhan",NA,"SVK","MF","33-153",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Mainz 05","Away","Tim Hoogland",NA,"GER","DF,MF","24-163",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Mainz 05","Away","Florian Heller",NA,"GER","FW,MF","27-256",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Mainz 05","Away","Nikolče Noveski",NA,"MKD","DF","30-207",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Mainz 05","Away","Bo Svensson",NA,"DEN","DF","30-109",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Mainz 05","Away","Niko Bungert",NA,"GER","DF","23-028",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 13)","Dortmund","4-2-3-1",0,NA,"","1","0","Mainz 05","4-3-3",0,NA,"","0","0","https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga","Mainz 05","Away","Heinz Müller",NA,"GER","GK","31-175",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
