"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"Fußball-Bundesliga","2022-09-18","Fußball-Bundesliga (Matchweek 7)","Hoffenheim","3-5-2",0,0.7,"","1","0","Freiburg","4-2-3-1",0,1,"","2","0","https://fbref.com/en/matches/62d3a5b6/Hoffenheim-Freiburg-September-18-2022-Bundesliga","Hoffenheim","Home","Andrej Kramarić",27,"CRO","FW,CM","31-091",80,0,0,0,0,1,0,0,0,35,0,0,0,0,0,0.1,2,0,26,32,81.3,3,26,2,0,0
"Fußball-Bundesliga","2022-09-18","Fußball-Bundesliga (Matchweek 7)","Hoffenheim","3-5-2",0,0.7,"","1","0","Freiburg","4-2-3-1",0,1,"","2","0","https://fbref.com/en/matches/62d3a5b6/Hoffenheim-Freiburg-September-18-2022-Bundesliga","Hoffenheim","Home","Sebastian Rudy",16,"GER","CM","32-202",10,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,2,4,50,1,2,1,0,0
"Fußball-Bundesliga","2022-09-18","Fußball-Bundesliga (Matchweek 7)","Hoffenheim","3-5-2",0,0.7,"","1","0","Freiburg","4-2-3-1",0,1,"","2","0","https://fbref.com/en/matches/62d3a5b6/Hoffenheim-Freiburg-September-18-2022-Bundesliga","Hoffenheim","Home","Georginio Rutter",33,"FRA","FW","20-151",90,0,0,0,0,2,1,0,0,28,0,0,0,0.1,0.1,0,1,0,10,16,62.5,3,23,1,11,8
"Fußball-Bundesliga","2022-09-18","Fußball-Bundesliga (Matchweek 7)","Hoffenheim","3-5-2",0,0.7,"","1","0","Freiburg","4-2-3-1",0,1,"","2","0","https://fbref.com/en/matches/62d3a5b6/Hoffenheim-Freiburg-September-18-2022-Bundesliga","Hoffenheim","Home","Christoph Baumgartner",14,"AUT","CM","23-048",63,0,0,0,0,1,0,0,0,33,0,1,1,0,0,0,1,0,21,25,84,3,15,1,1,0
"Fußball-Bundesliga","2022-09-18","Fußball-Bundesliga (Matchweek 7)","Hoffenheim","3-5-2",0,0.7,"","1","0","Freiburg","4-2-3-1",0,1,"","2","0","https://fbref.com/en/matches/62d3a5b6/Hoffenheim-Freiburg-September-18-2022-Bundesliga","Hoffenheim","Home","Moanes Dabbur",10,"ISR","FW","30-127",27,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,1,0,10,10,100,0,9,1,0,0
"Fußball-Bundesliga","2022-09-18","Fußball-Bundesliga (Matchweek 7)","Hoffenheim","3-5-2",0,0.7,"","1","0","Freiburg","4-2-3-1",0,1,"","2","0","https://fbref.com/en/matches/62d3a5b6/Hoffenheim-Freiburg-September-18-2022-Bundesliga","Hoffenheim","Home","Dennis Geiger",8,"GER","CM","24-100",63,0,0,0,0,1,0,0,0,45,1,0,0,0,0,0.1,1,0,31,40,77.5,2,19,1,0,0
"Fußball-Bundesliga","2022-09-18","Fußball-Bundesliga (Matchweek 7)","Hoffenheim","3-5-2",0,0.7,"","1","0","Freiburg","4-2-3-1",0,1,"","2","0","https://fbref.com/en/matches/62d3a5b6/Hoffenheim-Freiburg-September-18-2022-Bundesliga","Hoffenheim","Home","Muhammed Damar",35,"GER","CM","18-162",27,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0.1,2,0,10,13,76.9,2,12,1,2,0
"Fußball-Bundesliga","2022-09-18","Fußball-Bundesliga (Matchweek 7)","Hoffenheim","3-5-2",0,0.7,"","1","0","Freiburg","4-2-3-1",0,1,"","2","0","https://fbref.com/en/matches/62d3a5b6/Hoffenheim-Freiburg-September-18-2022-Bundesliga","Hoffenheim","Home","Grischa Prömel",6,"GER","CM","27-252",90,0,0,0,0,3,2,0,0,62,1,2,3,0.4,0.4,0,1,0,35,45,77.8,3,23,2,0,0
"Fußball-Bundesliga","2022-09-18","Fußball-Bundesliga (Matchweek 7)","Hoffenheim","3-5-2",0,0.7,"","1","0","Freiburg","4-2-3-1",0,1,"","2","0","https://fbref.com/en/matches/62d3a5b6/Hoffenheim-Freiburg-September-18-2022-Bundesliga","Hoffenheim","Home","Angeliño",11,"ESP","WB","25-257",90,0,0,0,0,0,0,0,0,57,0,0,1,0,0,0,2,0,30,50,60,2,20,0,1,1
"Fußball-Bundesliga","2022-09-18","Fußball-Bundesliga (Matchweek 7)","Hoffenheim","3-5-2",0,0.7,"","1","0","Freiburg","4-2-3-1",0,1,"","2","0","https://fbref.com/en/matches/62d3a5b6/Hoffenheim-Freiburg-September-18-2022-Bundesliga","Hoffenheim","Home","Pavel Kadeřábek",3,"CZE","WB","30-146",90,0,0,0,0,0,0,0,0,54,0,2,1,0,0,0,2,0,35,47,74.5,6,29,3,0,0
