"League","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Fls","Fld","Off","Crs","TklW","Int","OG","PKwon","PKcon"
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Hamburger SV","Home","Gojko Kačar",NA,"SRB","DF,MF","24-052",90,1,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Hamburger SV","Home","Dennis Diekmeier",NA,"GER","DF,MF","21-150",54,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Hamburger SV","Home","Guy Demel",NA,"CIV","DF,MF","29-279",36,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Hamburger SV","Home","Frank Rost",NA,"GER","GK","37-262",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Köln","Away","Milivoje Novaković",NA,"SVN","FW","31-305",81,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Köln","Away","Christian Clemens",NA,"GER","FW,MF","19-227",9,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Köln","Away","Mato Jajalo",NA,"BIH","MF","22-298",90,1,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Köln","Away","Sławomir Peszko",NA,"POL","MF","26-028",39,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Köln","Away","Adil Chihi",NA,"MAR","FW,MF","23-026",51,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Köln","Away","Lukas Podolski",NA,"GER","FW,MF","25-288",90,1,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Köln","Away","Petit",NA,"POR","MF","34-175",74,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Köln","Away","Tomoaki Makino",NA,"JPN","DF","23-312",16,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Köln","Away","Martin Lanig",NA,"GER","MF","26-251",90,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Köln","Away","Christian Eichner",NA,"GER","DF","28-115",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Köln","Away","Kevin Pezzoni",NA,"GER","DF,MF","21-362",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Köln","Away","Youssef Mohamad",NA,"LIB","DF","30-261",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Köln","Away","Mišo Brečko",NA,"SVN","DF,MF","26-322",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Köln","Away","Michael Rensing",NA,"GER","GK","26-309",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
