"League","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Fls","Fld","Off","Crs","TklW","Int","OG","PKwon","PKcon"
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Hamburger SV","Home","Mladen Petrić",NA,"CRO","FW","30-077",90,3,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Hamburger SV","Home","Ruud van Nistelrooy",NA,"NED","FW","34-261",81,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Hamburger SV","Home","Tunay Torun",NA,"TUR","FW,MF","20-332",9,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Hamburger SV","Home","Zé Roberto",NA,"BRA","DF,MF","36-256",90,1,NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Hamburger SV","Home","Eljero Elia",NA,"NED","FW,MF","24-034",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Hamburger SV","Home","Änis Ben-Hatira",NA,"TUN","MF","22-244",59,1,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Hamburger SV","Home","Son Heung-min",NA,"KOR","FW,MF","18-254",31,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Hamburger SV","Home","Heiko Westermann",NA,"GER","DF,MF","27-217",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Hamburger SV","Home","Dennis Aogo",NA,"GER","DF,MF","24-064",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 27)","Hamburger SV","4-1-2-1-2",6,NA,"Mladen Petrić · 12&rsquor; Änis Ben-Hatira · 32&rsquor; Mladen Petrić · 38&rsquor; Mladen Petrić · 43&rsquor; Gojko Kačar · 52&rsquor; Zé Roberto (P) · 58&rsquor;","1","0","Köln","4-2-3-1",2,NA,"Mato Jajalo · 50&rsquor; Lukas Podolski · 62&rsquor;","2","0","https://fbref.com/en/matches/58958eb1/Hamburger-SV-Koln-March-19-2011-Bundesliga","Hamburger SV","Home","Joris Mathijsen",NA,"NED","DF","30-348",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
