"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Greuther Fürth","Home","Branimir Hrgota",10,"SWE","FW","29-066",90,0,0,0,0,1,0,0,0,36,3,1,0,0,0,0,2,0,14,24,58.3,5,26,1,2,1
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Greuther Fürth","Home","Jamie Leweling",40,"GER","FW","21-021",59,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0.8,3,0,10,12,83.3,4,13,1,0,0
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Greuther Fürth","Home","Håvard Nielsen",16,"NOR","FW","28-247",31,0,0,0,0,1,0,0,0,14,0,0,1,0.1,0.1,0,1,0,4,8,50,1,6,0,0,0
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Greuther Fürth","Home","Timothy Tillman",21,"GER","AM","23-074",70,0,0,0,0,2,1,0,0,32,2,1,1,0.3,0.3,0,1,0,10,19,52.6,1,17,1,3,2
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Greuther Fürth","Home","Julian Green",37,"USA","AM","26-286",20,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,6,83.3,1,5,1,0,0
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Greuther Fürth","Home","Tobias Raschl",20,"GER","CM","22-026",70,0,0,0,0,0,0,0,0,29,1,1,3,0,0,0,0,0,13,17,76.5,2,16,0,3,2
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Greuther Fürth","Home","Paul Seguin",33,"GER","CM","26-355",20,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,8,15,53.3,0,5,1,0,0
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Greuther Fürth","Home","Max Christiansen",13,"GER","CM","25-175",90,0,0,0,0,1,0,0,0,57,2,2,2,0,0,0,1,0,29,42,69,3,26,1,0,0
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Greuther Fürth","Home","Marco Meyerhöfer",18,"GER","WB","26-121",90,0,0,0,0,2,0,0,0,52,0,3,0,0.5,0.5,0,2,0,33,40,82.5,2,22,2,1,1
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Greuther Fürth","Home","Simon Asta",2,"GER","WB","21-053",90,0,0,0,0,1,0,0,0,51,3,0,4,0,0,0,1,0,22,40,55,0,19,0,1,1
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Greuther Fürth","Home","Nick Viergever",24,"NED","CB","32-228",90,0,0,0,0,0,0,1,0,68,3,5,2,0,0,0,1,0,26,42,61.9,0,20,1,0,0
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Greuther Fürth","Home","Maximilian Bauer",4,"GER","CB","22-038",90,0,0,0,0,0,0,0,0,57,2,1,2,0,0,0,0,0,35,46,76.1,1,20,0,0,0
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Greuther Fürth","Home","Sebastian Griesbeck",22,"GER","CB","31-167",90,0,0,0,0,0,0,0,0,47,1,4,2,0,0,0,0,0,22,34,64.7,1,15,0,0,0
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Greuther Fürth","Home","Andreas Linde",26,"SWE","GK","28-238",90,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,42,71.4,0,25,0,0,0
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Freiburg","Away","Ermedin Demirović",11,"BIH","FW","23-359",57,0,0,0,0,2,0,0,0,21,1,0,0,0,0,0,1,0,3,11,27.3,0,6,0,0,0
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Freiburg","Away","Nils Petersen",18,"GER","FW","33-103",33,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,1,0,5,11,45.5,0,3,0,0,0
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Freiburg","Away","Lucas Höler",9,"GER","FW","27-252",90,0,0,0,0,1,0,0,0,49,0,0,4,0,0,0,3,0,30,40,75,2,22,0,2,1
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Freiburg","Away","Vincenzo Grifo",32,"ITA","LM","28-346",87,0,0,0,0,3,2,0,0,72,0,0,1,0.1,0.1,0.5,4,0,45,63,71.4,9,29,0,4,2
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Freiburg","Away","Vincent Vermeij",48,"NED","LM","27-222",3,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,3,66.7,0,2,0,2,1
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Freiburg","Away","Maximilian Eggestein",8,"GER","CM","25-101",90,0,0,0,0,0,0,0,0,50,2,2,1,0,0,0,3,0,34,43,79.1,2,21,0,0,0
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Freiburg","Away","Janik Haberer",19,"GER","CM","27-351",82,0,0,0,0,3,0,0,0,50,5,0,1,0.2,0.2,0,1,0,29,39,74.4,5,15,0,0,0
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Freiburg","Away","Noah Weißhaupt",33,"GER","CM","20-180",8,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,1,0,3,6,50,2,3,0,0,0
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Freiburg","Away","Roland Sallai",22,"HUN","RM","24-301",90,0,0,0,0,4,1,0,0,43,0,0,1,0.8,0.8,0.2,2,0,18,32,56.3,4,23,4,1,1
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Freiburg","Away","Christian Günter",30,"GER","LB","29-019",90,0,0,0,0,1,0,0,0,77,1,1,0,0,0,0,2,0,42,69,60.9,4,26,2,2,2
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Freiburg","Away","Nico Schlotterbeck",4,"GER","CB","22-108",90,0,0,0,0,0,0,0,0,94,3,1,2,0,0,0,1,0,72,82,87.8,7,40,2,1,0
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Freiburg","Away","Manuel Gulde",5,"GER","CB","31-035",90,0,0,0,0,0,0,0,0,85,2,0,1,0,0,0,0,0,71,78,91,0,45,0,0,0
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Freiburg","Away","Jonathan Schmid",7,"FRA","RB","31-270",90,0,0,0,0,0,0,0,0,92,0,1,1,0,0,0.1,5,0,69,88,78.4,9,36,1,1,0
"Fußball-Bundesliga","2022-03-19","Fußball-Bundesliga (Matchweek 27)","Greuther Fürth","3-4-1-2",0,1,"","1","0","Freiburg","4-4-2",0,1.2,"","0","0","https://fbref.com/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga","Freiburg","Away","Mark Flekken",26,"NED","GK","28-279",90,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,32,44,72.7,0,23,0,0,0
