"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Arminia","Home","Fabian Klos",9,"GER","FW","33-290",73,0,0,0,0,2,2,0,0,27,0,0,3,0.6,0.6,0.1,3,0,9,20,45,1,12,1,1,1
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Arminia","Home","Janni Serra",23,"GER","FW","23-189",17,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,3,66.7,0,4,0,0,0
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Arminia","Home","Patrick Wimmer",20,"AUT","FW","20-111",58,0,0,0,0,0,0,1,0,19,0,2,0,0,0,0.7,3,0,7,14,50,3,14,5,4,4
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Arminia","Home","Bryan Lasme",10,"FRA","FW","22-308",32,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,5,10,50,0,6,0,4,2
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Arminia","Home","Robin Hack",21,"GER","LM","23-022",90,0,0,0,0,1,0,0,0,46,1,0,0,0.1,0.1,0,1,0,26,32,81.3,4,29,1,6,4
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Arminia","Home","Alessandro Schöpf",8,"AUT","CM","27-223",90,0,0,0,0,1,0,0,0,59,2,0,0,0,0,0.2,3,0,36,46,78.3,6,27,7,6,3
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Arminia","Home","Manuel Prietl",19,"AUT","CM","30-046",90,0,0,0,0,1,0,0,0,33,2,1,0,0.1,0.1,0,1,0,22,28,78.6,0,13,1,2,1
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Arminia","Home","Masaya Okugawa",11,"JPN","RM","25-157",90,0,0,0,0,1,0,0,0,26,2,0,1,0.1,0.1,0,0,0,8,13,61.5,1,11,2,7,4
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Arminia","Home","Jacob Barrett Laursen",5,"DEN","LB","26-305",73,0,0,0,0,0,0,0,0,53,0,1,1,0,0,0,1,0,34,48,70.8,3,25,1,1,1
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Arminia","Home","Lennart-Marten Czyborra",6,"GER","LB","22-138",8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,50,0,0,0,0,0
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Arminia","Home","Andrés Andrade Cedeño",30,"PAN","LB","22-337",9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,11,13,84.6,2,8,0,0,0
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Arminia","Home","Joakim Nilsson",4,"SWE","CB","27-224",90,0,0,0,0,0,0,0,0,65,1,2,0,0,0,0,0,0,50,57,87.7,5,33,1,0,0
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Arminia","Home","Amos Pieper",2,"GER","CB","23-244",90,0,0,0,0,2,0,0,0,56,0,1,2,0.2,0.2,0,1,0,39,43,90.7,4,26,0,0,0
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Arminia","Home","Cédric Brunner",27,"SUI","RB","27-213",90,0,0,0,0,1,0,0,0,50,0,3,2,0,0,0,2,0,26,39,66.7,6,16,1,1,1
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Arminia","Home","Stefan Ortega",1,"GER","GK","28-316",90,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,60,70,85.7,0,50,0,0,0
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Hoffenheim","Away","Ihlas Bebou",9,"TOG","FW","27-148",55,0,0,0,0,1,0,0,0,11,0,0,0,0.1,0.1,0,0,0,5,6,83.3,1,7,0,0,0
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Hoffenheim","Away","Sargis Adamyan",23,"ARM","FW","28-118",35,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,8,12,66.7,1,9,3,0,0
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Hoffenheim","Away","Jacob Bruun Larsen",7,"DEN","LW","22-364",55,0,0,0,0,1,0,0,0,35,0,0,2,0.1,0.1,0,3,0,19,28,67.9,3,26,3,2,1
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Hoffenheim","Away","Robert Skov",29,"DEN","LW","25-121",35,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,2,0,11,14,78.6,2,15,1,1,1
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Hoffenheim","Away","Christoph Baumgartner",14,"AUT","RW","22-048",70,0,0,0,0,4,1,0,0,36,2,1,0,0.5,0.5,0.1,4,0,16,26,61.5,4,26,1,2,2
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Hoffenheim","Away","Georginio Rutter",33,"FRA","RW","19-151",20,0,0,0,0,3,1,0,0,5,0,0,0,0.1,0.1,0,0,0,0,1,0,0,4,1,0,0
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Hoffenheim","Away","Andrej Kramarić",27,"CRO","AM","30-091",90,0,0,0,0,5,1,1,0,54,0,0,0,0.4,0.4,0.3,4,0,33,42,78.6,6,41,4,1,1
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Hoffenheim","Away","Florian Grillitsch",11,"AUT","DM","26-042",90,0,0,0,0,1,0,0,0,89,3,0,3,0,0,0,2,0,75,84,89.3,8,66,1,1,1
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Hoffenheim","Away","Diadie Samassékou",18,"MLI","DM","25-250",90,0,0,0,0,0,0,0,0,57,2,0,4,0,0,0,3,0,43,50,86,6,44,0,1,1
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Hoffenheim","Away","David Raum",17,"GER","LB","23-149",90,0,0,0,0,1,0,0,0,108,6,0,1,0,0,0.3,5,0,77,94,81.9,6,64,3,0,0
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Hoffenheim","Away","Kevin Vogt",22,"GER","CB","29-360",90,0,0,0,0,0,0,0,0,82,0,0,1,0,0,0,0,0,71,77,92.2,1,61,0,0,0
"Fußball-Bundesliga","2021-09-18","Fußball-Bundesliga (Matchweek 5)","Arminia","4-4-2",0,1.1,"","2","0","Hoffenheim","4-2-3-1",0,1.1,"","1","0","https://fbref.com/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga","Hoffenheim","Away","Chris Richards",28,"USA","CB","21-174",90,0,0,0,0,0,0,0,0,76,3,0,0,0,0,0,0,0,49,62,79,6,46,0,1,1
