"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"Fußball-Bundesliga","2022-08-20","Fußball-Bundesliga (Matchweek 3)","Wolfsburg","4-2-3-1",0,1.3,"","1","0","Schalke 04","4-3-3",0,1.1,"","3","0","https://fbref.com/en/matches/8bced063/Wolfsburg-Schalke-04-August-20-2022-Bundesliga","Wolfsburg","Home","Lukas Nmecha",10,"GER","FW","23-249",90,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,2,0,11,15,73.3,3,11,0,2,0
"Fußball-Bundesliga","2022-08-20","Fußball-Bundesliga (Matchweek 3)","Wolfsburg","4-2-3-1",0,1.3,"","1","0","Schalke 04","4-3-3",0,1.1,"","3","0","https://fbref.com/en/matches/8bced063/Wolfsburg-Schalke-04-August-20-2022-Bundesliga","Wolfsburg","Home","Jakub Kamiński",16,"POL","RW","20-076",75,0,0,0,0,2,0,0,0,47,1,0,1,0.2,0.2,0.2,5,0,20,31,64.5,5,20,1,8,1
"Fußball-Bundesliga","2022-08-20","Fußball-Bundesliga (Matchweek 3)","Wolfsburg","4-2-3-1",0,1.3,"","1","0","Schalke 04","4-3-3",0,1.1,"","3","0","https://fbref.com/en/matches/8bced063/Wolfsburg-Schalke-04-August-20-2022-Bundesliga","Wolfsburg","Home","Kevin Paredes",40,"USA","RW","19-105",15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.1,1,0,5,5,100,2,3,1,0,0
"Fußball-Bundesliga","2022-08-20","Fußball-Bundesliga (Matchweek 3)","Wolfsburg","4-2-3-1",0,1.3,"","1","0","Schalke 04","4-3-3",0,1.1,"","3","0","https://fbref.com/en/matches/8bced063/Wolfsburg-Schalke-04-August-20-2022-Bundesliga","Wolfsburg","Home","Omar Marmoush",33,"EGY","AM","",58,0,0,0,0,4,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fußball-Bundesliga","2022-08-20","Fußball-Bundesliga (Matchweek 3)","Wolfsburg","4-2-3-1",0,1.3,"","1","0","Schalke 04","4-3-3",0,1.1,"","3","0","https://fbref.com/en/matches/8bced063/Wolfsburg-Schalke-04-August-20-2022-Bundesliga","Wolfsburg","Home","Maximilian Philipp",17,"GER","LW","28-172",32,0,0,0,0,1,1,0,0,27,0,0,0,0.1,0.1,0,1,0,15,25,60,1,18,3,1,0
"Fußball-Bundesliga","2022-08-20","Fußball-Bundesliga (Matchweek 3)","Wolfsburg","4-2-3-1",0,1.3,"","1","0","Schalke 04","4-3-3",0,1.1,"","3","0","https://fbref.com/en/matches/8bced063/Wolfsburg-Schalke-04-August-20-2022-Bundesliga","Wolfsburg","Home","Mattias Svanberg",32,"SWE","AM","23-227",58,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0.2,2,0,12,14,85.7,3,5,0,0,0
"Fußball-Bundesliga","2022-08-20","Fußball-Bundesliga (Matchweek 3)","Wolfsburg","4-2-3-1",0,1.3,"","1","0","Schalke 04","4-3-3",0,1.1,"","3","0","https://fbref.com/en/matches/8bced063/Wolfsburg-Schalke-04-August-20-2022-Bundesliga","Wolfsburg","Home","Max Kruse",9,"GER","AM","34-154",32,0,0,0,0,2,1,0,0,32,0,0,0,0.2,0.2,0,2,0,17,25,68,0,12,0,0,0
"Fußball-Bundesliga","2022-08-20","Fußball-Bundesliga (Matchweek 3)","Wolfsburg","4-2-3-1",0,1.3,"","1","0","Schalke 04","4-3-3",0,1.1,"","3","0","https://fbref.com/en/matches/8bced063/Wolfsburg-Schalke-04-August-20-2022-Bundesliga","Wolfsburg","Home","Maximilian Arnold",27,"GER","DM","28-085",90,0,0,0,0,2,1,0,0,101,0,0,2,0.1,0.1,0.3,8,0,75,90,83.3,15,55,1,2,1
"Fußball-Bundesliga","2022-08-20","Fußball-Bundesliga (Matchweek 3)","Wolfsburg","4-2-3-1",0,1.3,"","1","0","Schalke 04","4-3-3",0,1.1,"","3","0","https://fbref.com/en/matches/8bced063/Wolfsburg-Schalke-04-August-20-2022-Bundesliga","Wolfsburg","Home","Josuha Guilavogui",29,"FRA","DM","31-335",90,0,0,0,0,0,0,0,0,69,2,0,0,0,0,0,3,0,46,59,78,7,24,1,2,2
"Fußball-Bundesliga","2022-08-20","Fußball-Bundesliga (Matchweek 3)","Wolfsburg","4-2-3-1",0,1.3,"","1","0","Schalke 04","4-3-3",0,1.1,"","3","0","https://fbref.com/en/matches/8bced063/Wolfsburg-Schalke-04-August-20-2022-Bundesliga","Wolfsburg","Home","Paulo Otávio",6,"BRA","LB","27-270",90,0,0,0,0,2,1,0,0,96,3,1,1,0,0,0.2,4,0,58,76,76.3,4,47,2,2,1
