"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"Fußball-Bundesliga","2023-02-04","Fußball-Bundesliga (Matchweek 19)","Dortmund","4-1-4-1",5,1.9,"Nico Schlotterbeck · 26&rsquor; Karim Adeyemi · 48&rsquor; Sébastien Haller · 51&rsquor; Julian Brandt · 69&rsquor; Gio Reyna · 82&rsquor;","3","0","Freiburg","5-3-2",1,0.4,"Kiliann Sildillia · 17&rsquor; Lucas Höler · 45&rsquor;","5","1","https://fbref.com/en/matches/85e9a74e/Dortmund-Freiburg-February-4-2023-Bundesliga","Dortmund","Home","Sébastien Haller",9,"CIV","FW","28-227",60,1,0,0,0,3,1,0,0,25,0,0,0,0.4,0.4,0.1,4,0,13,17,76.5,1,17,0,2,0
"Fußball-Bundesliga","2023-02-04","Fußball-Bundesliga (Matchweek 19)","Dortmund","4-1-4-1",5,1.9,"Nico Schlotterbeck · 26&rsquor; Karim Adeyemi · 48&rsquor; Sébastien Haller · 51&rsquor; Julian Brandt · 69&rsquor; Gio Reyna · 82&rsquor;","3","0","Freiburg","5-3-2",1,0.4,"Kiliann Sildillia · 17&rsquor; Lucas Höler · 45&rsquor;","5","1","https://fbref.com/en/matches/85e9a74e/Dortmund-Freiburg-February-4-2023-Bundesliga","Dortmund","Home","Youssoufa Moukoko",18,"GER","FW","18-076",30,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,7,42.9,0,6,0,1,0
"Fußball-Bundesliga","2023-02-04","Fußball-Bundesliga (Matchweek 19)","Dortmund","4-1-4-1",5,1.9,"Nico Schlotterbeck · 26&rsquor; Karim Adeyemi · 48&rsquor; Sébastien Haller · 51&rsquor; Julian Brandt · 69&rsquor; Gio Reyna · 82&rsquor;","3","0","Freiburg","5-3-2",1,0.4,"Kiliann Sildillia · 17&rsquor; Lucas Höler · 45&rsquor;","5","1","https://fbref.com/en/matches/85e9a74e/Dortmund-Freiburg-February-4-2023-Bundesliga","Dortmund","Home","Karim Adeyemi",27,"GER","LM","21-017",60,1,0,0,0,1,1,1,0,30,0,2,0,0.1,0.1,0,3,1,12,18,66.7,3,22,2,7,1
"Fußball-Bundesliga","2023-02-04","Fußball-Bundesliga (Matchweek 19)","Dortmund","4-1-4-1",5,1.9,"Nico Schlotterbeck · 26&rsquor; Karim Adeyemi · 48&rsquor; Sébastien Haller · 51&rsquor; Julian Brandt · 69&rsquor; Gio Reyna · 82&rsquor;","3","0","Freiburg","5-3-2",1,0.4,"Kiliann Sildillia · 17&rsquor; Lucas Höler · 45&rsquor;","5","1","https://fbref.com/en/matches/85e9a74e/Dortmund-Freiburg-February-4-2023-Bundesliga","Dortmund","Home","Jamie Bynoe-Gittens",43,"ENG","LM","18-180",30,0,0,0,0,4,2,0,0,29,2,0,0,0.5,0.5,0,4,2,18,21,85.7,0,27,6,1,0
"Fußball-Bundesliga","2023-02-04","Fußball-Bundesliga (Matchweek 19)","Dortmund","4-1-4-1",5,1.9,"Nico Schlotterbeck · 26&rsquor; Karim Adeyemi · 48&rsquor; Sébastien Haller · 51&rsquor; Julian Brandt · 69&rsquor; Gio Reyna · 82&rsquor;","3","0","Freiburg","5-3-2",1,0.4,"Kiliann Sildillia · 17&rsquor; Lucas Höler · 45&rsquor;","5","1","https://fbref.com/en/matches/85e9a74e/Dortmund-Freiburg-February-4-2023-Bundesliga","Dortmund","Home","Marco Reus",11,"GER","CM","33-249",69,0,0,0,0,4,0,0,0,29,1,0,0,0.4,0.4,0,2,0,17,22,77.3,0,18,1,1,1
"Fußball-Bundesliga","2023-02-04","Fußball-Bundesliga (Matchweek 19)","Dortmund","4-1-4-1",5,1.9,"Nico Schlotterbeck · 26&rsquor; Karim Adeyemi · 48&rsquor; Sébastien Haller · 51&rsquor; Julian Brandt · 69&rsquor; Gio Reyna · 82&rsquor;","3","0","Freiburg","5-3-2",1,0.4,"Kiliann Sildillia · 17&rsquor; Lucas Höler · 45&rsquor;","5","1","https://fbref.com/en/matches/85e9a74e/Dortmund-Freiburg-February-4-2023-Bundesliga","Dortmund","Home","Gio Reyna",7,"USA","CM","20-083",21,1,0,0,0,2,2,0,0,22,0,1,0,0.1,0.1,0,1,0,17,17,100,3,19,1,1,0
"Fußball-Bundesliga","2023-02-04","Fußball-Bundesliga (Matchweek 19)","Dortmund","4-1-4-1",5,1.9,"Nico Schlotterbeck · 26&rsquor; Karim Adeyemi · 48&rsquor; Sébastien Haller · 51&rsquor; Julian Brandt · 69&rsquor; Gio Reyna · 82&rsquor;","3","0","Freiburg","5-3-2",1,0.4,"Kiliann Sildillia · 17&rsquor; Lucas Höler · 45&rsquor;","5","1","https://fbref.com/en/matches/85e9a74e/Dortmund-Freiburg-February-4-2023-Bundesliga","Dortmund","Home","Jude Bellingham",22,"ENG","CM","19-220",70,0,1,0,0,1,0,0,0,62,0,0,1,0,0,0.1,3,1,50,56,89.3,11,51,3,2,1
"Fußball-Bundesliga","2023-02-04","Fußball-Bundesliga (Matchweek 19)","Dortmund","4-1-4-1",5,1.9,"Nico Schlotterbeck · 26&rsquor; Karim Adeyemi · 48&rsquor; Sébastien Haller · 51&rsquor; Julian Brandt · 69&rsquor; Gio Reyna · 82&rsquor;","3","0","Freiburg","5-3-2",1,0.4,"Kiliann Sildillia · 17&rsquor; Lucas Höler · 45&rsquor;","5","1","https://fbref.com/en/matches/85e9a74e/Dortmund-Freiburg-February-4-2023-Bundesliga","Dortmund","Home","Donyell Malen",21,"NED","FW,DM","24-026",20,0,0,0,0,1,1,0,0,16,0,1,0,0.1,0.1,0,2,0,10,12,83.3,0,11,1,2,1
"Fußball-Bundesliga","2023-02-04","Fußball-Bundesliga (Matchweek 19)","Dortmund","4-1-4-1",5,1.9,"Nico Schlotterbeck · 26&rsquor; Karim Adeyemi · 48&rsquor; Sébastien Haller · 51&rsquor; Julian Brandt · 69&rsquor; Gio Reyna · 82&rsquor;","3","0","Freiburg","5-3-2",1,0.4,"Kiliann Sildillia · 17&rsquor; Lucas Höler · 45&rsquor;","5","1","https://fbref.com/en/matches/85e9a74e/Dortmund-Freiburg-February-4-2023-Bundesliga","Dortmund","Home","Julian Brandt",19,"GER","RM","26-278",90,1,0,0,0,2,1,1,0,84,1,0,0,0.1,0.1,0.2,8,2,61,75,81.3,5,55,1,3,2
"Fußball-Bundesliga","2023-02-04","Fußball-Bundesliga (Matchweek 19)","Dortmund","4-1-4-1",5,1.9,"Nico Schlotterbeck · 26&rsquor; Karim Adeyemi · 48&rsquor; Sébastien Haller · 51&rsquor; Julian Brandt · 69&rsquor; Gio Reyna · 82&rsquor;","3","0","Freiburg","5-3-2",1,0.4,"Kiliann Sildillia · 17&rsquor; Lucas Höler · 45&rsquor;","5","1","https://fbref.com/en/matches/85e9a74e/Dortmund-Freiburg-February-4-2023-Bundesliga","Dortmund","Home","Emre Can",23,"GER","DM,RB","29-023",90,0,0,0,0,1,0,0,0,80,2,1,0,0.1,0.1,0,2,0,68,74,91.9,5,58,3,1,1
