"","Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Away","AwayGoals","Attendance","Venue","Referee","Notes","MatchURL","Home_xG","Away_xG"
"16","Fußball-Bundesliga","M","GER",2010,NA,"10","Sun",2009-10-25,NA,"Bochum",1,"Werder Bremen",4,NA,NA,"Peter Sippel",NA,"https://fbref.com/en/matches/21319f47/Bochum-Werder-Bremen-October-25-2009-Bundesliga",NA,NA
"17","Fußball-Bundesliga","M","GER",2010,NA,"10","Sun",2009-10-25,NA,"Hertha BSC",0,"Wolfsburg",0,NA,NA,"Lutz Wagner",NA,"https://fbref.com/en/matches/4cbfa8e2/Hertha-BSC-Wolfsburg-October-25-2009-Bundesliga",NA,NA
"18","Fußball-Bundesliga","M","GER",2010,NA,"10","Sun",2009-10-25,NA,"Schalke 04",3,"Hamburger SV",3,NA,NA,"Manuel Gräfe",NA,"https://fbref.com/en/matches/6296b523/Schalke-04-Hamburger-SV-October-25-2009-Bundesliga",NA,NA
"19","Fußball-Bundesliga","M","GER",2010,NA,"11","Fri",2009-10-30,NA,"Dortmund",2,"Hertha BSC",0,NA,NA,"Felix Brych",NA,"https://fbref.com/en/matches/e7972828/Dortmund-Hertha-BSC-October-30-2009-Bundesliga",NA,NA
"20","Fußball-Bundesliga","M","GER",2010,NA,"11","Sat",2009-10-31,NA,"Schalke 04",2,"Leverkusen",2,NA,NA,"Michael Weiner",NA,"https://fbref.com/en/matches/2a133d76/Schalke-04-Bayer-Leverkusen-October-31-2009-Bundesliga",NA,NA
"21","Fußball-Bundesliga","M","GER",2010,NA,"11","Sat",2009-10-31,NA,"Köln",0,"Hannover 96",1,NA,NA,"Helmut Fleischer",NA,"https://fbref.com/en/matches/6877c5b1/Koln-Hannover-96-October-31-2009-Bundesliga",NA,NA
"22","Fußball-Bundesliga","M","GER",2010,NA,"11","Sat",2009-10-31,NA,"Wolfsburg",3,"Mainz 05",3,NA,NA,"Marco Fritz",NA,"https://fbref.com/en/matches/9a9715b6/Wolfsburg-Mainz-05-October-31-2009-Bundesliga",NA,NA
"23","Fußball-Bundesliga","M","GER",2010,NA,"11","Sat",2009-10-31,NA,"Nürnberg",2,"Werder Bremen",2,NA,NA,"Guido Winkmann",NA,"https://fbref.com/en/matches/b0a61212/Nurnberg-Werder-Bremen-October-31-2009-Bundesliga",NA,NA
"24","Fußball-Bundesliga","M","GER",2010,NA,"11","Sat",2009-10-31,NA,"Hamburger SV",2,"M'Gladbach",3,NA,NA,"Deniz Aytekin",NA,"https://fbref.com/en/matches/b1a344d7/Hamburger-SV-Monchengladbach-October-31-2009-Bundesliga",NA,NA
"25","Fußball-Bundesliga","M","GER",2010,NA,"11","Sat",2009-10-31,NA,"Stuttgart",0,"Bayern Munich",0,NA,NA,"Michael Kempter",NA,"https://fbref.com/en/matches/b1c970f6/Stuttgart-Bayern-Munich-October-31-2009-Bundesliga",NA,NA
"26","Fußball-Bundesliga","M","GER",2010,NA,"11","Sun",2009-11-01,NA,"Eint Frankfurt",2,"Bochum",1,NA,NA,"Peter Gagelmann",NA,"https://fbref.com/en/matches/4dc9ac3d/Eintracht-Frankfurt-Bochum-November-1-2009-Bundesliga",NA,NA
"27","Fußball-Bundesliga","M","GER",2010,NA,"11","Sun",2009-11-01,NA,"Freiburg",0,"Hoffenheim",1,NA,NA,"Florian Meyer",NA,"https://fbref.com/en/matches/7d512b16/Freiburg-Hoffenheim-November-1-2009-Bundesliga",NA,NA
"28","Fußball-Bundesliga","M","GER",2010,NA,"12","Fri",2009-11-06,NA,"Leverkusen",4,"Eint Frankfurt",0,NA,NA,"Felix Zwayer",NA,"https://fbref.com/en/matches/630ea865/Bayer-Leverkusen-Eintracht-Frankfurt-November-6-2009-Bundesliga",NA,NA
"29","Fußball-Bundesliga","M","GER",2010,NA,"12","Sat",2009-11-07,NA,"Hoffenheim",1,"Wolfsburg",2,NA,NA,"Thorsten Kinhöfer",NA,"https://fbref.com/en/matches/108ba4db/Hoffenheim-Wolfsburg-November-7-2009-Bundesliga",NA,NA
"30","Fußball-Bundesliga","M","GER",2010,NA,"12","Sat",2009-11-07,NA,"Bayern Munich",1,"Schalke 04",1,NA,NA,"Florian Meyer",NA,"https://fbref.com/en/matches/39d96581/Bayern-Munich-Schalke-04-November-7-2009-Bundesliga",NA,NA
"31","Fußball-Bundesliga","M","GER",2010,NA,"12","Sat",2009-11-07,NA,"M'Gladbach",0,"Stuttgart",0,NA,NA,"Günter Perl",NA,"https://fbref.com/en/matches/70ab3c8a/Monchengladbach-Stuttgart-November-7-2009-Bundesliga",NA,NA
"32","Fußball-Bundesliga","M","GER",2010,NA,"12","Sat",2009-11-07,NA,"Mainz 05",1,"Nürnberg",0,NA,NA,"Michael Kempter",NA,"https://fbref.com/en/matches/ee30d89e/Mainz-05-Nurnberg-November-7-2009-Bundesliga",NA,NA
"33","Fußball-Bundesliga","M","GER",2010,NA,"12","Sat",2009-11-07,NA,"Bochum",1,"Freiburg",2,NA,NA,"Felix Brych",NA,"https://fbref.com/en/matches/efdf6955/Bochum-Freiburg-November-7-2009-Bundesliga",NA,NA
"34","Fußball-Bundesliga","M","GER",2010,NA,"12","Sun",2009-11-08,NA,"Hertha BSC",0,"Köln",1,NA,NA,"Babak Rafati",NA,"https://fbref.com/en/matches/d9e78843/Hertha-BSC-Koln-November-8-2009-Bundesliga",NA,NA
"35","Fußball-Bundesliga","M","GER",2010,NA,"12","Sun",2009-11-08,NA,"Werder Bremen",1,"Dortmund",1,NA,NA,"Manuel Gräfe",NA,"https://fbref.com/en/matches/e13fa654/Werder-Bremen-Dortmund-November-8-2009-Bundesliga",NA,NA
"36","Fußball-Bundesliga","M","GER",2010,NA,"12","Sun",2009-11-08,NA,"Hannover 96",2,"Hamburger SV",2,NA,NA,"Jochen Drees",NA,"https://fbref.com/en/matches/f4354b3b/Hannover-96-Hamburger-SV-November-8-2009-Bundesliga",NA,NA
"37","Fußball-Bundesliga","M","GER",2010,NA,"13","Sat",2009-11-21,NA,"Freiburg",0,"Werder Bremen",6,NA,NA,"Thorsten Kinhöfer",NA,"https://fbref.com/en/matches/4b9b84f8/Freiburg-Werder-Bremen-November-21-2009-Bundesliga",NA,NA
"38","Fußball-Bundesliga","M","GER",2010,NA,"13","Sat",2009-11-21,NA,"Dortmund",0,"Mainz 05",0,NA,NA,"Michael Weiner",NA,"https://fbref.com/en/matches/5e724cba/Dortmund-Mainz-05-November-21-2009-Bundesliga",NA,NA
"39","Fußball-Bundesliga","M","GER",2010,NA,"13","Sat",2009-11-21,NA,"Köln",0,"Hoffenheim",4,NA,NA,"Felix Brych",NA,"https://fbref.com/en/matches/aba33f4f/Koln-Hoffenheim-November-21-2009-Bundesliga",NA,NA
"40","Fußball-Bundesliga","M","GER",2010,NA,"13","Sat",2009-11-21,NA,"Schalke 04",2,"Hannover 96",0,NA,NA,"Lutz Wagner",NA,"https://fbref.com/en/matches/c4f0e4fb/Schalke-04-Hannover-96-November-21-2009-Bundesliga",NA,NA
"41","Fußball-Bundesliga","M","GER",2010,NA,"13","Sat",2009-11-21,NA,"Stuttgart",1,"Hertha BSC",1,NA,NA,"Peter Gagelmann",NA,"https://fbref.com/en/matches/d33cd0cf/Stuttgart-Hertha-BSC-November-21-2009-Bundesliga",NA,NA
"42","Fußball-Bundesliga","M","GER",2010,NA,"13","Sat",2009-11-21,NA,"Eint Frankfurt",1,"M'Gladbach",2,NA,NA,"Peter Sippel",NA,"https://fbref.com/en/matches/df1df6a3/Eintracht-Frankfurt-Monchengladbach-November-21-2009-Bundesliga",NA,NA
"43","Fußball-Bundesliga","M","GER",2010,NA,"13","Sat",2009-11-21,NA,"Wolfsburg",2,"Nürnberg",3,NA,NA,"Markus Schmidt",NA,"https://fbref.com/en/matches/f45fb8f1/Wolfsburg-Nurnberg-November-21-2009-Bundesliga",NA,NA
"44","Fußball-Bundesliga","M","GER",2010,NA,"13","Sun",2009-11-22,NA,"Hamburger SV",0,"Bochum",1,NA,NA,"Günter Perl",NA,"https://fbref.com/en/matches/40b8d2b6/Hamburger-SV-Bochum-November-22-2009-Bundesliga",NA,NA
"45","Fußball-Bundesliga","M","GER",2010,NA,"13","Sun",2009-11-22,NA,"Bayern Munich",1,"Leverkusen",1,NA,NA,"Knut Kircher",NA,"https://fbref.com/en/matches/da522c67/Bayern-Munich-Bayer-Leverkusen-November-22-2009-Bundesliga",NA,NA
"46","Fußball-Bundesliga","M","GER",2010,NA,"14","Fri",2009-11-27,NA,"Bochum",0,"Köln",0,NA,NA,"Deniz Aytekin",NA,"https://fbref.com/en/matches/6c2c3de6/Bochum-Koln-November-27-2009-Bundesliga",NA,NA
"47","Fußball-Bundesliga","M","GER",2010,NA,"14","Sat",2009-11-28,NA,"Hoffenheim",1,"Dortmund",2,NA,NA,"Michael Kempter",NA,"https://fbref.com/en/matches/819e9fd7/Hoffenheim-Dortmund-November-28-2009-Bundesliga",NA,NA
"48","Fußball-Bundesliga","M","GER",2010,NA,"14","Sat",2009-11-28,NA,"Nürnberg",0,"Freiburg",1,NA,NA,"Babak Rafati",NA,"https://fbref.com/en/matches/858e7beb/Nurnberg-Freiburg-November-28-2009-Bundesliga",NA,NA
"49","Fußball-Bundesliga","M","GER",2010,NA,"14","Sat",2009-11-28,NA,"M'Gladbach",1,"Schalke 04",0,NA,NA,"Wolfgang Stark",NA,"https://fbref.com/en/matches/adcace5c/Monchengladbach-Schalke-04-November-28-2009-Bundesliga",NA,NA
"50","Fußball-Bundesliga","M","GER",2010,NA,"14","Sat",2009-11-28,NA,"Mainz 05",1,"Hamburger SV",1,NA,NA,"Manuel Gräfe",NA,"https://fbref.com/en/matches/bfe2bee8/Mainz-05-Hamburger-SV-November-28-2009-Bundesliga",NA,NA
"51","Fußball-Bundesliga","M","GER",2010,NA,"14","Sat",2009-11-28,NA,"Werder Bremen",2,"Wolfsburg",2,NA,NA,"Günter Perl",NA,"https://fbref.com/en/matches/c856f5a6/Werder-Bremen-Wolfsburg-November-28-2009-Bundesliga",NA,NA
"52","Fußball-Bundesliga","M","GER",2010,NA,"14","Sat",2009-11-28,NA,"Hertha BSC",1,"Eint Frankfurt",3,NA,NA,"Helmut Fleischer",NA,"https://fbref.com/en/matches/de76e907/Hertha-BSC-Eintracht-Frankfurt-November-28-2009-Bundesliga",NA,NA
"53","Fußball-Bundesliga","M","GER",2010,NA,"14","Sun",2009-11-29,NA,"Leverkusen",4,"Stuttgart",0,NA,NA,"Florian Meyer",NA,"https://fbref.com/en/matches/142aae28/Bayer-Leverkusen-Stuttgart-November-29-2009-Bundesliga",NA,NA
"54","Fußball-Bundesliga","M","GER",2010,NA,"14","Sun",2009-11-29,NA,"Hannover 96",0,"Bayern Munich",3,NA,NA,"Thorsten Kinhöfer",NA,"https://fbref.com/en/matches/bd5094a7/Hannover-96-Bayern-Munich-November-29-2009-Bundesliga",NA,NA
"55","Fußball-Bundesliga","M","GER",2010,NA,"15","Fri",2009-12-04,NA,"Bayern Munich",2,"M'Gladbach",1,NA,NA,"Michael Weiner",NA,"https://fbref.com/en/matches/2630e088/Bayern-Munich-Monchengladbach-December-4-2009-Bundesliga",NA,NA
"56","Fußball-Bundesliga","M","GER",2010,NA,"15","Sat",2009-12-05,NA,"Hannover 96",0,"Leverkusen",0,NA,NA,"Peter Sippel",NA,"https://fbref.com/en/matches/43ebaac0/Hannover-96-Bayer-Leverkusen-December-5-2009-Bundesliga",NA,NA
"57","Fußball-Bundesliga","M","GER",2010,NA,"15","Sat",2009-12-05,NA,"Dortmund",4,"Nürnberg",0,NA,NA,"Peter Gagelmann",NA,"https://fbref.com/en/matches/8a81b2e9/Dortmund-Nurnberg-December-5-2009-Bundesliga",NA,NA
"58","Fußball-Bundesliga","M","GER",2010,NA,"15","Sat",2009-12-05,NA,"Stuttgart",1,"Bochum",1,NA,NA,"Lutz Wagner",NA,"https://fbref.com/en/matches/9937bd14/Stuttgart-Bochum-December-5-2009-Bundesliga",NA,NA
"59","Fußball-Bundesliga","M","GER",2010,NA,"15","Sat",2009-12-05,NA,"Wolfsburg",2,"Freiburg",2,NA,NA,"Guido Winkmann",NA,"https://fbref.com/en/matches/afa4b56b/Wolfsburg-Freiburg-December-5-2009-Bundesliga",NA,NA
"60","Fußball-Bundesliga","M","GER",2010,NA,"15","Sat",2009-12-05,NA,"Eint Frankfurt",2,"Mainz 05",0,NA,NA,"Felix Brych",NA,"https://fbref.com/en/matches/b24c7edf/Eintracht-Frankfurt-Mainz-05-December-5-2009-Bundesliga",NA,NA
"61","Fußball-Bundesliga","M","GER",2010,NA,"15","Sat",2009-12-05,NA,"Hamburger SV",0,"Hoffenheim",0,NA,NA,"Wolfgang Stark",NA,"https://fbref.com/en/matches/f78a3929/Hamburger-SV-Hoffenheim-December-5-2009-Bundesliga",NA,NA
"62","Fußball-Bundesliga","M","GER",2010,NA,"15","Sun",2009-12-06,NA,"Schalke 04",2,"Hertha BSC",0,NA,NA,"Knut Kircher",NA,"https://fbref.com/en/matches/645f3306/Schalke-04-Hertha-BSC-December-6-2009-Bundesliga",NA,NA
"63","Fußball-Bundesliga","M","GER",2010,NA,"15","Sun",2009-12-06,NA,"Köln",0,"Werder Bremen",0,NA,NA,"Jochen Drees",NA,"https://fbref.com/en/matches/80265191/Koln-Werder-Bremen-December-6-2009-Bundesliga",NA,NA
"64","Fußball-Bundesliga","M","GER",2010,NA,"16","Fri",2009-12-11,NA,"Hertha BSC",2,"Leverkusen",2,NA,NA,"Babak Rafati",NA,"https://fbref.com/en/matches/49911452/Hertha-BSC-Bayer-Leverkusen-December-11-2009-Bundesliga",NA,NA
"65","Fußball-Bundesliga","M","GER",2010,NA,"16","Sat",2009-12-12,NA,"M'Gladbach",5,"Hannover 96",3,NA,NA,"Michael Kempter",NA,"https://fbref.com/en/matches/2f51a742/Monchengladbach-Hannover-96-December-12-2009-Bundesliga",NA,NA
"66","Fußball-Bundesliga","M","GER",2010,NA,"16","Sat",2009-12-12,NA,"Werder Bremen",0,"Schalke 04",2,NA,NA,"Helmut Fleischer",NA,"https://fbref.com/en/matches/4223d678/Werder-Bremen-Schalke-04-December-12-2009-Bundesliga",NA,NA
"67","Fußball-Bundesliga","M","GER",2010,NA,"16","Sat",2009-12-12,NA,"Freiburg",0,"Köln",0,NA,NA,"Felix Zwayer",NA,"https://fbref.com/en/matches/43015530/Freiburg-Koln-December-12-2009-Bundesliga",NA,NA
"68","Fußball-Bundesliga","M","GER",2010,NA,"16","Sat",2009-12-12,NA,"Nürnberg",0,"Hamburger SV",4,NA,NA,"Thorsten Kinhöfer",NA,"https://fbref.com/en/matches/4929e473/Nurnberg-Hamburger-SV-December-12-2009-Bundesliga",NA,NA
"69","Fußball-Bundesliga","M","GER",2010,NA,"16","Sat",2009-12-12,NA,"Hoffenheim",1,"Eint Frankfurt",1,NA,NA,"Günter Perl",NA,"https://fbref.com/en/matches/839d2f1a/Hoffenheim-Eintracht-Frankfurt-December-12-2009-Bundesliga",NA,NA
"70","Fußball-Bundesliga","M","GER",2010,NA,"16","Sat",2009-12-12,NA,"Bochum",1,"Bayern Munich",5,NA,NA,"Florian Meyer",NA,"https://fbref.com/en/matches/f1e1168d/Bochum-Bayern-Munich-December-12-2009-Bundesliga",NA,NA
"71","Fußball-Bundesliga","M","GER",2010,NA,"16","Sun",2009-12-13,NA,"Wolfsburg",1,"Dortmund",3,NA,NA,"Knut Kircher",NA,"https://fbref.com/en/matches/5284c7ed/Wolfsburg-Dortmund-December-13-2009-Bundesliga",NA,NA
"72","Fußball-Bundesliga","M","GER",2010,NA,"16","Sun",2009-12-13,NA,"Mainz 05",1,"Stuttgart",1,NA,NA,"Wolfgang Stark",NA,"https://fbref.com/en/matches/abd6098b/Mainz-05-Stuttgart-December-13-2009-Bundesliga",NA,NA
"73","Fußball-Bundesliga","M","GER",2010,NA,"17","Fri",2009-12-18,NA,"Schalke 04",1,"Mainz 05",0,NA,NA,"Deniz Aytekin",NA,"https://fbref.com/en/matches/67ff087b/Schalke-04-Mainz-05-December-18-2009-Bundesliga",NA,NA
"74","Fußball-Bundesliga","M","GER",2010,NA,"17","Sat",2009-12-19,NA,"Dortmund",1,"Freiburg",0,NA,NA,"Peter Sippel",NA,"https://fbref.com/en/matches/5137a3a9/Dortmund-Freiburg-December-19-2009-Bundesliga",NA,NA
"75","Fußball-Bundesliga","M","GER",2010,NA,"17","Sat",2009-12-19,NA,"Stuttgart",3,"Hoffenheim",1,NA,NA,"Manuel Gräfe",NA,"https://fbref.com/en/matches/6a03955b/Stuttgart-Hoffenheim-December-19-2009-Bundesliga",NA,NA
"76","Fußball-Bundesliga","M","GER",2010,NA,"17","Sat",2009-12-19,NA,"Bayern Munich",5,"Hertha BSC",2,NA,NA,"Marco Fritz",NA,"https://fbref.com/en/matches/8f476f33/Bayern-Munich-Hertha-BSC-December-19-2009-Bundesliga",NA,NA
"77","Fußball-Bundesliga","M","GER",2010,NA,"17","Sat",2009-12-19,NA,"Eint Frankfurt",2,"Wolfsburg",2,NA,NA,"Wolfgang Stark",NA,"https://fbref.com/en/matches/9ab674df/Eintracht-Frankfurt-Wolfsburg-December-19-2009-Bundesliga",NA,NA
"78","Fußball-Bundesliga","M","GER",2010,NA,"17","Sat",2009-12-19,NA,"Leverkusen",3,"M'Gladbach",2,NA,NA,"Jochen Drees",NA,"https://fbref.com/en/matches/9ecd78cc/Bayer-Leverkusen-Monchengladbach-December-19-2009-Bundesliga",NA,NA
"79","Fußball-Bundesliga","M","GER",2010,NA,"17","Sat",2009-12-19,NA,"Hannover 96",2,"Bochum",3,NA,NA,"Knut Kircher",NA,"https://fbref.com/en/matches/b86fbafa/Hannover-96-Bochum-December-19-2009-Bundesliga",NA,NA
"80","Fußball-Bundesliga","M","GER",2010,NA,"17","Sun",2009-12-20,NA,"Hamburger SV",2,"Werder Bremen",1,NA,NA,"Florian Meyer",NA,"https://fbref.com/en/matches/9a55a194/Hamburger-SV-Werder-Bremen-December-20-2009-Bundesliga",NA,NA
"81","Fußball-Bundesliga","M","GER",2010,NA,"17","Sun",2009-12-20,NA,"Köln",3,"Nürnberg",0,NA,NA,"Lutz Wagner",NA,"https://fbref.com/en/matches/ac7d5c57/Koln-Nurnberg-December-20-2009-Bundesliga",NA,NA
"82","Fußball-Bundesliga","M","GER",2010,NA,"18","Fri",2010-01-15,NA,"Bayern Munich",2,"Hoffenheim",0,NA,NA,"Thorsten Kinhöfer",NA,"https://fbref.com/en/matches/bfbf31a4/Bayern-Munich-Hoffenheim-January-15-2010-Bundesliga",NA,NA
"83","Fußball-Bundesliga","M","GER",2010,NA,"18","Sat",2010-01-16,NA,"Hannover 96",0,"Hertha BSC",3,NA,NA,"Peter Gagelmann",NA,"https://fbref.com/en/matches/658c95df/Hannover-96-Hertha-BSC-January-16-2010-Bundesliga",NA,NA
"84","Fußball-Bundesliga","M","GER",2010,NA,"18","Sat",2010-01-16,NA,"Hamburger SV",2,"Freiburg",0,NA,NA,"Lutz Wagner",NA,"https://fbref.com/en/matches/7a56bc85/Hamburger-SV-Freiburg-January-16-2010-Bundesliga",NA,NA
"85","Fußball-Bundesliga","M","GER",2010,NA,"18","Sat",2010-01-16,NA,"Stuttgart",3,"Wolfsburg",1,NA,NA,"Peter Sippel",NA,"https://fbref.com/en/matches/7a79a8b1/Stuttgart-Wolfsburg-January-16-2010-Bundesliga",NA,NA
"86","Fußball-Bundesliga","M","GER",2010,NA,"18","Sat",2010-01-16,NA,"Eint Frankfurt",1,"Werder Bremen",0,NA,NA,"Michael Weiner",NA,"https://fbref.com/en/matches/89ab6167/Eintracht-Frankfurt-Werder-Bremen-January-16-2010-Bundesliga",NA,NA
"87","Fußball-Bundesliga","M","GER",2010,NA,"18","Sat",2010-01-16,NA,"M'Gladbach",1,"Bochum",2,NA,NA,"Babak Rafati",NA,"https://fbref.com/en/matches/c60ad7b1/Monchengladbach-Bochum-January-16-2010-Bundesliga",NA,NA
"88","Fußball-Bundesliga","M","GER",2010,NA,"18","Sat",2010-01-16,NA,"Leverkusen",4,"Mainz 05",2,NA,NA,"Helmut Fleischer",NA,"https://fbref.com/en/matches/e157715e/Bayer-Leverkusen-Mainz-05-January-16-2010-Bundesliga",NA,NA
"89","Fußball-Bundesliga","M","GER",2010,NA,"18","Sun",2010-01-17,NA,"Schalke 04",1,"Nürnberg",0,NA,NA,"Michael Kempter",NA,"https://fbref.com/en/matches/5a619f21/Schalke-04-Nurnberg-January-17-2010-Bundesliga",NA,NA
"90","Fußball-Bundesliga","M","GER",2010,NA,"18","Sun",2010-01-17,NA,"Köln",2,"Dortmund",3,NA,NA,"Florian Meyer",NA,"https://fbref.com/en/matches/e42a503c/Koln-Dortmund-January-17-2010-Bundesliga",NA,NA
"91","Fußball-Bundesliga","M","GER",2010,NA,"19","Fri",2010-01-22,NA,"Freiburg",0,"Stuttgart",1,NA,NA,"Felix Brych",NA,"https://fbref.com/en/matches/787924f0/Freiburg-Stuttgart-January-22-2010-Bundesliga",NA,NA
"92","Fußball-Bundesliga","M","GER",2010,NA,"19","Sat",2010-01-23,NA,"Werder Bremen",2,"Bayern Munich",3,NA,NA,"Knut Kircher",NA,"https://fbref.com/en/matches/0f53d9b2/Werder-Bremen-Bayern-Munich-January-23-2010-Bundesliga",NA,NA
"93","Fußball-Bundesliga","M","GER",2010,NA,"19","Sat",2010-01-23,NA,"Nürnberg",1,"Eint Frankfurt",1,NA,NA,"Jochen Drees",NA,"https://fbref.com/en/matches/39ea17e9/Nurnberg-Eintracht-Frankfurt-January-23-2010-Bundesliga",NA,NA
"94","Fußball-Bundesliga","M","GER",2010,NA,"19","Sat",2010-01-23,NA,"Hertha BSC",0,"M'Gladbach",0,NA,NA,"Markus Schmidt",NA,"https://fbref.com/en/matches/3c3bf11d/Hertha-BSC-Monchengladbach-January-23-2010-Bundesliga",NA,NA
"95","Fußball-Bundesliga","M","GER",2010,NA,"19","Sat",2010-01-23,NA,"Bochum",2,"Schalke 04",2,NA,NA,"Wolfgang Stark",NA,"https://fbref.com/en/matches/3cedd19c/Bochum-Schalke-04-January-23-2010-Bundesliga",NA,NA
"96","Fußball-Bundesliga","M","GER",2010,NA,"19","Sat",2010-01-23,NA,"Dortmund",1,"Hamburger SV",0,NA,NA,"Manuel Gräfe",NA,"https://fbref.com/en/matches/79c93c06/Dortmund-Hamburger-SV-January-23-2010-Bundesliga",NA,NA
"97","Fußball-Bundesliga","M","GER",2010,NA,"19","Sat",2010-01-23,NA,"Mainz 05",1,"Hannover 96",0,NA,NA,"Guido Winkmann",NA,"https://fbref.com/en/matches/ec70ea71/Mainz-05-Hannover-96-January-23-2010-Bundesliga",NA,NA
"98","Fußball-Bundesliga","M","GER",2010,NA,"19","Sun",2010-01-24,NA,"Hoffenheim",0,"Leverkusen",3,NA,NA,"Deniz Aytekin",NA,"https://fbref.com/en/matches/3da74b22/Hoffenheim-Bayer-Leverkusen-January-24-2010-Bundesliga",NA,NA
"99","Fußball-Bundesliga","M","GER",2010,NA,"19","Sun",2010-01-24,NA,"Wolfsburg",2,"Köln",3,NA,NA,"Günter Perl",NA,"https://fbref.com/en/matches/4b83240c/Wolfsburg-Koln-January-24-2010-Bundesliga",NA,NA
