"","Date","Home","Away","HomeGoals","AwayGoals"
"1439",2014-03-30,"Cambuur","AZ Alkmaar",0,0
"1440",2014-03-30,"Ajax","Twente",3,0
"1441",2014-04-04,"Zwolle","Groningen",0,1
"1442",2014-04-05,"Heerenveen","PSV Eindhoven",3,0
"1443",2014-04-05,"NAC Breda","Twente",0,2
"1444",2014-04-05,"NEC Nijmegen","Cambuur",1,1
"1445",2014-04-05,"Heracles Almelo","Go Ahead Eag",1,2
"1446",2014-04-06,"Roda JC","AZ Alkmaar",2,2
"1447",2014-04-06,"Feyenoord","RKC Waalwijk",2,0
"1448",2014-04-06,"ADO Den Haag","Utrecht",4,1
"1449",2014-04-06,"Vitesse","Ajax",1,1
"1450",2014-04-11,"Groningen","NAC Breda",2,1
"1451",2014-04-12,"Go Ahead Eag","Heerenveen",0,2
"1452",2014-04-12,"Cambuur","Vitesse",4,3
"1453",2014-04-12,"Twente","Roda JC",3,0
"1454",2014-04-13,"RKC Waalwijk","Zwolle",1,1
"1455",2014-04-13,"Ajax","ADO Den Haag",3,2
"1456",2014-04-13,"AZ Alkmaar","NEC Nijmegen",1,1
"1457",2014-04-13,"PSV Eindhoven","Feyenoord",0,2
"1458",2014-04-13,"Utrecht","Heracles Almelo",2,1
"1459",2014-04-27,"Roda JC","Groningen",1,2
"1460",2014-04-27,"NAC Breda","RKC Waalwijk",1,1
"1461",2014-04-27,"ADO Den Haag","AZ Alkmaar",2,1
"1462",2014-04-27,"Zwolle","PSV Eindhoven",1,2
"1463",2014-04-27,"Vitesse","Go Ahead Eag",2,2
"1464",2014-04-27,"NEC Nijmegen","Twente",2,5
"1465",2014-04-27,"Heerenveen","Utrecht",4,1
"1466",2014-04-27,"Feyenoord","Cambuur",5,1
"1467",2014-04-27,"Heracles Almelo","Ajax",1,1
"1468",2014-05-03,"Cambuur","ADO Den Haag",1,2
"1469",2014-05-03,"Go Ahead Eag","Roda JC",0,1
"1470",2014-05-03,"Twente","Zwolle",2,2
"1471",2014-05-03,"AZ Alkmaar","Feyenoord",1,1
"1472",2014-05-03,"PSV Eindhoven","NAC Breda",2,0
"1473",2014-05-03,"Utrecht","Vitesse",2,1
"1474",2014-05-03,"Groningen","Heracles Almelo",3,1
"1475",2014-05-03,"RKC Waalwijk","Heerenveen",0,3
"1476",2014-05-03,"Ajax","NEC Nijmegen",2,2
"1477",2013-08-23,"Heerenveen","Ajax",3,3
"1478",2013-08-24,"Zwolle","Cambuur",2,0
"1479",2013-08-24,"Heracles Almelo","PSV Eindhoven",1,1
"1480",2013-08-24,"ADO Den Haag","Roda JC",0,4
"1481",2013-08-24,"NEC Nijmegen","RKC Waalwijk",2,2
"1482",2013-08-25,"Go Ahead Eag","Groningen",3,3
"1483",2013-08-25,"Vitesse","Twente",1,0
"1484",2013-08-25,"Feyenoord","NAC Breda",3,1
"1485",2013-08-25,"Utrecht","AZ Alkmaar",2,0
"1486",2013-08-30,"NAC Breda","NEC Nijmegen",1,1
"1487",2013-08-31,"RKC Waalwijk","Go Ahead Eag",1,4
"1488",2013-08-31,"Twente","Heerenveen",1,1
"1489",2013-08-31,"PSV Eindhoven","Cambuur",0,0
"1490",2013-08-31,"Heracles Almelo","ADO Den Haag",1,0
"1491",2013-09-01,"AZ Alkmaar","Vitesse",1,1
"1492",2013-09-01,"Zwolle","Utrecht",1,1
"1493",2013-09-01,"Feyenoord","Roda JC",4,0
"1494",2013-09-01,"Groningen","Ajax",1,1
"1495",2013-09-14,"Cambuur","Heracles Almelo",2,0
"1496",2013-09-14,"Ajax","Zwolle",2,1
"1497",2013-09-14,"Twente","PSV Eindhoven",2,2
"1498",2013-09-15,"Roda JC","NAC Breda",1,5
"1499",2013-09-15,"AZ Alkmaar","Go Ahead Eag",3,0
"1500",2013-09-15,"NEC Nijmegen","Feyenoord",3,3
"1501",2013-09-15,"Utrecht","RKC Waalwijk",2,1
"1502",2013-09-15,"Heerenveen","Groningen",4,2
"1503",2013-10-02,"ADO Den Haag","Vitesse",2,1
"1504",2013-09-20,"Go Ahead Eag","Cambuur",0,0
"1505",2013-09-21,"Heracles Almelo","Twente",0,3
"1506",2013-09-21,"Roda JC","Heerenveen",3,3
"1507",2013-09-21,"ADO Den Haag","NEC Nijmegen",1,1
"1508",2013-09-21,"Groningen","RKC Waalwijk",4,1
"1509",2013-09-22,"Vitesse","Zwolle",3,0
"1510",2013-09-22,"NAC Breda","AZ Alkmaar",3,0
"1511",2013-09-22,"Feyenoord","Utrecht",1,0
"1512",2013-09-22,"PSV Eindhoven","Ajax",4,0
"1513",2013-09-28,"Ajax","Go Ahead Eag",6,0
"1514",2013-09-28,"RKC Waalwijk","Heracles Almelo",1,4
"1515",2013-09-28,"AZ Alkmaar","PSV Eindhoven",2,1
"1516",2013-09-28,"Zwolle","NAC Breda",0,0
"1517",2013-09-28,"Utrecht","Roda JC",3,3
"1518",2013-09-29,"Feyenoord","ADO Den Haag",4,2
"1519",2013-09-29,"Heerenveen","Cambuur",2,1
"1520",2013-09-29,"NEC Nijmegen","Vitesse",2,3
"1521",2013-09-29,"Twente","Groningen",5,0
"1522",2013-10-04,"Cambuur","Twente",0,1
"1523",2013-10-05,"Go Ahead Eag","NEC Nijmegen",4,3
"1524",2013-10-05,"NAC Breda","Heracles Almelo",2,1
"1525",2013-10-05,"Roda JC","Zwolle",0,0
"1526",2013-10-06,"Ajax","Utrecht",3,0
"1527",2013-10-06,"Groningen","AZ Alkmaar",2,1
"1528",2013-10-06,"Vitesse","Feyenoord",1,2
"1529",2013-10-06,"PSV Eindhoven","RKC Waalwijk",2,1
"1530",2013-12-04,"ADO Den Haag","Heerenveen",1,1
"1531",2014-08-08,"Zwolle","Utrecht",2,0
"1532",2014-08-09,"Heerenveen","Dordrecht",1,2
"1533",2014-08-09,"NAC Breda","Excelsior",1,1
"1534",2014-08-09,"Cambuur","Twente",1,1
"1535",2014-08-09,"Heracles Almelo","AZ Alkmaar",0,3
"1536",2014-08-10,"ADO Den Haag","Feyenoord",0,1
"1537",2014-08-10,"Ajax","Vitesse",4,1
"1538",2014-08-10,"Go Ahead Eag","Groningen",2,3
"1539",2014-08-10,"Willem II","PSV Eindhoven",1,3
"1540",2014-10-24,"ADO Den Haag","Dordrecht",2,0
"1541",2014-10-25,"Vitesse","NAC Breda",2,2
"1542",2014-10-25,"Heracles Almelo","Willem II",1,3
"1543",2014-10-25,"AZ Alkmaar","Groningen",2,2
"1544",2014-10-25,"Ajax","Go Ahead Eag",3,1
"1545",2014-10-26,"Cambuur","Feyenoord",0,1
"1546",2014-10-26,"Utrecht","PSV Eindhoven",1,5
"1547",2014-10-26,"Zwolle","Heerenveen",2,2
"1548",2014-10-26,"Excelsior","Twente",2,1
"1549",2014-11-01,"Ajax","Dordrecht",4,0
"1550",2014-11-01,"Feyenoord","Zwolle",2,0
"1551",2014-11-01,"Twente","Heerenveen",2,0
"1552",2014-11-01,"PSV Eindhoven","ADO Den Haag",1,0
"1553",2014-11-02,"Utrecht","Vitesse",3,1
"1554",2014-11-02,"AZ Alkmaar","Excelsior",3,3
"1555",2014-11-02,"Go Ahead Eag","Heracles Almelo",1,3
"1556",2014-11-02,"Willem II","Cambuur",1,1
"1557",2014-11-02,"Groningen","NAC Breda",1,0
"1558",2014-11-07,"Excelsior","Utrecht",2,2
"1559",2014-11-08,"ADO Den Haag","Willem II",3,2
"1560",2014-11-08,"Zwolle","Groningen",2,0
"1561",2014-11-08,"Heerenveen","Go Ahead Eag",2,2
"1562",2014-11-08,"NAC Breda","AZ Alkmaar",0,1
"1563",2014-11-09,"Cambuur","Ajax",2,4
"1564",2014-11-09,"Dordrecht","Twente",0,4
"1565",2014-11-09,"Vitesse","Feyenoord",0,0
"1566",2014-11-09,"Heracles Almelo","PSV Eindhoven",1,2
"1567",2014-11-22,"AZ Alkmaar","Vitesse",1,0
"1568",2014-11-22,"Go Ahead Eag","NAC Breda",2,0
"1569",2014-11-22,"Feyenoord","Dordrecht",2,0
"1570",2014-11-22,"Ajax","Heerenveen",4,1
"1571",2014-11-22,"Willem II","Excelsior",1,1
"1572",2014-11-23,"Groningen","PSV Eindhoven",1,1
"1573",2014-11-23,"Zwolle","Twente",1,2
"1574",2014-11-23,"Heracles Almelo","ADO Den Haag",3,1
"1575",2014-11-23,"Utrecht","Cambuur",1,3
"1576",2014-11-28,"Dordrecht","Willem II",0,4
"1577",2014-11-29,"Heerenveen","Heracles Almelo",0,1
"1578",2014-11-29,"Vitesse","Go Ahead Eag",2,2
"1579",2014-11-29,"NAC Breda","Utrecht",1,5
"1580",2014-11-29,"Cambuur","AZ Alkmaar",0,2
"1581",2014-11-30,"ADO Den Haag","Ajax",1,1
"1582",2014-11-30,"Excelsior","Zwolle",0,5
"1583",2014-11-30,"Twente","Groningen",1,2
"1584",2014-12-17,"PSV Eindhoven","Feyenoord",4,3
"1585",2014-12-06,"Excelsior","Feyenoord",2,5
"1586",2014-12-06,"AZ Alkmaar","Go Ahead Eag",2,0
"1587",2014-12-06,"Cambuur","NAC Breda",0,1
"1588",2014-12-06,"Dordrecht","PSV Eindhoven",1,3
"1589",2014-12-06,"Ajax","Willem II",5,0
"1590",2014-12-07,"Zwolle","ADO Den Haag",3,1
"1591",2014-12-07,"Utrecht","Heracles Almelo",2,4
"1592",2014-12-07,"Groningen","Heerenveen",1,1
"1593",2014-12-07,"Vitesse","Twente",2,2
"1594",2014-12-12,"Heracles Almelo","Dordrecht",1,1
"1595",2014-12-13,"NAC Breda","Heerenveen",0,2
"1596",2014-12-13,"ADO Den Haag","Excelsior",2,2
"1597",2014-12-13,"Willem II","Zwolle",0,1
"1598",2014-12-13,"Go Ahead Eag","Cambuur",1,2
"1599",2014-12-14,"Ajax","Utrecht",3,1
"1600",2014-12-14,"Groningen","Vitesse",1,1
"1601",2014-12-14,"PSV Eindhoven","Twente",2,0
"1602",2014-12-14,"Feyenoord","AZ Alkmaar",2,2
"1603",2014-12-19,"Heerenveen","ADO Den Haag",0,0
"1604",2014-12-20,"Cambuur","Zwolle",2,1
"1605",2014-12-20,"PSV Eindhoven","Go Ahead Eag",5,0
"1606",2014-12-20,"Dordrecht","Groningen",1,1
"1607",2014-12-20,"AZ Alkmaar","Utrecht",0,3
"1608",2014-12-21,"Vitesse","Heracles Almelo",3,0
"1609",2014-12-21,"Excelsior","Ajax",0,2
"1610",2014-12-21,"NAC Breda","Feyenoord",0,1
"1611",2014-12-21,"Twente","Willem II",3,2
"1612",2015-01-16,"Ajax","Groningen",2,0
"1613",2015-01-17,"Zwolle","NAC Breda",4,1
"1614",2015-01-17,"AZ Alkmaar","Dordrecht",2,0
"1615",2015-01-17,"ADO Den Haag","Cambuur",2,2
"1616",2015-01-17,"Vitesse","PSV Eindhoven",0,1
"1617",2015-01-18,"Willem II","Go Ahead Eag",1,0
"1618",2015-01-18,"Utrecht","Heerenveen",1,2
"1619",2015-01-18,"Feyenoord","Twente",3,1
"1620",2015-01-18,"Heracles Almelo","Excelsior",0,3
"1621",2015-01-23,"Twente","Heracles Almelo",2,0
"1622",2015-01-24,"Cambuur","PSV Eindhoven",1,2
"1623",2015-01-24,"Zwolle","AZ Alkmaar",1,1
"1624",2015-01-24,"Dordrecht","Excelsior",1,0
"1625",2015-01-24,"Heerenveen","Vitesse",4,1
"1626",2015-01-25,"Ajax","Feyenoord",0,0
"1627",2015-01-25,"NAC Breda","Willem II",0,0
"1628",2015-01-25,"Groningen","Utrecht",2,2
"1629",2015-01-25,"Go Ahead Eag","ADO Den Haag",1,0
"1630",2014-08-15,"Feyenoord","Heerenveen",1,1
"1631",2014-08-16,"PSV Eindhoven","NAC Breda",6,1
"1632",2014-08-16,"Dordrecht","Zwolle",1,2
"1633",2014-08-16,"Twente","ADO Den Haag",2,2
"1634",2014-08-16,"Vitesse","Cambuur",2,2
"1635",2014-08-17,"AZ Alkmaar","Ajax",1,3
"1636",2014-08-17,"Utrecht","Willem II",2,1
"1637",2014-08-17,"Excelsior","Go Ahead Eag",3,2
"1638",2014-08-17,"Groningen","Heracles Almelo",3,1
"1639",2015-01-30,"Dordrecht","Heerenveen",0,0
"1640",2015-01-31,"PSV Eindhoven","Willem II",2,1
"1641",2015-01-31,"Excelsior","NAC Breda",0,0
"1642",2015-01-31,"Groningen","Go Ahead Eag",2,0
"1643",2015-01-31,"Twente","Cambuur",2,1
"1644",2015-02-01,"Feyenoord","ADO Den Haag",2,1
"1645",2015-02-01,"Vitesse","Ajax",1,0
"1646",2015-02-01,"Utrecht","Zwolle",0,2
"1647",2015-02-01,"AZ Alkmaar","Heracles Almelo",3,1
"1648",2015-02-03,"Go Ahead Eag","Excelsior",0,0
"1649",2015-02-03,"NAC Breda","PSV Eindhoven",0,2
"1650",2015-02-04,"ADO Den Haag","Twente",2,0
"1651",2015-02-04,"Heerenveen","Feyenoord",3,1
"1652",2015-02-04,"Zwolle","Dordrecht",4,0
"1653",2015-02-04,"Willem II","Utrecht",1,0
"1654",2015-02-04,"Cambuur","Vitesse",0,2
"1655",2015-02-05,"Heracles Almelo","Groningen",2,2
"1656",2015-02-05,"Ajax","AZ Alkmaar",0,1
"1657",2015-02-07,"Twente","Excelsior",1,3
"1658",2015-02-07,"Dordrecht","ADO Den Haag",0,0
"1659",2015-02-07,"Heerenveen","Zwolle",4,0
"1660",2015-02-07,"PSV Eindhoven","Utrecht",3,1
"1661",2015-02-07,"NAC Breda","Vitesse",0,1
"1662",2015-02-08,"Feyenoord","Cambuur",2,1
"1663",2015-02-08,"Go Ahead Eag","Ajax",1,2
"1664",2015-02-08,"Willem II","Heracles Almelo",3,0
"1665",2015-02-08,"Groningen","AZ Alkmaar",2,4
"1666",2015-02-13,"AZ Alkmaar","PSV Eindhoven",2,4
"1667",2015-02-14,"Heracles Almelo","Feyenoord",2,0
"1668",2015-02-14,"Vitesse","Willem II",2,0
"1669",2015-02-14,"Excelsior","Groningen",1,1
"1670",2015-02-14,"ADO Den Haag","NAC Breda",3,2
"1671",2015-02-15,"Cambuur","Heerenveen",2,1
"1672",2015-02-15,"Utrecht","Dordrecht",6,1
"1673",2015-02-15,"Zwolle","Go Ahead Eag",0,1
"1674",2015-02-15,"Ajax","Twente",4,2
"1675",2015-02-20,"NAC Breda","Cambuur",2,1
"1676",2015-02-21,"ADO Den Haag","Zwolle",3,2
"1677",2015-02-21,"Go Ahead Eag","AZ Alkmaar",0,2
"1678",2015-02-21,"Heracles Almelo","Utrecht",1,1
"1679",2015-02-22,"Heerenveen","Groningen",3,1
"1680",2015-02-22,"Twente","Vitesse",1,2
"1681",2015-02-22,"PSV Eindhoven","Dordrecht",3,0
"1682",2015-02-22,"Willem II","Ajax",1,1
"1683",2015-02-22,"Feyenoord","Excelsior",3,2
"1684",2015-02-27,"Dordrecht","Go Ahead Eag",2,1
"1685",2015-02-28,"Vitesse","Zwolle",2,1
"1686",2015-02-28,"Twente","NAC Breda",1,1
"1687",2015-02-28,"AZ Alkmaar","Willem II",2,0
"1688",2015-02-28,"Cambuur","Heracles Almelo",1,0
"1689",2015-03-01,"Excelsior","Heerenveen",3,0
"1690",2015-03-01,"Utrecht","Feyenoord",0,0
"1691",2015-03-01,"Groningen","ADO Den Haag",1,1
"1692",2015-03-01,"PSV Eindhoven","Ajax",1,3
"1693",2015-03-06,"Willem II","Twente",2,2
"1694",2015-03-07,"Go Ahead Eag","PSV Eindhoven",0,3
"1695",2015-03-07,"ADO Den Haag","Heerenveen",0,1
"1696",2015-03-07,"Heracles Almelo","Vitesse",1,1
"1697",2015-03-07,"Zwolle","Cambuur",6,1
"1698",2015-03-08,"Groningen","Dordrecht",2,0
"1699",2015-03-08,"Feyenoord","NAC Breda",3,0
"1700",2015-03-08,"Ajax","Excelsior",1,0
"1701",2015-03-08,"Utrecht","AZ Alkmaar",6,2
"1702",2015-03-13,"Vitesse","AZ Alkmaar",3,1
"1703",2015-03-14,"Twente","Zwolle",2,0
"1704",2015-03-14,"Cambuur","Utrecht",3,1
"1705",2015-03-14,"NAC Breda","Go Ahead Eag",1,0
"1706",2015-03-14,"Excelsior","Willem II",2,3
"1707",2015-03-15,"ADO Den Haag","Heracles Almelo",1,3
"1708",2015-03-15,"Heerenveen","Ajax",1,4
"1709",2015-03-15,"PSV Eindhoven","Groningen",2,1
"1710",2015-03-15,"Dordrecht","Feyenoord",1,2
"1711",2015-03-20,"Utrecht","NAC Breda",3,4
"1712",2015-03-21,"Go Ahead Eag","Vitesse",0,2
"1713",2015-03-21,"Willem II","Dordrecht",2,1
"1714",2015-03-21,"Heracles Almelo","Heerenveen",1,4
"1715",2015-03-21,"AZ Alkmaar","Cambuur",2,1
"1716",2015-03-22,"Zwolle","Excelsior",1,1
"1717",2015-03-22,"Groningen","Twente",2,2
"1718",2015-03-22,"Feyenoord","PSV Eindhoven",2,1
"1719",2015-03-22,"Ajax","ADO Den Haag",1,0
"1720",2015-04-04,"Zwolle","Willem II",1,0
"1721",2015-04-04,"Vitesse","Groningen",1,1
"1722",2015-04-04,"Heerenveen","NAC Breda",0,0
"1723",2015-04-04,"Twente","PSV Eindhoven",0,5
"1724",2015-04-04,"Dordrecht","Heracles Almelo",2,3
"1725",2015-04-05,"Utrecht","Ajax",1,1
"1726",2015-04-05,"AZ Alkmaar","Feyenoord",1,4
"1727",2015-04-05,"Excelsior","ADO Den Haag",2,3
"1728",2015-04-05,"Cambuur","Go Ahead Eag",1,0
"1729",2014-08-22,"Heracles Almelo","Cambuur",0,1
"1730",2014-08-23,"Willem II","AZ Alkmaar",3,0
"1731",2014-08-23,"Heerenveen","Excelsior",2,0
"1732",2014-08-23,"Go Ahead Eag","Dordrecht",0,0
"1733",2014-08-24,"Zwolle","Vitesse",2,1
"1734",2014-08-24,"Feyenoord","Utrecht",1,2
"1735",2014-08-24,"ADO Den Haag","Groningen",3,0
"1736",2014-08-24,"NAC Breda","Twente",1,1
"1737",2014-08-24,"Ajax","PSV Eindhoven",1,3
"1738",2015-04-10,"PSV Eindhoven","Zwolle",3,1
"1739",2015-04-11,"Excelsior","Vitesse",1,3
"1740",2015-04-11,"Heerenveen","AZ Alkmaar",5,2
"1741",2015-04-11,"NAC Breda","Dordrecht",2,2
"1742",2015-04-11,"Heracles Almelo","Ajax",0,2
"1743",2015-04-12,"Willem II","Feyenoord",2,2
"1744",2015-04-12,"Go Ahead Eag","Twente",1,3
"1745",2015-04-12,"Groningen","Cambuur",3,2
"1746",2015-04-12,"ADO Den Haag","Utrecht",2,0
"1747",2015-04-17,"Cambuur","Excelsior",1,1
"1748",2015-04-18,"AZ Alkmaar","ADO Den Haag",3,1
"1749",2015-04-18,"Vitesse","Dordrecht",3,0
"1750",2015-04-18,"PSV Eindhoven","Heerenveen",4,1
"1751",2015-04-18,"Willem II","Groningen",1,4
"1752",2015-04-19,"Feyenoord","Go Ahead Eag",0,1
"1753",2015-04-19,"Heracles Almelo","Zwolle",2,0
"1754",2015-04-19,"Ajax","NAC Breda",0,0
"1755",2015-04-19,"Utrecht","Twente",1,0
"1756",2015-04-24,"ADO Den Haag","Vitesse",1,0
"1757",2015-04-25,"Heerenveen","Willem II",1,1
"1758",2015-04-25,"Go Ahead Eag","Utrecht",0,2
"1759",2015-04-25,"NAC Breda","Heracles Almelo",1,3
"1760",2015-04-25,"Excelsior","PSV Eindhoven",2,3
"1761",2015-04-26,"Dordrecht","Cambuur",0,0
"1762",2015-04-26,"Zwolle","Ajax",1,1
"1763",2015-04-26,"Groningen","Feyenoord",1,1
"1764",2015-04-26,"Twente","AZ Alkmaar",0,2
"1765",2015-05-10,"AZ Alkmaar","NAC Breda",3,2
"1766",2015-05-10,"Ajax","Cambuur",3,0
"1767",2015-05-10,"Willem II","ADO Den Haag",1,0
"1768",2015-05-10,"PSV Eindhoven","Heracles Almelo",2,0
"1769",2015-05-10,"Utrecht","Excelsior",2,2
"1770",2015-05-10,"Twente","Dordrecht",3,0
"1771",2015-05-10,"Groningen","Zwolle",0,1
"1772",2015-05-10,"Go Ahead Eag","Heerenveen",1,1
"1773",2015-05-11,"Feyenoord","Vitesse",1,4
"1774",2015-05-17,"Heracles Almelo","Go Ahead Eag",1,0
"1775",2015-05-17,"Dordrecht","Ajax",2,1
"1776",2015-05-17,"NAC Breda","Groningen",4,5
"1777",2015-05-17,"Vitesse","Utrecht",3,3
"1778",2015-05-17,"Cambuur","Willem II",1,2
"1779",2015-05-17,"Excelsior","AZ Alkmaar",1,4
"1780",2015-05-17,"Heerenveen","Twente",1,3
"1781",2015-05-17,"ADO Den Haag","PSV Eindhoven",2,3
"1782",2015-05-17,"Zwolle","Feyenoord",3,0
"1783",2014-08-29,"Go Ahead Eag","Willem II",1,0
"1784",2014-08-30,"Cambuur","ADO Den Haag",3,2
"1785",2014-08-30,"Dordrecht","AZ Alkmaar",1,3
"1786",2014-08-30,"Excelsior","Heracles Almelo",3,1
"1787",2014-08-30,"Heerenveen","Utrecht",3,1
"1788",2014-08-31,"PSV Eindhoven","Vitesse",2,0
"1789",2014-08-31,"Groningen","Ajax",2,0
"1790",2014-08-31,"NAC Breda","Zwolle",3,1
"1791",2014-08-31,"Twente","Feyenoord",0,0
"1792",2014-09-13,"Ajax","Heracles Almelo",2,1
"1793",2014-09-13,"Twente","Go Ahead Eag",2,1
"1794",2014-09-13,"AZ Alkmaar","Heerenveen",0,1
"1795",2014-09-13,"Feyenoord","Willem II",1,2
"1796",2014-09-13,"Zwolle","PSV Eindhoven",3,1
"1797",2014-09-14,"Utrecht","ADO Den Haag",0,0
"1798",2014-09-14,"Vitesse","Excelsior",3,1
"1799",2014-09-14,"Cambuur","Groningen",3,0
"1800",2014-09-14,"Dordrecht","NAC Breda",0,1
"1801",2014-09-19,"Willem II","NAC Breda",2,1
"1802",2014-09-20,"Excelsior","Dordrecht",1,1
"1803",2014-09-20,"ADO Den Haag","Go Ahead Eag",1,1
"1804",2014-09-20,"Vitesse","Heerenveen",1,1
"1805",2014-09-21,"Heracles Almelo","Twente",1,4
"1806",2014-09-21,"AZ Alkmaar","Zwolle",1,0
"1807",2014-09-21,"PSV Eindhoven","Cambuur",4,0
"1808",2014-09-21,"Feyenoord","Ajax",0,1
"1809",2014-09-21,"Utrecht","Groningen",1,0
"1810",2014-09-27,"NAC Breda","Ajax",2,5
"1811",2014-09-27,"Dordrecht","Vitesse",2,6
"1812",2014-09-27,"Zwolle","Heracles Almelo",4,2
"1813",2014-09-27,"Go Ahead Eag","Feyenoord",0,4
"1814",2014-09-27,"ADO Den Haag","AZ Alkmaar",2,3
"1815",2014-09-28,"Excelsior","Cambuur",1,1
"1816",2014-09-28,"Twente","Utrecht",3,1
"1817",2014-09-28,"Groningen","Willem II",1,0
"1818",2014-09-28,"Heerenveen","PSV Eindhoven",1,0
"1819",2014-10-03,"Vitesse","ADO Den Haag",6,1
"1820",2014-10-04,"Heracles Almelo","NAC Breda",6,1
"1821",2014-10-04,"Willem II","Heerenveen",2,1
"1822",2014-10-04,"Cambuur","Dordrecht",4,1
"1823",2014-10-04,"Utrecht","Go Ahead Eag",2,3
"1824",2014-10-05,"PSV Eindhoven","Excelsior",3,0
"1825",2014-10-05,"Feyenoord","Groningen",4,0
"1826",2014-10-05,"AZ Alkmaar","Twente",2,2
"1827",2014-10-05,"Ajax","Zwolle",0,0
"1828",2014-10-18,"Willem II","Vitesse",1,4
"1829",2014-10-18,"PSV Eindhoven","AZ Alkmaar",3,0
"1830",2014-10-18,"Feyenoord","Heracles Almelo",2,1
"1831",2014-10-18,"Twente","Ajax",1,1
"1832",2014-10-18,"NAC Breda","ADO Den Haag",1,1
"1833",2014-10-19,"Heerenveen","Cambuur",2,2
"1834",2014-10-19,"Go Ahead Eag","Zwolle",3,2
"1835",2014-10-19,"Dordrecht","Utrecht",1,3
"1836",2014-10-19,"Groningen","Excelsior",1,1
"1837",2015-05-21,"Heerenveen","Feyenoord",1,0
"1838",2015-05-21,"Zwolle","Vitesse",1,2
"1839",2015-05-24,"Vitesse","Zwolle",1,1
"1840",2015-05-24,"Feyenoord","Heerenveen",2,2
"1841",2015-05-28,"Heerenveen","Vitesse",2,2
"1842",2015-05-31,"Vitesse","Heerenveen",5,2
"1843",2015-08-08,"Roda JC","Heracles Almelo",3,1
"1844",2015-08-08,"Feyenoord","Utrecht",3,2
"1845",2015-08-09,"AZ Alkmaar","Ajax",0,3
"1846",2015-08-09,"Willem II","Vitesse",1,1
"1847",2015-08-11,"ADO Den Haag","PSV Eindhoven",2,2
"1848",2015-08-11,"Heerenveen","De Graafschap",3,1
"1849",2015-08-12,"Groningen","Twente",1,1
"1850",2015-08-12,"Zwolle","Cambuur",2,2
"1851",2015-08-12,"NEC Nijmegen","Excelsior",1,0
"1852",2015-10-23,"Zwolle","Utrecht",1,2
"1853",2015-10-24,"Willem II","Heerenveen",2,2
"1854",2015-10-24,"Twente","PSV Eindhoven",1,3
"1855",2015-10-24,"De Graafschap","Heracles Almelo",0,1
"1856",2015-10-24,"Roda JC","Excelsior",1,2
"1857",2015-10-25,"Cambuur","ADO Den Haag",1,1
"1858",2015-10-25,"Vitesse","Ajax",1,3
"1859",2015-10-25,"NEC Nijmegen","Groningen",1,1
"1860",2015-10-25,"Feyenoord","AZ Alkmaar",3,1
"1861",2015-10-30,"Heracles Almelo","Willem II",2,1
"1862",2015-10-31,"Groningen","Zwolle",2,0
"1863",2015-10-31,"Excelsior","Vitesse",0,3
"1864",2015-10-31,"Ajax","Roda JC",6,0
"1865",2015-10-31,"De Graafschap","PSV Eindhoven",3,6
"1866",2015-11-01,"ADO Den Haag","Feyenoord",1,0
"1867",2015-11-01,"Utrecht","Twente",4,2
"1868",2015-11-01,"Heerenveen","Cambuur",2,0
"1869",2015-11-01,"AZ Alkmaar","NEC Nijmegen",2,4
"1870",2015-11-06,"Roda JC","ADO Den Haag",1,1
"1871",2015-11-07,"Twente","Heerenveen",1,4
"1872",2015-11-07,"NEC Nijmegen","De Graafschap",2,0
"1873",2015-11-07,"Willem II","Excelsior",2,3
"1874",2015-11-07,"Zwolle","Heracles Almelo",1,1
"1875",2015-11-08,"PSV Eindhoven","Utrecht",3,1
"1876",2015-11-08,"Feyenoord","Ajax",1,1
"1877",2015-11-08,"Cambuur","Groningen",2,2
"1878",2015-11-08,"Vitesse","AZ Alkmaar",0,2
"1879",2015-11-21,"AZ Alkmaar","Heerenveen",3,1
"1880",2015-11-21,"Roda JC","Zwolle",0,5
"1881",2015-11-21,"Ajax","Cambuur",5,1
"1882",2015-11-21,"De Graafschap","Groningen",1,2
"1883",2015-11-21,"Willem II","PSV Eindhoven",2,2
"1884",2015-11-22,"Heracles Almelo","Excelsior",0,0
"1885",2015-11-22,"Feyenoord","Twente",5,0
"1886",2015-11-22,"NEC Nijmegen","Utrecht",1,0
"1887",2015-11-22,"ADO Den Haag","Vitesse",2,2
"1888",2015-11-27,"Cambuur","De Graafschap",2,3
"1889",2015-11-28,"Heerenveen","Roda JC",3,0
"1890",2015-11-28,"Excelsior","Feyenoord",2,4
"1891",2015-11-28,"Twente","Willem II",1,3
"1892",2015-11-29,"Vitesse","NEC Nijmegen",1,0
"1893",2015-11-29,"Groningen","ADO Den Haag",2,1
"1894",2015-11-29,"Zwolle","Ajax",0,2
"1895",2015-11-29,"Utrecht","Heracles Almelo",4,2
"1896",2015-11-29,"PSV Eindhoven","AZ Alkmaar",3,0
"1897",2015-12-04,"AZ Alkmaar","ADO Den Haag",0,1
"1898",2015-12-05,"Excelsior","Twente",1,1
"1899",2015-12-05,"De Graafschap","Utrecht",0,1
"1900",2015-12-05,"Vitesse","PSV Eindhoven",0,1
"1901",2015-12-05,"Ajax","Heerenveen",5,2
"1902",2015-12-06,"Willem II","Cambuur",3,0
"1903",2015-12-06,"NEC Nijmegen","Zwolle",2,2
