"","Date","Home","Away","HomeGoals","AwayGoals"
"3647",2020-09-19,"Columbus Crew","Nashville",2,0
"3648",2020-09-19,"LA Galaxy","Colorado Rapids",0,2
"3649",2020-09-19,"San Jose","Portland Timbers",1,6
"3650",2020-09-19,"Real Salt Lake","Vancouver",1,2
"3651",2020-09-20,"Montreal Impact","Philadelphia",1,4
"3652",2020-09-23,"New England","Montreal Impact",3,1
"3653",2020-09-23,"Chicago Fire","Houston Dynamo",4,0
"3654",2020-09-23,"Sporting KC","Orlando City",1,2
"3655",2020-09-23,"NYCFC","Toronto FC",0,1
"3656",2020-09-23,"Atlanta Utd","FC Dallas",1,0
"3657",2020-09-23,"Portland Timbers","Seattle",1,0
"3658",2020-09-23,"Colorado Rapids","San Jose",5,0
"3659",2020-09-23,"Columbus Crew","Minnesota Utd",2,1
"3660",2020-09-23,"FC Cincinnati","Philadelphia",0,0
"3661",2020-09-23,"Los Angeles FC","Vancouver",6,0
"3662",2020-09-23,"Real Salt Lake","LA Galaxy",2,0
"3663",2020-09-23,"Nashville","D.C. United",1,0
"3664",2020-09-23,"Inter Miami","NY Red Bulls",1,4
"3665",2020-09-26,"Nashville","Houston Dynamo",1,1
"3666",2020-09-26,"NYCFC","FC Cincinnati",4,0
"3667",2020-09-27,"Chicago Fire","Atlanta Utd",2,0
"3668",2020-09-27,"D.C. United","New England",0,2
"3669",2020-09-27,"NY Red Bulls","Montreal Impact",4,1
"3670",2020-09-27,"Vancouver","Portland Timbers",0,1
"3671",2020-09-27,"Minnesota Utd","Real Salt Lake",0,0
"3672",2020-09-27,"Toronto FC","Columbus Crew",3,1
"3673",2020-09-27,"Philadelphia","Inter Miami",3,0
"3674",2020-09-27,"FC Dallas","Orlando City",0,0
"3675",2020-09-27,"LA Galaxy","Seattle",1,3
"3676",2020-09-27,"Los Angeles FC","San Jose",1,2
"3677",2020-10-03,"Orlando City","NY Red Bulls",3,1
"3678",2020-10-03,"D.C. United","Atlanta Utd",0,4
"3679",2020-10-03,"Houston Dynamo","Sporting KC",1,2
"3680",2020-10-03,"Seattle","Vancouver",3,1
"3681",2020-10-03,"Minnesota Utd","FC Cincinnati",2,0
"3682",2020-10-03,"Toronto FC","Philadelphia",2,1
"3683",2020-10-03,"Montreal Impact","Chicago Fire",2,2
"3684",2020-10-03,"New England","Nashville",0,0
"3685",2020-10-03,"San Jose","LA Galaxy",2,1
"3686",2020-10-03,"FC Dallas","Columbus Crew",2,2
"3687",2020-10-03,"Inter Miami","NYCFC",2,3
"3688",2020-10-04,"Real Salt Lake","Los Angeles FC",1,3
"3689",2020-10-06,"Nashville","Minnesota Utd",0,0
"3690",2020-10-07,"Atlanta Utd","Orlando City",0,0
"3691",2020-10-07,"NY Red Bulls","Inter Miami",1,2
"3692",2020-10-07,"Seattle","Real Salt Lake",2,1
"3693",2020-10-07,"Houston Dynamo","FC Dallas",2,0
"3694",2020-10-07,"Philadelphia","FC Cincinnati",3,0
"3695",2020-10-07,"New England","Toronto FC",0,1
"3696",2020-10-07,"Columbus Crew","Montreal Impact",1,2
"3697",2020-10-07,"LA Galaxy","Portland Timbers",3,6
"3698",2020-10-07,"Sporting KC","Chicago Fire",1,0
"3699",2020-10-07,"San Jose","Vancouver",3,0
"3700",2020-10-07,"NYCFC","D.C. United",4,1
"3701",2020-10-10,"Inter Miami","Houston Dynamo",1,0
"3702",2020-10-10,"Atlanta Utd","NY Red Bulls",0,1
"3703",2020-10-10,"Vancouver","Real Salt Lake",2,1
"3704",2020-10-11,"Los Angeles FC","Seattle",3,1
"3705",2020-10-11,"NYCFC","New England",1,2
"3706",2020-10-11,"Chicago Fire","D.C. United",2,1
"3707",2020-10-11,"Sporting KC","Nashville",2,1
"3708",2020-10-11,"Portland Timbers","San Jose",3,0
"3709",2020-10-11,"FC Cincinnati","Toronto FC",0,1
"3710",2020-10-11,"Philadelphia","Montreal Impact",2,1
"3711",2020-10-14,"Houston Dynamo","Nashville",1,3
"3712",2020-10-14,"Vancouver","Los Angeles FC",2,1
"3713",2020-10-14,"Orlando City","NYCFC",1,1
"3714",2020-10-14,"Toronto FC","NY Red Bulls",1,1
"3715",2020-10-14,"Montreal Impact","New England",2,3
"3716",2020-10-14,"FC Cincinnati","Columbus Crew",2,1
"3717",2020-10-14,"FC Dallas","Sporting KC",1,0
"3718",2020-10-14,"LA Galaxy","San Jose",0,4
"3719",2020-10-14,"Real Salt Lake","Portland Timbers",2,1
"3720",2020-10-14,"D.C. United","Philadelphia",2,2
"3721",2020-10-14,"Inter Miami","Atlanta Utd",1,1
"3722",2020-10-17,"Chicago Fire","Sporting KC",2,2
"3723",2020-10-17,"Montreal Impact","Inter Miami",2,1
"3724",2020-10-18,"Columbus Crew","NYCFC",3,1
"3725",2020-10-18,"NY Red Bulls","Orlando City",1,1
"3726",2020-10-18,"Minnesota Utd","Houston Dynamo",2,2
"3727",2020-10-18,"Portland Timbers","Los Angeles FC",1,1
"3728",2020-10-18,"FC Cincinnati","D.C. United",1,2
"3729",2020-10-18,"Toronto FC","Atlanta Utd",1,0
"3730",2020-10-18,"San Jose","Seattle",0,0
"3731",2020-10-18,"LA Galaxy","Vancouver",1,0
"3732",2020-10-19,"New England","Philadelphia",1,2
"3733",2020-10-20,"Nashville","FC Dallas",3,0
"3734",2020-10-22,"Seattle","Portland Timbers",1,1
"3735",2020-10-23,"Nashville","New England",1,1
"3736",2020-10-24,"Inter Miami","Orlando City",2,1
"3737",2020-10-24,"Atlanta Utd","D.C. United",1,2
"3738",2020-10-24,"Chicago Fire","NY Red Bulls",2,2
"3739",2020-10-24,"Vancouver","San Jose",2,1
"3740",2020-10-24,"Philadelphia","Toronto FC",5,0
"3741",2020-10-24,"NYCFC","Montreal Impact",3,1
"3742",2020-10-24,"FC Cincinnati","Minnesota Utd",0,1
"3743",2020-10-24,"Real Salt Lake","FC Dallas",0,0
"3744",2020-10-24,"Houston Dynamo","Columbus Crew",1,1
"3745",2020-10-24,"Sporting KC","Colorado Rapids",4,0
"3746",2020-10-25,"Los Angeles FC","LA Galaxy",2,0
"3747",2020-10-27,"Montreal Impact","Nashville",0,1
"3748",2020-10-27,"Vancouver","Seattle",0,2
"3749",2020-10-28,"NY Red Bulls","New England",1,0
"3750",2020-10-28,"Minnesota Utd","Colorado Rapids",2,1
"3751",2020-10-28,"Portland Timbers","LA Galaxy",5,2
"3752",2020-10-28,"Orlando City","Atlanta Utd",4,1
"3753",2020-10-28,"Philadelphia","Chicago Fire",2,1
"3754",2020-10-28,"Toronto FC","NYCFC",0,1
"3755",2020-10-28,"FC Cincinnati","Sporting KC",0,1
"3756",2020-10-28,"FC Dallas","Inter Miami",2,1
"3757",2020-10-28,"Los Angeles FC","Houston Dynamo",2,1
"3758",2020-10-28,"San Jose","Real Salt Lake",2,0
"3759",2020-10-28,"D.C. United","Columbus Crew",1,0
"3760",2020-10-31,"FC Dallas","Houston Dynamo",3,0
"3761",2020-10-31,"Nashville","Chicago Fire",1,1
"3762",2020-11-01,"Columbus Crew","Philadelphia",2,1
"3763",2020-11-01,"Sporting KC","Minnesota Utd",NA,NA
"3764",2020-11-01,"Atlanta Utd","FC Cincinnati",2,0
"3765",2020-11-01,"Portland Timbers","Vancouver",1,0
"3766",2020-11-01,"NYCFC","NY Red Bulls",5,2
"3767",2020-11-01,"Colorado Rapids","Seattle",3,1
"3768",2020-11-01,"New England","D.C. United",4,3
"3769",2020-11-01,"Toronto FC","Inter Miami",2,1
"3770",2020-11-01,"LA Galaxy","Real Salt Lake",2,1
"3771",2020-11-01,"Montreal Impact","Orlando City",0,1
"3772",2020-11-04,"Portland Timbers","Colorado Rapids",0,1
"3773",2020-11-04,"Minnesota Utd","Chicago Fire",2,2
"3774",2020-11-04,"Orlando City","Columbus Crew",2,1
"3775",2020-11-04,"Nashville","FC Dallas",0,1
"3776",2020-11-04,"San Jose","Los Angeles FC",3,2
"3777",2020-11-04,"LA Galaxy","Seattle",1,1
"3778",2020-11-08,"Chicago Fire","NYCFC",3,4
"3779",2020-11-08,"Vancouver","LA Galaxy",3,0
"3780",2020-11-08,"D.C. United","Montreal Impact",2,3
"3781",2020-11-08,"Seattle","San Jose",4,1
"3782",2020-11-08,"Columbus Crew","Atlanta Utd",2,1
"3783",2020-11-08,"Orlando City","Nashville",2,3
"3784",2020-11-08,"Inter Miami","FC Cincinnati",2,1
"3785",2020-11-08,"Philadelphia","New England",2,0
"3786",2020-11-08,"NY Red Bulls","Toronto FC",2,1
"3787",2020-11-08,"Los Angeles FC","Portland Timbers",1,1
"3788",2020-11-08,"Real Salt Lake","Sporting KC",0,2
"3789",2020-11-08,"Houston Dynamo","Colorado Rapids",1,2
"3790",2020-11-08,"Minnesota Utd","FC Dallas",3,0
"3791",2020-11-20,"New England Revolution","CF Montréal",2,1
"3792",2020-11-20,"Nashville SC","Inter Miami",3,0
"3793",2020-11-21,"Orlando City","NYCFC",1,1
"3794",2020-11-21,"Columbus Crew","NY Red Bulls",3,2
"3795",2020-11-22,"Sporting KC","San Jose",3,3
"3796",2020-11-22,"Minnesota Utd","Colorado Rapids",3,0
"3797",2020-11-22,"Portland Timbers","FC Dallas",1,1
"3798",2020-11-24,"Toronto FC","Nashville",0,1
"3799",2020-11-24,"Seattle","Los Angeles FC",3,1
"3800",2020-11-24,"Philadelphia","New England",0,2
"3801",2020-11-29,"Orlando City","New England",1,3
"3802",2020-11-29,"Columbus Crew","Nashville",2,0
"3803",2020-12-01,"Seattle","FC Dallas",1,0
"3804",2020-12-03,"Sporting KC","Minnesota Utd",0,3
"3805",2020-12-06,"Columbus Crew","New England",1,0
"3806",2020-12-07,"Seattle","Minnesota Utd",3,2
"3807",2020-12-12,"Columbus Crew","Seattle",3,0
"3808",2020-07-08,"Orlando City","Inter Miami",2,1
"3809",2020-07-09,"NYCFC","Philadelphia",0,1
"3810",2020-07-09,"Montreal Impact","New England",0,1
"3811",2020-07-10,"Seattle","San Jose",0,0
"3812",2020-07-11,"Atlanta Utd","NY Red Bulls",0,1
"3813",2020-07-11,"FC Cincinnati","Columbus Crew",0,4
"3814",2020-07-12,"Sporting KC","Minnesota Utd",1,2
"3815",2020-07-12,"Real Salt Lake","Colorado Rapids",2,0
"3816",2020-07-13,"Toronto FC","D.C. United",2,2
"3817",2020-07-13,"Los Angeles FC","Houston Dynamo",3,3
"3818",2020-07-13,"LA Galaxy","Portland Timbers",1,2
"3819",2020-07-23,"Chicago Fire","Vancouver",0,2
"3820",2020-07-14,"Chicago Fire","Seattle",2,1
"3821",2020-07-14,"NYCFC","Orlando City",1,3
"3822",2020-07-14,"Philadelphia","Inter Miami",2,1
"3823",2020-07-15,"Vancouver","San Jose",3,4
"3824",2020-07-16,"Atlanta Utd","FC Cincinnati",0,1
"3825",2020-07-16,"Montreal Impact","Toronto FC",3,4
"3826",2020-07-16,"Columbus Crew","NY Red Bulls",2,0
"3827",2020-07-17,"D.C. United","New England",1,1
"3828",2020-07-17,"Sporting KC","Colorado Rapids",3,2
"3829",2020-07-17,"Real Salt Lake","Minnesota Utd",0,0
"3830",2020-07-18,"Portland Timbers","Houston Dynamo",2,1
"3831",2020-07-18,"Los Angeles FC","LA Galaxy",6,2
"3832",2020-07-19,"Chicago Fire","San Jose",0,2
"3833",2020-07-19,"Seattle","Vancouver",3,0
"3834",2020-07-20,"Inter Miami","NYCFC",0,1
"3835",2020-07-20,"Philadelphia","Orlando City",1,1
"3836",2020-07-21,"Toronto FC","New England",0,0
"3837",2020-07-21,"Atlanta Utd","Columbus Crew",0,1
"3838",2020-07-21,"Montreal Impact","D.C. United",1,0
"3839",2020-07-22,"Real Salt Lake","Sporting KC",0,2
"3840",2020-07-22,"FC Cincinnati","NY Red Bulls",2,0
"3841",2020-07-22,"Colorado Rapids","Minnesota Utd",2,2
"3842",2020-07-23,"LA Galaxy","Houston Dynamo",1,1
"3843",2020-07-23,"Los Angeles FC","Portland Timbers",2,2
"3844",2021-04-16,"Seattle","Minnesota Utd",4,0
"3845",2021-04-16,"Houston Dynamo","San Jose",2,1
"3846",2021-04-17,"CF Montréal","Toronto FC",4,2
"3847",2021-04-17,"Orlando City","Atlanta Utd",0,0
"3848",2021-04-17,"Los Angeles FC","Austin",2,0
"3849",2021-04-17,"FC Dallas","Colorado Rapids",0,0
"3850",2021-04-17,"Nashville","FC Cincinnati",2,2
"3851",2021-04-17,"Chicago Fire","New England",2,2
"3852",2021-04-17,"D.C. United","NYCFC",2,1
"3853",2021-04-17,"NY Red Bulls","Sporting KC",1,2
"3854",2021-04-18,"Inter Miami","LA Galaxy",2,3
"3855",2021-04-18,"Columbus Crew","Philadelphia",0,0
"3856",2021-04-18,"Vancouver","Portland Timbers",1,0
"3857",2021-04-23,"Sporting KC","Orlando City",1,1
"3858",2021-04-24,"San Jose","FC Dallas",3,1
"3859",2021-04-24,"NYCFC","FC Cincinnati",5,0
"3860",2021-04-24,"Nashville","CF Montréal",2,2
"3861",2021-04-24,"Los Angeles FC","Seattle",1,1
"3862",2021-04-24,"Toronto FC","Vancouver",2,2
"3863",2021-04-24,"Minnesota Utd","Real Salt Lake",1,2
"3864",2021-04-24,"Colorado Rapids","Austin",1,3
"3865",2021-04-24,"Portland Timbers","Houston Dynamo",2,1
"3866",2021-04-24,"New England","D.C. United",1,0
"3867",2021-04-24,"Atlanta Utd","Chicago Fire",3,1
"3868",2021-04-24,"Philadelphia","Inter Miami",1,2
"3869",2021-04-25,"LA Galaxy","NY Red Bulls",3,2
"3870",2021-05-01,"Real Salt Lake","Sporting KC",3,1
"3871",2021-05-01,"NY Red Bulls","Chicago Fire",2,0
"3872",2021-05-01,"Houston Dynamo","Los Angeles FC",1,1
"3873",2021-05-01,"CF Montréal","Columbus Crew",0,0
"3874",2021-05-01,"New England","Atlanta Utd",2,1
"3875",2021-05-01,"Minnesota Utd","Austin",0,1
"3876",2021-05-01,"FC Dallas","Portland Timbers",4,1
"3877",2021-05-01,"Philadelphia","NYCFC",0,2
"3878",2021-05-01,"Orlando City","FC Cincinnati",3,0
"3879",2021-05-01,"San Jose","D.C. United",4,1
"3880",2021-05-02,"Nashville","Inter Miami",0,0
"3881",2021-05-02,"Seattle","LA Galaxy",3,0
"3882",2021-05-02,"Vancouver","Colorado Rapids",0,1
"3883",2021-05-07,"Real Salt Lake","San Jose",1,2
"3884",2021-05-08,"Chicago Fire","Philadelphia",0,2
"3885",2021-05-08,"Vancouver","CF Montréal",2,0
"3886",2021-05-08,"Nashville","New England",2,0
"3887",2021-05-08,"NY Red Bulls","Toronto FC",2,0
"3888",2021-05-08,"Columbus Crew","D.C. United",3,1
"3889",2021-05-08,"FC Dallas","Houston Dynamo",1,1
"3890",2021-05-08,"LA Galaxy","Los Angeles FC",2,1
"3891",2021-05-08,"Orlando City","NYCFC",1,1
"3892",2021-05-08,"Colorado Rapids","Minnesota Utd",3,2
"3893",2021-05-09,"Portland Timbers","Seattle",1,2
"3894",2021-05-09,"Inter Miami","Atlanta Utd",1,1
"3895",2021-05-09,"Sporting KC","Austin",2,1
"3896",2021-05-12,"Toronto FC","Columbus Crew",2,0
"3897",2021-05-12,"Philadelphia","New England",1,1
"3898",2021-05-12,"Inter Miami","CF Montréal",0,2
"3899",2021-05-12,"Houston Dynamo","Sporting KC",1,0
"3900",2021-05-12,"San Jose","Seattle",0,1
"3901",2021-05-12,"Minnesota Utd","Vancouver",1,0
"3902",2021-05-13,"D.C. United","Chicago Fire",1,0
"3903",2021-05-15,"LA Galaxy","Austin",2,0
"3904",2021-05-15,"NYCFC","Toronto FC",1,1
"3905",2021-05-15,"Atlanta Utd","CF Montréal",1,0
"3906",2021-05-15,"Colorado Rapids","Houston Dynamo",3,1
"3907",2021-05-15,"Minnesota Utd","FC Dallas",1,0
"3908",2021-05-15,"San Jose","Portland Timbers",0,2
"3909",2021-05-15,"Philadelphia","NY Red Bulls",1,0
"3910",2021-05-15,"Real Salt Lake","Nashville",0,0
"3911",2021-05-16,"Sporting KC","Vancouver",3,0
"3912",2021-05-16,"FC Cincinnati","Inter Miami",2,3
"3913",2021-05-16,"New England","Columbus Crew",1,0
"3914",2021-05-16,"Seattle","Los Angeles FC",2,0
"3915",2021-05-16,"D.C. United","Orlando City",0,1
"3916",2021-05-22,"Portland Timbers","LA Galaxy",3,0
"3917",2021-05-22,"CF Montréal","FC Cincinnati",1,2
"3918",2021-05-22,"Chicago Fire","Inter Miami",1,0
"3919",2021-05-22,"Orlando City","Toronto FC",1,0
"3920",2021-05-22,"San Jose","Sporting KC",1,3
"3921",2021-05-22,"FC Dallas","Real Salt Lake",2,2
"3922",2021-05-22,"NYCFC","Columbus Crew",1,2
"3923",2021-05-22,"Los Angeles FC","Colorado Rapids",2,1
"3924",2021-05-22,"New England","NY Red Bulls",3,1
"3925",2021-05-22,"Houston Dynamo","Vancouver",2,1
"3926",2021-05-23,"Seattle","Atlanta Utd",1,1
"3927",2021-05-23,"D.C. United","Philadelphia",0,1
"3928",2021-05-23,"Nashville","Austin",1,0
"3929",2021-05-29,"Chicago Fire","CF Montréal",0,1
"3930",2021-05-29,"NY Red Bulls","Orlando City",2,1
"3931",2021-05-29,"Los Angeles FC","NYCFC",1,2
"3932",2021-05-29,"FC Cincinnati","New England",0,1
"3933",2021-05-29,"Columbus Crew","Toronto FC",2,1
"3934",2021-05-29,"Atlanta Utd","Nashville",2,2
"3935",2021-05-29,"LA Galaxy","San Jose",1,0
"3936",2021-05-29,"Colorado Rapids","FC Dallas",3,0
"3937",2021-05-29,"Real Salt Lake","Minnesota Utd",1,1
"3938",2021-05-29,"Sporting KC","Houston Dynamo",3,2
"3939",2021-05-29,"Inter Miami","D.C. United",0,3
"3940",2021-05-30,"Seattle","Austin",0,0
"3941",2021-05-30,"Philadelphia","Portland Timbers",3,0
"3942",2021-06-12,"Sporting KC","Austin",1,1
"3943",2021-06-18,"Real Salt Lake","Vancouver",3,1
"3944",2021-06-18,"NY Red Bulls","Nashville",2,0
"3945",2021-06-19,"LA Galaxy","Seattle",1,2
"3946",2021-06-19,"NYCFC","New England",2,3
"3947",2021-06-19,"FC Cincinnati","Colorado Rapids",0,2
"3948",2021-06-19,"Toronto FC","Orlando City",2,3
"3949",2021-06-19,"Columbus Crew","Chicago Fire",2,0
"3950",2021-06-19,"FC Dallas","Minnesota Utd",1,1
"3951",2021-06-19,"Portland Timbers","Sporting KC",2,1
"3952",2021-06-19,"Los Angeles FC","Houston Dynamo",1,1
"3953",2021-06-19,"D.C. United","Inter Miami",1,0
"3954",2021-06-19,"Austin","San Jose",0,0
"3955",2021-06-20,"Atlanta Utd","Philadelphia",2,2
"3956",2021-06-22,"Orlando City","San Jose",5,0
"3957",2021-06-23,"New England","NY Red Bulls",3,2
"3958",2021-06-23,"Chicago Fire","FC Cincinnati",0,1
"3959",2021-06-23,"Seattle","Real Salt Lake",2,1
"3960",2021-06-23,"Minnesota Utd","Austin",2,0
"3961",2021-06-23,"NYCFC","Atlanta Utd",1,0
"3962",2021-06-23,"Philadelphia","Columbus Crew",1,0
"3963",2021-06-23,"Houston Dynamo","Portland Timbers",2,2
"3964",2021-06-23,"Sporting KC","Colorado Rapids",3,1
"3965",2021-06-23,"Nashville","Toronto FC",3,2
"3966",2021-06-23,"Los Angeles FC","FC Dallas",2,0
"3967",2021-06-23,"CF Montréal","D.C. United",0,0
"3968",2021-06-23,"Vancouver","LA Galaxy",1,2
"3969",2021-06-25,"Inter Miami","Orlando City",1,2
"3970",2021-06-26,"Sporting KC","Los Angeles FC",2,1
"3971",2021-06-26,"Real Salt Lake","Houston Dynamo",1,1
"3972",2021-06-26,"Seattle","Vancouver",2,2
"3973",2021-06-26,"Toronto FC","FC Cincinnati",0,2
"3974",2021-06-26,"Chicago Fire","Philadelphia",3,3
"3975",2021-06-26,"San Jose","LA Galaxy",1,3
"3976",2021-06-26,"Nashville","CF Montréal",1,1
"3977",2021-06-26,"Portland Timbers","Minnesota Utd",0,1
"3978",2021-06-27,"Atlanta Utd","NY Red Bulls",0,0
"3979",2021-06-27,"NYCFC","D.C. United",2,1
"3980",2021-06-27,"Austin","Columbus Crew",0,0
"3981",2021-06-27,"FC Dallas","New England",2,1
"3982",2021-07-01,"Austin","Portland Timbers",4,1
"3983",2021-07-03,"Columbus Crew","New England",2,2
"3984",2021-07-03,"D.C. United","Toronto FC",7,1
"3985",2021-07-03,"Minnesota Utd","San Jose",2,2
"3986",2021-07-03,"Chicago Fire","Atlanta Utd",3,0
"3987",2021-07-03,"Nashville","Philadelphia",1,0
"3988",2021-07-03,"Orlando City","NY Red Bulls",1,2
"3989",2021-07-03,"CF Montréal","Inter Miami",1,0
"3990",2021-07-03,"Houston Dynamo","FC Cincinnati",1,1
"3991",2021-07-03,"Real Salt Lake","Los Angeles FC",0,1
"3992",2021-07-04,"Colorado Rapids","Seattle",1,1
"3993",2021-07-04,"LA Galaxy","Sporting KC",0,2
"3994",2021-07-04,"FC Dallas","Vancouver",2,2
"3995",2021-07-07,"Seattle","Houston Dynamo",2,0
"3996",2021-07-07,"New England","Toronto FC",2,3
"3997",2021-07-07,"Colorado Rapids","Minnesota Utd",2,0
"3998",2021-07-07,"Chicago Fire","Orlando City",3,1
"3999",2021-07-07,"CF Montréal","NYCFC",2,1
"4000",2021-07-07,"LA Galaxy","FC Dallas",3,1
"4001",2021-07-07,"Vancouver","Real Salt Lake",0,4
"4002",2021-07-07,"Austin","Los Angeles FC",0,2
"4003",2021-07-08,"Nashville","Atlanta Utd",2,2
"4004",2021-07-08,"NY Red Bulls","Philadelphia",1,1
"4005",2021-07-09,"FC Cincinnati","Columbus Crew",2,2
"4006",2021-07-17,"Atlanta Utd","New England",0,1
"4007",2021-07-17,"Colorado Rapids","San Jose",1,1
"4008",2021-07-17,"Toronto FC","Orlando City",1,1
"4009",2021-07-17,"CF Montréal","FC Cincinnati",5,4
"4010",2021-07-17,"Columbus Crew","NYCFC",2,1
"4011",2021-07-17,"Philadelphia","D.C. United",2,1
"4012",2021-07-17,"Portland Timbers","FC Dallas",1,0
"4013",2021-07-17,"Nashville","Chicago Fire",5,1
"4014",2021-07-17,"Los Angeles FC","Real Salt Lake",2,1
"4015",2021-07-17,"Vancouver","LA Galaxy",2,1
"4016",2021-07-18,"Minnesota Utd","Seattle",1,0
"4017",2021-07-20,"Vancouver","Houston Dynamo",0,0
"4018",2021-07-21,"Chicago Fire","D.C. United",2,2
"4019",2021-07-21,"Colorado Rapids","FC Dallas",2,0
"4020",2021-07-21,"Columbus Crew","Nashville",0,0
"4021",2021-07-21,"Toronto FC","NY Red Bulls",1,1
"4022",2021-07-21,"NYCFC","CF Montréal",1,0
"4023",2021-07-21,"Inter Miami","New England",0,5
"4024",2021-07-21,"Sporting KC","San Jose",1,1
"4025",2021-07-21,"Portland Timbers","Los Angeles FC",2,1
"4026",2021-07-21,"Real Salt Lake","LA Galaxy",2,2
"4027",2021-07-21,"FC Cincinnati","Atlanta Utd",1,1
"4028",2021-07-22,"Orlando City","Philadelphia",2,1
"4029",2021-07-22,"Austin","Seattle",0,1
"4030",2021-07-24,"Atlanta Utd","Columbus Crew",0,1
"4031",2021-07-24,"San Jose","Houston Dynamo",1,1
"4032",2021-07-24,"Minnesota Utd","Portland Timbers",2,1
"4033",2021-07-24,"Chicago Fire","Toronto FC",1,2
"4034",2021-07-24,"Los Angeles FC","Vancouver",2,2
"4035",2021-07-24,"Nashville","FC Cincinnati",3,0
"4036",2021-07-24,"FC Dallas","LA Galaxy",4,0
"4037",2021-07-24,"Real Salt Lake","Colorado Rapids",3,0
"4038",2021-07-25,"NYCFC","Orlando City",5,0
"4039",2021-07-25,"New England","CF Montréal",2,1
"4040",2021-07-25,"Seattle","Sporting KC",1,3
"4041",2021-07-25,"Inter Miami","Philadelphia",1,1
"4042",2021-07-25,"D.C. United","NY Red Bulls",1,0
"4043",2021-07-28,"Los Angeles FC","Minnesota Utd",2,2
"4044",2021-07-30,"LA Galaxy","Portland Timbers",4,1
"4045",2021-07-30,"NYCFC","Columbus Crew",4,1
"4046",2021-07-30,"Orlando City","Atlanta Utd",3,2
"4047",2021-07-31,"Seattle","San Jose",0,1
"4048",2021-07-31,"NY Red Bulls","New England",2,3
"4049",2021-07-31,"FC Cincinnati","D.C. United",0,0
"4050",2021-07-31,"Houston Dynamo","Real Salt Lake",0,0
"4051",2021-07-31,"Sporting KC","FC Dallas",1,2
"4052",2021-07-31,"Austin","Colorado Rapids",0,1
"4053",2021-07-31,"Inter Miami","CF Montréal",2,1
"4054",2021-07-31,"Vancouver","Minnesota Utd",2,2
"4055",2021-08-01,"Philadelphia","Chicago Fire",1,1
"4056",2021-08-01,"Toronto FC","Nashville",1,1
"4057",2021-08-04,"New England","Nashville",0,0
"4058",2021-08-04,"Chicago Fire","NYCFC",0,0
"4059",2021-08-04,"Seattle","FC Dallas",1,1
"4060",2021-08-04,"CF Montréal","Atlanta Utd",2,2
"4061",2021-08-04,"Philadelphia","Toronto FC",3,0
"4062",2021-08-04,"Columbus Crew","D.C. United",2,4
"4063",2021-08-04,"Portland Timbers","San Jose",1,1
"4064",2021-08-04,"Los Angeles FC","Sporting KC",1,4
"4065",2021-08-04,"LA Galaxy","Real Salt Lake",1,0
"4066",2021-08-04,"NY Red Bulls","FC Cincinnati",0,0
"4067",2021-08-04,"Austin","Houston Dynamo",3,2
"4068",2021-08-04,"Orlando City","Inter Miami",1,1
"4069",2021-08-07,"Minnesota Utd","Houston Dynamo",2,0
"4070",2021-08-07,"Colorado Rapids","Sporting KC",0,0
"4071",2021-08-07,"FC Cincinnati","Orlando City",1,1
"4072",2021-08-07,"Columbus Crew","Atlanta Utd",2,3
"4073",2021-08-07,"FC Dallas","Austin",2,0
"4074",2021-08-07,"Portland Timbers","Real Salt Lake",3,2
"4075",2021-08-07,"Toronto FC","NYCFC",2,2
"4076",2021-08-08,"San Jose","Los Angeles FC",2,1
"4077",2021-08-08,"Chicago Fire","NY Red Bulls",2,1
"4078",2021-08-08,"LA Galaxy","Vancouver",1,1
"4079",2021-08-08,"Inter Miami","Nashville",2,1
"4080",2021-08-08,"New England","Philadelphia",2,1
"4081",2021-08-08,"D.C. United","CF Montréal",2,1
"4082",2021-08-13,"San Jose","Vancouver",0,0
"4083",2021-08-14,"Minnesota Utd","LA Galaxy",0,1
"4084",2021-08-14,"Houston Dynamo","Colorado Rapids",1,3
"4085",2021-08-14,"FC Dallas","Sporting KC",0,2
"4086",2021-08-14,"Real Salt Lake","Austin",1,0
"4087",2021-08-14,"NYCFC","Inter Miami",2,0
"4088",2021-08-14,"CF Montréal","NY Red Bulls",2,1
"4089",2021-08-14,"Toronto FC","New England",1,2
"4090",2021-08-15,"Atlanta Utd","Los Angeles FC",1,0
"4091",2021-08-15,"Chicago Fire","Columbus Crew",1,0
"4092",2021-08-15,"Nashville","D.C. United",5,2
"4093",2021-08-15,"Portland Timbers","Seattle",2,6
"4094",2021-08-17,"San Jose","Minnesota Utd",1,1
"4095",2021-08-17,"LA Galaxy","Colorado Rapids",1,2
"4096",2021-08-18,"New England","D.C. United",3,2
"4097",2021-08-18,"Atlanta Utd","Toronto FC",1,0
"4098",2021-08-18,"FC Cincinnati","CF Montréal",0,0
"4099",2021-08-18,"Philadelphia","NYCFC",1,0
"4100",2021-08-18,"Inter Miami","Chicago Fire",3,2
"4101",2021-08-18,"FC Dallas","Seattle",0,1
"4102",2021-08-18,"Sporting KC","Portland Timbers",1,1
"4103",2021-08-18,"Nashville","Orlando City",1,1
"4104",2021-08-18,"Real Salt Lake","Houston Dynamo",2,1
"4105",2021-08-18,"NY Red Bulls","Columbus Crew",1,0
"4106",2021-08-18,"Austin","Vancouver",1,2
"4107",2021-08-20,"LA Galaxy","San Jose",1,2
